year,GP,GS,minutes,oRebounds,PF,fgAttempted,ftMade,threeAttempted,dq,PostGP,PostGS,PostoRebounds,PostRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostftAttempted,PostthreeAttempted,PostDQ,total_rebounds,total_blocks,total_steals,total_turnovers,FG%,FT%,award,Avg_Rebounds_Per_Game,Avg_Steals_Per_Game,Avg_Turnovers_Per_Game,Usability,POSITION_METRIC,playoff,playerID,tmID,pos
7,17,0,111,15,23,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,8,7,6,0.25925925925925924,0.46153846153846156,0,1.5294117647058822,0.4117647058823529,0.35294117647058826,0.16323529411764706,0.1319406267179769,1,ndongem01w,LAS,C
1,14,14,443,9,29,164,22,71,0,0,0,0,0,0,0,0,0,0,0,0,0,41,8,15,27,0.40853658536585363,0.9166666666666666,0,2.9285714285714284,1.0714285714285714,1.9285714285714286,0.7910714285714285,0.2524630541871921,1,nemcoev01w,CLE,F
2,8,2,113,1,9,38,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,2,6,0.34210526315789475,0.625,0,1.25,0.25,0.75,0.353125,0.10775862068965518,1,nemcoev01w,CLE,F
1,30,20,636,8,30,166,25,92,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,31,55,0.3795180722891566,0.8333333333333334,0,1.1666666666666667,1.0333333333333334,1.8333333333333333,0.53,0.1950413223140496,0,nevescl01w,DET,G
2,22,15,407,3,21,94,8,52,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,21,28,0.3617021276595745,1.0,0,1.3181818181818181,0.9545454545454546,1.2727272727272727,0.4625,0.22077922077922077,0,nevescl01w,DET,G
3,20,0,194,0,18,31,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,13,0.3548387096774194,0.6875,0,0.35,0.4,0.65,0.2425,0.3496503496503497,0,nevescl01w,MIA,G
6,34,34,715,32,102,149,22,25,0,8,8,4,14,8,2,0,11,19,12,4,0,80,9,26,48,0.4083769633507853,0.625,0,1.9411764705882353,0.7058823529411765,1.088235294117647,0.5257352941176471,0.2702702702702703,1,newtoch01w,SAC,G
7,27,11,648,19,69,155,59,49,0,0,0,0,0,0,0,0,0,0,0,0,0,71,7,36,40,0.33548387096774196,0.7375,0,2.6296296296296298,1.3333333333333333,1.4814814814814814,0.6,0.2636363636363636,0,newtoch01w,CHI,G
8,34,34,696,28,96,197,60,33,2,3,3,4,7,3,5,1,3,13,2,1,0,69,7,36,45,0.3684210526315789,0.775,0,1.8235294117647058,0.9117647058823529,1.2352941176470589,0.5117647058823529,0.19913419913419916,1,newtoch01w,SAC,G
9,26,0,393,13,56,95,39,7,0,3,0,0,2,3,2,0,2,8,2,1,1,37,1,32,27,0.4215686274509804,0.7735849056603774,0,1.3461538461538463,1.1538461538461537,0.9615384615384616,0.3778846153846154,0.20363636363636367,1,newtoch01w,SAC,G
10,23,0,336,10,31,70,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,18,16,0.37142857142857144,0.6666666666666666,0,1.3043478260869565,0.782608695652174,0.6956521739130435,0.3652173913043478,0.4431818181818182,0,newtoch01w,SAC,G
7,15,0,92,11,10,29,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,5,8,0.27586206896551724,0.44,0,1.2,0.3333333333333333,0.5333333333333333,0.15333333333333332,0.037383177570093455,0,ngarsch01w,NYL,C
3,7,0,12,1,2,5,0,0,0,3,0,1,3,0,0,0,1,2,5,0,0,8,2,0,1,0.6,0.4,0,0.7142857142857143,0.0,0.0,0.04285714285714286,0.08010680907877168,1,ngoyibe01w,NYL,C
6,26,0,251,17,45,81,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,61,2,5,25,0.5679012345679012,0.7307692307692307,0,2.3461538461538463,0.19230769230769232,0.9615384615384616,0.24134615384615385,0.02156721782890007,0,ngoyibe01w,SAS,C
7,30,23,627,65,89,231,58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,170,7,14,60,0.5281385281385281,0.5918367346938775,0,5.666666666666667,0.4666666666666667,2.0,0.5225,0.06542056074766354,0,ngoyibe01w,CHI,C
9,31,1,226,20,45,63,23,0,0,1,0,0,1,0,0,0,1,0,0,0,0,54,7,6,32,0.47619047619047616,0.71875,0,1.7096774193548387,0.1935483870967742,1.0,0.18225806451612903,0.06331022007838408,1,ngoyibe01w,IND,C
6,7,0,16,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0.6666666666666666,0.0,0,0.2857142857142857,0.0,0.2857142857142857,0.05714285714285714,0.0,1,nieuwma01w,LAS,C
9,12,0,84,6,11,26,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,4,0.23076923076923078,0.6666666666666666,0,1.0,0.4166666666666667,0.3333333333333333,0.175,0.09090909090909091,0,nnamach01w,ATL,G
2,27,0,545,16,43,194,43,73,0,0,0,0,0,0,0,0,0,0,0,0,0,53,6,17,35,0.32989690721649484,0.8113207547169812,0,1.962962962962963,0.6296296296296297,1.2962962962962963,0.5046296296296297,0.3835616438356164,0,nolande01w,DET,G-F
3,32,32,804,17,74,248,29,114,1,0,0,0,0,0,0,0,0,0,0,0,0,87,12,27,61,0.4153225806451613,0.8055555555555556,0,2.71875,0.84375,1.90625,0.628125,0.49122807017543857,0,nolande01w,DET,G-F
4,32,32,954,12,65,312,76,114,0,8,8,4,29,21,10,2,13,21,16,47,0,136,16,51,82,0.4411764705882353,0.8125,0,3.34375,1.28125,2.15625,0.7453125,0.5614035087719298,1,nolande01w,DET,G-F
5,34,34,1138,29,75,435,99,114,1,3,3,3,14,7,5,0,10,5,15,13,0,148,12,71,100,0.38333333333333336,0.8129496402877698,0,3.9411764705882355,1.9411764705882353,2.6470588235294117,0.836764705882353,0.38596491228070173,1,nolande01w,DET,G-F
6,33,33,1213,31,64,462,128,90,0,2,2,1,8,7,2,2,6,4,7,4,0,164,16,57,106,0.39879759519038077,0.8023952095808383,0,4.7272727272727275,1.6666666666666667,3.0303030303030303,0.918939393939394,0.4148148148148148,1,nolande01w,DET,G-F
7,34,34,1088,32,79,425,85,113,1,10,10,8,41,39,16,2,27,19,30,21,0,194,13,63,113,0.4258289703315881,0.8461538461538461,1,4.5,1.3823529411764706,2.5294117647058822,0.8,0.4601769911504424,1,nolande01w,DET,G-F
8,34,34,1175,35,69,480,65,117,0,11,11,10,69,45,9,3,21,29,30,47,0,217,15,58,103,0.4505988023952096,0.8440366972477065,0,4.352941176470588,1.4411764705882353,2.411764705882353,0.8639705882352942,0.5242165242165242,1,nolande01w,DET,G-F
9,34,34,1144,26,68,465,63,115,1,9,9,8,41,26,19,3,24,24,33,44,0,174,13,61,97,0.43800322061191627,0.8867924528301887,0,3.911764705882353,1.2352941176470589,2.1470588235294117,0.8411764705882353,0.49855072463768113,1,nolande01w,DET,G-F
10,33,33,1113,36,91,525,91,123,1,5,5,5,8,16,9,2,18,18,23,28,0,149,12,53,91,0.406099518459069,0.8057553956834532,0,4.2727272727272725,1.3333333333333333,2.212121212121212,0.8431818181818181,0.4336043360433604,1,nolande01w,DET,G-F
1,32,28,843,50,98,209,41,90,2,0,0,0,0,0,0,0,0,0,0,0,0,121,5,17,38,0.4354066985645933,0.7592592592592593,0,3.78125,0.53125,1.1875,0.65859375,0.3259698275862069,0,nygaava01w,POR,F
2,31,0,259,13,48,72,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2,6,14,0.3888888888888889,0.3333333333333333,0,1.1290322580645162,0.1935483870967742,0.45161290322580644,0.20887096774193548,0.09733036707452727,0,nygaava01w,POR,F
3,29,22,443,27,49,101,10,64,0,0,0,0,0,0,0,0,0,0,0,0,0,67,1,11,13,0.42574257425742573,0.7692307692307693,0,2.310344827586207,0.3793103448275862,0.4482758620689655,0.38189655172413794,0.1991676575505351,0,nygaava01w,MIA,F
4,11,3,168,11,22,36,3,17,1,5,0,3,5,0,1,1,1,1,0,2,0,24,1,4,5,0.4634146341463415,0.75,0,1.7272727272727273,0.2727272727272727,0.36363636363636365,0.38181818181818183,0.14890282131661442,1,nygaava01w,LAS,F
9,23,0,180,5,13,57,16,10,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,7,22,0.3508771929824561,0.9411764705882353,0,0.7391304347826086,0.30434782608695654,0.9565217391304348,0.1956521739130435,0.11570247933884298,0,ogayu01w,PHO,G
5,34,34,1018,83,103,308,125,2,1,2,2,4,10,9,1,0,6,5,10,0,0,204,45,17,80,0.44410876132930516,0.7005347593582888,0,5.705882352941177,0.47058823529411764,2.176470588235294,0.7485294117647059,0.6784005468215993,1,ohldeni01w,MIN,F-C
6,34,34,1038,63,92,292,116,2,1,0,0,0,0,0,0,0,0,0,0,0,0,194,22,21,84,0.4554794520547945,0.8169014084507042,0,5.705882352941177,0.6176470588235294,2.4705882352941178,0.763235294117647,0.688536409516943,0,ohldeni01w,MIN,F-C
7,34,34,870,61,99,265,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,190,25,20,74,0.4528301886792453,0.6641221374045801,0,5.588235294117647,0.5882352941176471,2.176470588235294,0.6397058823529411,0.6494538232373386,0,ohldeni01w,MIN,F-C
8,34,34,922,69,127,342,136,0,4,0,0,0,0,0,0,0,0,0,0,0,0,208,20,17,82,0.3742690058479532,0.84472049689441,0,6.117647058823529,0.5,2.411764705882353,0.6779411764705883,0.603262542320714,0,ohldeni01w,MIN,F-C
9,34,34,559,44,88,161,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,112,22,10,50,0.453416149068323,0.7846153846153846,0,3.2941176470588234,0.29411764705882354,1.4705882352941178,0.41102941176470587,0.6440013076168682,0,ohldeni01w,MIN,F-C
10,21,0,311,19,55,71,33,0,1,11,0,9,30,4,4,3,10,21,5,0,0,89,23,9,39,0.5591397849462365,0.6666666666666666,0,2.8095238095238093,0.23809523809523808,1.380952380952381,0.37023809523809526,0.8080059303187546,1,ohldeni01w,PHO,F-C
9,11,0,31,0,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0.0,0.0,0,0.2727272727272727,0.0,0.09090909090909091,0.07045454545454545,0.0,1,oneilkr01w,SEA,G-F
7,2,0,12,1,1,0,2,0,0,9,0,3,9,11,6,0,13,16,7,1,0,10,0,6,14,0.47368421052631576,0.5555555555555556,0,0.5,0.0,0.5,0.15,0.0,1,osipoir01w,DET,C
1,11,0,60,2,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0.25,0.0,0,0.8181818181818182,0.0,0.2727272727272727,0.13636363636363635,0.07053291536050157,1,owenhe01w,WAS,F
1,31,16,605,47,95,131,29,0,3,0,0,0,0,0,0,0,0,0,0,0,0,97,26,11,54,0.3893129770992366,0.5370370370370371,0,3.129032258064516,0.3548387096774194,1.7419354838709677,0.4879032258064516,0.23515224600542659,0,owenssh01w,MIA,C
3,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.075,0.0,1,owenssh01w,CHA,C
9,3,0,12,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0.6,0.0,0,2.0,0.0,0.6666666666666666,0.1,0.1724137931034483,1,pageda01w,CON,F
1,32,32,1046,79,103,222,52,0,2,2,2,2,6,1,2,0,4,5,4,0,0,214,32,25,67,0.5844155844155844,0.5729166666666666,0,6.5,0.71875,1.96875,0.8171875,0.560344827586207,1,pagemu01w,WAS,F
2,32,32,989,74,88,231,21,17,2,0,0,0,0,0,0,0,0,0,0,0,0,177,36,30,60,0.4329004329004329,0.5833333333333334,0,5.53125,0.9375,1.875,0.77265625,0.47683189655172414,0,pagemu01w,WAS,F
3,32,15,750,55,79,195,30,4,0,5,0,6,22,4,1,4,3,12,15,0,0,177,19,15,48,0.47297297297297297,0.6470588235294118,0,4.84375,0.4375,1.40625,0.5859375,0.4175646551724138,1,pagemu01w,WAS,F
4,34,34,850,62,101,220,42,12,0,0,0,0,0,0,0,0,0,0,0,0,0,152,24,18,41,0.37727272727272726,0.75,0,4.470588235294118,0.5294117647058824,1.2058823529411764,0.625,0.385395537525355,0,pagemu01w,WAS,F
5,33,19,809,40,85,175,22,3,1,3,3,3,14,4,0,1,3,5,2,0,0,154,17,25,33,0.450261780104712,0.5476190476190477,0,4.242424242424242,0.7575757575757576,0.9090909090909091,0.6128787878787879,0.3657262277951933,1,pagemu01w,WAS,F
6,34,4,589,21,56,119,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,83,9,15,23,0.3949579831932773,1.0,0,2.4411764705882355,0.4411764705882353,0.6764705882352942,0.43308823529411766,0.21044624746450308,0,pagemu01w,WAS,F
7,34,4,690,40,63,140,35,3,1,5,1,10,23,3,3,2,2,11,11,2,0,144,11,20,32,0.4437869822485207,0.7719298245614035,0,3.5588235294117645,0.5,0.8823529411764706,0.5073529411764706,0.3067951318458418,1,pagemu01w,LAS,F
8,34,8,627,33,68,170,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,111,9,14,25,0.4176470588235294,0.7916666666666666,0,3.264705882352941,0.4117647058823529,0.7352941176470589,0.4610294117647059,0.2814401622718053,0,pagemu01w,LAS,F
9,27,1,243,13,33,49,8,8,0,5,0,0,0,1,0,1,0,2,2,0,0,35,2,5,11,0.3137254901960784,0.6428571428571429,0,1.2962962962962963,0.18518518518518517,0.4074074074074074,0.225,0.11174968071519796,1,pagemu01w,LAS,F
6,13,0,78,2,1,22,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,6,0.2727272727272727,0.75,0,0.6923076923076923,0.15384615384615385,0.46153846153846156,0.15,0.3939393939393939,1,paigeyo01w,IND,G
7,11,0,51,4,9,25,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,10,0.2,0.0,0,0.36363636363636365,0.09090909090909091,0.9090909090909091,0.1159090909090909,0.10909090909090909,1,paliesa01w,DET,G
1,32,30,914,67,112,373,95,48,2,0,0,0,0,0,0,0,0,0,0,0,0,219,10,20,65,0.4477211796246649,0.7037037037037037,0,6.84375,0.625,2.03125,0.7140625,0.5899784482758621,0,palmewe01w,DET,F
2,22,22,651,38,64,215,40,33,0,0,0,0,0,0,0,0,0,0,0,0,0,154,4,23,48,0.4232558139534884,0.6779661016949152,0,7.0,1.0454545454545454,2.1818181818181817,0.7397727272727272,0.603448275862069,0,palmewe01w,DET,F
3,32,32,965,47,90,301,62,120,0,0,0,0,0,0,0,0,0,0,0,0,0,189,8,35,57,0.4318936877076412,0.6739130434782609,0,5.90625,1.09375,1.78125,0.75390625,0.5091594827586208,0,palmewe01w,CON,F
4,32,1,433,29,62,147,23,46,0,4,0,1,12,3,0,0,7,9,3,4,0,118,3,11,42,0.42011834319526625,0.8064516129032258,0,3.3125,0.34375,1.09375,0.33828125,0.28556034482758624,1,palmewe01w,CON,F
5,33,33,786,47,77,253,68,41,0,8,8,10,35,1,3,3,8,11,8,12,0,217,8,26,48,0.41721854304635764,0.7849462365591398,1,5.515151515151516,0.696969696969697,1.2121212121212122,0.5954545454545455,0.4754440961337514,1,palmewe01w,CON,F
6,34,29,882,53,74,242,52,56,0,0,0,0,0,0,0,0,0,0,0,0,0,193,7,20,42,0.5165289256198347,0.7428571428571429,0,5.676470588235294,0.5882352941176471,1.2352941176470589,0.6485294117647059,0.48935091277890475,0,palmewe01w,SAS,F
7,5,2,120,13,17,33,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3,5,10,0.48484848484848486,0.7368421052631579,0,7.6,1.0,2.0,0.6,0.6551724137931034,1,palmewe01w,SEA,F
8,34,3,474,44,75,132,43,21,0,2,0,4,8,0,0,1,2,6,1,2,0,153,8,15,38,0.42567567567567566,0.7678571428571429,0,4.264705882352941,0.4411764705882353,1.0588235294117647,0.34852941176470587,0.36764705882352944,1,palmewe01w,SEA,F
10,33,6,442,56,48,132,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,134,10,11,20,0.5151515151515151,0.7272727272727273,0,4.0606060606060606,0.3333333333333333,0.6060606060606061,0.33484848484848484,0.08496176720475786,0,parisco01w,SAC,C
9,33,33,1109,84,91,442,137,26,2,6,6,20,59,23,9,13,17,16,29,7,0,372,88,51,110,0.5135658914728682,0.7361111111111112,1,9.484848484848484,1.2727272727272727,2.8181818181818183,0.8401515151515152,0.8176593521421108,1,parkeca01w,LAS,F
10,25,24,815,60,53,270,61,24,1,6,6,21,64,10,5,11,10,23,44,4,1,308,64,20,65,0.49560117302052786,0.7419354838709677,0,9.76,0.6,2.2,0.815,0.8413793103448276,1,parkeca01w,LAS,F
9,3,0,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0,0.3333333333333333,0.0,0.3333333333333333,0.075,0.0,1,pascafl01w,SEA,C
2,10,0,21,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,2,0,1,0.0,0.5,0,0.6,0.0,0.1,0.0525,0.2631578947368421,1,pavlimi01w,SAS,F-C
4,8,0,29,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,0.42857142857142855,0.0,0,0.5,0.125,0.25,0.090625,0.45112781954887216,0,pavlimi01w,PHO,F-C
1,28,12,408,3,49,58,6,41,0,0,0,0,0,0,0,0,0,0,0,0,0,30,6,8,28,0.3275862068965517,0.6666666666666666,0,1.0714285714285714,0.2857142857142857,1.0,0.36428571428571427,0.24675324675324678,0,payeka01w,MIN,G
2,32,16,652,7,55,78,11,56,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,21,46,0.38461538461538464,0.6875,0,1.90625,0.65625,1.4375,0.509375,0.383399209486166,0,payeka01w,MIN,G
3,19,0,114,2,18,19,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,8,0.3684210526315789,0.5,0,0.3684210526315789,0.15789473684210525,0.42105263157894735,0.15,0.11363636363636365,1,payeka01w,SEA,G
1,30,30,936,12,71,185,62,50,1,2,2,2,7,14,4,0,6,10,6,6,1,96,6,74,77,0.3582089552238806,0.5929203539823009,0,2.966666666666667,2.3333333333333335,2.3666666666666667,0.78,0.6043533930857875,1,penicti01w,SAC,G
2,23,22,744,6,58,124,49,42,1,5,5,3,19,33,3,4,9,9,4,19,0,105,12,43,73,0.3170731707317073,0.7794117647058824,0,3.739130434782609,1.7391304347826086,2.782608695652174,0.808695652173913,0.48863636363636365,1,penicti01w,SAC,G
3,24,24,853,7,49,159,75,32,0,0,0,0,0,0,0,0,0,0,0,0,0,102,1,64,69,0.37735849056603776,0.7281553398058253,0,4.25,2.6666666666666665,2.875,0.8885416666666667,0.5059288537549407,0,penicti01w,SAC,G
4,34,34,1089,29,76,205,44,60,1,6,6,1,14,18,6,3,7,12,8,8,0,133,4,67,88,0.3056768558951965,0.6071428571428571,0,3.5,1.7941176470588236,2.3823529411764706,0.8007352941176471,0.5140291806958474,1,penicti01w,SAC,G
5,33,32,970,14,64,178,50,68,0,6,6,4,20,32,15,2,19,17,16,15,0,122,4,79,91,0.33658536585365856,0.7093023255813954,0,3.090909090909091,1.9393939393939394,2.1818181818181817,0.7348484848484849,0.4116161616161616,1,penicti01w,SAC,G
6,34,33,927,8,64,172,79,41,0,6,6,2,24,31,6,1,14,9,15,4,0,121,7,54,81,0.31527093596059114,0.7913043478260869,0,2.8529411764705883,1.411764705882353,1.9705882352941178,0.6816176470588236,0.4043419267299864,1,penicti01w,SAC,G
7,34,34,846,10,56,171,61,31,0,9,9,0,21,34,11,0,11,14,17,14,0,112,2,69,78,0.32882882882882886,0.7659574468085106,1,2.676470588235294,1.7058823529411764,1.9705882352941178,0.6220588235294118,0.3147896879240163,1,penicti01w,SAC,G
8,32,32,757,18,59,188,60,14,1,3,3,3,7,15,7,0,10,9,10,3,0,90,1,56,70,0.30952380952380953,0.7951807228915663,0,2.59375,1.53125,1.875,0.59140625,0.43636363636363634,1,penicti01w,SAC,G
9,33,33,856,19,80,222,110,28,1,3,3,2,12,19,7,1,5,7,3,4,0,111,5,74,92,0.38996138996138996,0.8057553956834532,0,3.0,2.0303030303030303,2.6363636363636362,0.6484848484848484,0.3594566353187043,1,penicti01w,SAC,G
10,30,28,724,12,45,139,57,9,0,0,0,0,0,0,0,0,0,0,0,0,0,81,4,30,64,0.3237410071942446,0.8142857142857143,0,2.7,1.0,2.1333333333333333,0.6033333333333334,0.4403409090909091,0,penicti01w,SAC,G
4,30,0,288,19,28,78,22,13,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1,15,20,0.3974358974358974,0.6666666666666666,0,1.7333333333333334,0.5,0.6666666666666666,0.24,0.14942528735632185,0,pennjo01w,WAS,F
5,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0,1.0,0.0,0.0,0.075,0.08620689655172414,0,pennjo01w,SAS,F
5,4,0,17,1,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0.0,0.75,0,0.75,0.75,0.25,0.10625,0.18181818181818182,0,perkiji01w,CHA,G
6,30,11,464,24,45,151,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,44,9,29,32,0.423841059602649,0.6333333333333333,0,1.4666666666666666,0.9666666666666667,1.0666666666666667,0.38666666666666666,0.18181818181818182,0,perkiji01w,CHA,G
7,30,27,841,33,72,299,54,65,0,0,0,0,0,0,0,0,0,0,0,0,0,107,13,43,56,0.3511705685618729,0.8059701492537313,0,3.566666666666667,1.4333333333333333,1.8666666666666667,0.7008333333333333,0.31493506493506496,0,perkiji01w,CHI,G
8,33,5,762,30,65,330,41,90,1,0,0,0,0,0,0,0,0,0,0,0,0,110,7,50,51,0.4636363636363636,0.7735849056603774,0,3.3333333333333335,1.5151515151515151,1.5454545454545454,0.5772727272727273,0.26737967914438504,0,perkiji01w,CHI,G
9,34,34,1083,44,76,488,106,124,1,0,0,0,0,0,0,0,0,0,0,0,0,137,10,64,61,0.4364754098360656,0.8907563025210085,0,4.029411764705882,1.8823529411764706,1.7941176470588236,0.7963235294117647,0.28614008941877794,0,perkiji01w,CHI,G
10,34,34,931,28,78,379,104,78,0,0,0,0,0,0,0,0,0,0,0,0,0,116,6,73,55,0.41688654353562005,0.8455284552845529,0,3.411764705882353,2.1470588235294117,1.6176470588235294,0.6845588235294118,0.3305785123966942,0,perkiji01w,CHI,G
1,32,6,583,19,62,168,49,75,1,2,0,1,5,6,1,0,3,7,2,11,0,65,4,32,42,0.3602150537634409,0.8095238095238095,0,1.875,0.96875,1.21875,0.45546875,0.21445221445221446,1,pettibr01w,PHO,G
2,32,1,497,30,47,159,46,63,1,0,0,0,0,0,0,0,0,0,0,0,0,60,4,28,38,0.3333333333333333,0.8214285714285714,0,1.875,0.875,1.1875,0.38828125,0.23923444976076558,0,pettibr01w,PHO,G
3,32,0,375,17,22,107,28,43,0,3,0,6,9,2,0,0,4,0,7,3,0,48,0,8,28,0.3524590163934426,0.717391304347826,0,1.21875,0.25,0.75,0.29296875,0.12878787878787878,1,pettibr01w,IND,G
4,31,0,148,5,17,52,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,4,8,0.28846153846153844,0.7647058823529411,0,0.6129032258064516,0.12903225806451613,0.25806451612903225,0.11935483870967742,0.18181818181818182,0,pettibr01w,IND,G
7,11,0,67,5,11,19,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,2,0.2631578947368421,0.5,0,0.8181818181818182,0.2727272727272727,0.18181818181818182,0.15227272727272728,0.9090909090909092,0,pettibr01w,PHO,G
7,34,13,615,20,38,145,44,70,1,5,1,1,7,7,4,1,6,10,8,13,0,80,3,33,44,0.40119760479041916,0.8620689655172413,0,2.1470588235294117,0.8529411764705882,1.1176470588235294,0.4522058823529412,0.3827751196172249,1,philler01w,CON,G
9,8,0,86,9,7,28,9,12,0,3,0,0,2,5,0,1,1,0,0,6,0,19,2,4,7,0.41025641025641024,0.8181818181818182,0,2.125,0.5,0.75,0.26875,0.09090909090909091,1,philler01w,CON,G
10,32,18,740,30,52,225,52,116,0,0,0,0,0,0,0,0,0,0,0,0,0,103,3,43,43,0.38222222222222224,0.8125,0,3.21875,1.34375,1.34375,0.578125,0.27906976744186046,0,philler01w,CON,G
1,31,30,978,86,110,364,85,8,5,7,7,16,53,8,12,6,16,26,23,1,1,300,27,71,101,0.4749455337690632,0.673202614379085,1,7.967741935483871,1.903225806451613,2.7419354838709675,0.7887096774193548,0.6174089068825911,1,phillta01w,NYL,F-C
2,32,32,1049,89,110,410,73,4,0,6,6,15,49,10,9,6,17,17,34,1,1,306,23,57,101,0.4957627118644068,0.559748427672956,0,8.03125,1.5,2.625,0.81953125,0.6277278562259306,1,phillta01w,NYL,F-C
3,32,31,1009,69,113,373,85,2,2,8,8,16,47,10,9,4,19,26,35,3,0,270,18,67,112,0.49137931034482757,0.6832298136645962,0,6.96875,1.8125,2.90625,0.78828125,0.6363764639480739,1,phillta01w,NYL,F-C
4,33,32,1033,99,118,358,87,5,3,0,0,0,0,0,0,0,0,0,0,0,0,280,28,56,92,0.39664804469273746,0.6492537313432836,0,8.484848484848484,1.696969696969697,2.787878787878788,0.7825757575757576,0.5468979711849455,0,phillta01w,NYL,F-C
5,13,13,311,28,41,95,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,70,10,14,33,0.3473684210526316,0.45652173913043476,0,5.384615384615385,1.0769230769230769,2.5384615384615383,0.5980769230769231,0.48199445983379496,1,phillta01w,NYL,F-C
6,32,1,366,30,56,94,31,0,0,5,0,1,9,1,1,0,4,6,4,0,0,88,8,12,34,0.42452830188679247,0.6538461538461539,0,2.46875,0.34375,0.9375,0.2859375,0.6215005599104143,1,phillta01w,HOU,F-C
7,21,2,222,12,37,52,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,47,5,9,23,0.38461538461538464,0.6551724137931034,0,2.238095238095238,0.42857142857142855,1.0952380952380953,0.2642857142857143,0.5971659919028339,1,phillta01w,HOU,F-C
8,7,0,35,2,9,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,0.3,1.0,0,0.7142857142857143,0.42857142857142855,0.7142857142857143,0.125,0.5263157894736842,0,phillta01w,HOU,F-C
4,33,5,602,37,87,177,64,2,1,0,0,0,0,0,0,0,0,0,0,0,0,80,13,19,42,0.3785310734463277,0.6336633663366337,0,2.4242424242424243,0.5757575757575758,1.2727272727272727,0.45606060606060606,0.5887600356824263,0,pierspl01w,PHO,F-C
5,31,25,803,46,102,253,66,3,4,0,0,0,0,0,0,0,0,0,0,0,0,131,17,26,49,0.4426877470355731,0.6055045871559633,0,4.225806451612903,0.8387096774193549,1.5806451612903225,0.6475806451612903,0.6032868733097566,0,pierspl01w,PHO,F-C
6,35,11,762,46,93,231,87,2,2,2,0,3,6,0,1,0,0,5,2,0,0,127,19,25,74,0.3940677966101695,0.6850393700787402,0,3.4571428571428573,0.6857142857142857,2.1142857142857143,0.5442857142857143,0.6151742993848256,0,pierspl01w,PHO,F-C
7,34,0,565,44,84,180,56,3,0,10,0,17,54,17,6,9,14,27,51,0,0,186,23,24,51,0.44813278008298757,0.7022900763358778,0,3.8823529411764706,0.5294117647058824,1.088235294117647,0.41544117647058826,0.6432748538011696,1,pierspl01w,DET,F-C
8,34,0,858,70,110,312,98,5,5,11,1,32,79,18,7,12,28,43,41,2,2,276,41,33,107,0.46318289786223277,0.7485380116959064,1,5.794117647058823,0.7647058823529411,2.323529411764706,0.6308823529411764,0.6680161943319838,1,pierspl01w,DET,F-C
