year,GP,GS,minutes,oRebounds,PF,fgAttempted,ftMade,threeAttempted,dq,PostGP,PostGS,PostoRebounds,PostRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostftAttempted,PostthreeAttempted,PostDQ,total_rebounds,total_blocks,total_steals,total_turnovers,FG%,FT%,award,Avg_Rebounds_Per_Game,Avg_Steals_Per_Game,Avg_Turnovers_Per_Game,Usability,POSITION_METRIC,playoff,playerID,tmID,pos
2,17,0,71,3,9,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,6,0.25,0.5,0,0.5882352941176471,0.058823529411764705,0.35294117647058826,0.10441176470588236,0.30701754385964913,0,mcgheca01w,CON,F-C
3,2,0,4,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,1.0,0,0.5,0.0,0.0,0.05,0.6578947368421052,0,mcgheca01w,CON,F-C
4,31,1,341,37,58,78,23,1,0,2,0,2,2,0,0,1,0,2,0,0,0,93,25,14,27,0.5125,0.7419354838709677,0,2.935483870967742,0.45161290322580644,0.8709677419354839,0.275,0.708502024291498,1,mckivte01w,CHA,F-C
5,9,0,77,9,21,27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,2,5,0.5185185185185185,0.5,0,2.0,0.2222222222222222,0.5555555555555556,0.21388888888888888,0.682261208576998,0,mckivte01w,CHA,F-C
6,31,1,362,29,71,91,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,18,14,26,0.4835164835164835,0.6944444444444444,0,2.096774193548387,0.45161290322580644,0.8387096774193549,0.29193548387096774,0.653556969346443,0,mckivte01w,CHA,F-C
8,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0,0.5,0.0,0.0,0.0625,0.0,1,mckivte01w,PHO,F-C
1,32,32,1098,90,86,330,87,17,0,3,3,6,23,5,2,3,5,8,9,2,0,267,34,61,88,0.5190217391304348,0.7175572519083969,0,7.625,1.84375,2.59375,0.8578125,0.6985645933014354,1,mcwilta01w,CON,F-C
2,32,32,1059,114,74,331,87,10,1,0,0,0,0,0,0,0,0,0,0,0,0,243,50,52,80,0.4743202416918429,0.7435897435897436,0,7.59375,1.625,2.5,0.82734375,0.640801399268564,0,mcwilta01w,CON,F-C
3,13,12,383,21,40,82,27,3,1,0,0,0,0,0,0,0,0,0,0,0,0,63,14,19,22,0.5,0.8709677419354839,0,4.846153846153846,1.4615384615384615,1.6923076923076923,0.7365384615384616,0.7060333761232349,0,mcwilta01w,CON,F-C
4,34,34,983,78,103,301,76,43,1,4,4,9,30,5,6,2,6,10,17,5,0,257,35,49,60,0.4511494252873563,0.773109243697479,0,6.676470588235294,1.2647058823529411,1.588235294117647,0.7227941176470588,0.6189893337996153,1,mcwilta01w,CON,F-C
5,34,34,1133,83,96,352,77,12,1,8,8,19,59,15,12,6,13,22,18,2,0,303,51,60,86,0.4624145785876993,0.6095890410958904,0,7.176470588235294,1.411764705882353,2.1470588235294117,0.8330882352941177,0.6175239234449761,1,mcwilta01w,CON,F-C
6,34,34,1083,78,80,364,107,18,1,8,8,22,75,13,9,11,16,23,38,3,0,323,36,46,75,0.4978165938864629,0.7873563218390804,1,7.294117647058823,1.088235294117647,1.7352941176470589,0.7963235294117647,0.6810294968189705,1,mcwilta01w,CON,F-C
7,32,32,996,104,75,329,81,8,0,5,5,16,47,11,2,4,9,17,15,3,0,353,35,37,87,0.4872448979591837,0.728,0,9.5625,1.09375,2.4375,0.778125,0.6558950567909133,1,mcwilta01w,CON,F-C
8,29,27,851,69,75,255,68,13,1,0,0,0,0,0,0,0,0,0,0,0,0,170,30,34,50,0.49019607843137253,0.7727272727272727,0,5.862068965517241,1.1724137931034482,1.7241379310344827,0.7336206896551725,0.6625386996904025,0,mcwilta01w,LAS,F-C
9,33,33,1047,76,80,344,66,26,0,9,9,19,63,19,9,12,17,22,22,2,0,301,42,56,101,0.502262443438914,0.794392523364486,0,7.212121212121212,1.4242424242424243,2.5454545454545454,0.7931818181818182,0.6456548347613219,0,mcwilta01w,WAS,F-C
10,34,34,1032,65,86,283,51,15,0,5,5,6,22,9,5,2,13,18,2,1,0,247,18,38,79,0.5048231511254019,0.7428571428571429,0,6.617647058823529,0.9705882352941176,1.9411764705882353,0.7588235294117647,0.6174446717500464,1,mcwilta01w,DET,F-C
1,32,32,904,69,113,289,100,7,4,6,6,16,40,11,5,3,11,20,18,1,0,212,21,34,73,0.47706422018348627,0.7290322580645161,0,5.375,0.90625,1.9375,0.70625,0.6792933891822983,1,melvich01w,CLE,F-C
2,27,20,754,66,81,215,60,2,0,3,2,6,12,6,2,2,6,5,11,0,0,166,18,26,51,0.47619047619047616,0.7010309278350515,0,5.703703703703703,0.8888888888888888,1.6666666666666667,0.6981481481481482,0.6511627906976745,1,melvich01w,CLE,F-C
3,32,32,1055,84,104,330,90,6,2,0,0,0,0,0,0,0,0,0,0,0,0,194,18,28,74,0.4636363636363636,0.6870229007633588,0,6.0625,0.875,2.3125,0.82421875,0.6363636363636362,0,melvich01w,CLE,F-C
4,34,34,1061,82,108,333,123,11,0,3,3,3,13,5,2,4,8,10,34,1,0,228,26,30,75,0.4697802197802198,0.7095238095238096,0,6.323529411764706,0.8235294117647058,1.9705882352941178,0.7801470588235294,0.7017543859649122,1,melvich01w,CLE,F-C
5,34,16,825,63,89,256,85,0,0,3,3,7,25,6,1,4,2,10,21,0,0,156,22,16,54,0.4076655052264808,0.7575757575757576,0,3.8529411764705883,0.4411764705882353,1.5294117647058822,0.6066176470588235,0.6023848684210525,1,melvich01w,WAS,F-C
6,34,34,1051,82,113,305,93,16,1,0,0,0,0,0,0,0,0,0,0,0,0,199,14,31,61,0.4918032786885246,0.6739130434782609,0,5.852941176470588,0.9117647058823529,1.7941176470588236,0.7727941176470589,0.6850733390854185,0,melvich01w,WAS,F-C
7,34,34,999,84,109,294,99,2,1,2,2,10,15,0,0,0,5,11,4,0,1,239,26,34,67,0.511326860841424,0.6451612903225806,0,6.588235294117647,1.0,1.8235294117647058,0.7345588235294118,0.7250268528464017,1,melvich01w,WAS,F-C
8,32,28,935,73,101,259,85,7,0,0,0,0,0,0,0,0,0,0,0,0,0,213,22,38,71,0.4555984555984556,0.6589147286821705,0,6.65625,1.1875,2.21875,0.73046875,0.6543385490753911,0,melvich01w,WAS,F-C
9,34,18,759,85,99,221,81,3,1,0,0,0,0,0,0,0,0,0,0,0,0,172,10,31,49,0.4434389140271493,0.6136363636363636,0,5.0588235294117645,0.9117647058823529,1.4411764705882353,0.5580882352941177,0.6620623958085258,0,melvich01w,CHI,F-C
10,34,33,756,79,101,188,33,1,0,2,2,2,6,4,2,1,7,10,3,0,1,164,30,36,57,0.455,0.5625,0,4.647058823529412,1.0,1.4705882352941178,0.5558823529411765,0.5627099664053751,1,melvich01w,WAS,F-C
5,6,0,39,2,2,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0.5,0.0,0,0.8333333333333334,0.0,0.5,0.1625,0.18181818181818182,1,mendigi01w,SAC,G
6,18,0,135,0,13,30,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,15,0.3,1.0,0,0.2222222222222222,0.2777777777777778,0.8333333333333334,0.1875,0.1575757575757576,1,miaomi01w,SAC,G
10,1,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0.0,1.0,0.0,0.2,0.0,1,millebr01w,DET,C
2,20,0,137,5,10,40,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,13,0.325,0.5454545454545454,0,0.45,0.3,0.65,0.17125,0.1118881118881119,0,milleco01w,WAS,G
3,32,32,904,44,84,263,46,64,0,5,5,7,15,12,2,0,7,13,10,11,0,131,2,35,66,0.43130990415335463,0.7878787878787878,1,3.625,1.03125,1.84375,0.70625,0.2526964560862866,1,milleco01w,WAS,G
4,33,33,1076,55,95,382,37,89,1,0,0,0,0,0,0,0,0,0,0,0,0,127,7,39,53,0.450261780104712,0.6981132075471698,0,3.8484848484848486,1.1818181818181819,1.606060606060606,0.8151515151515152,0.2950257289879932,0,milleco01w,WAS,G
5,33,8,637,35,60,167,11,19,0,3,0,3,7,2,5,0,2,2,2,0,0,70,3,23,29,0.42473118279569894,0.8125,0,1.9090909090909092,0.5454545454545454,0.8181818181818182,0.4825757575757576,0.2895622895622896,1,milleco01w,WAS,G
6,34,4,500,24,53,160,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,59,3,26,28,0.425,0.8,0,1.7352941176470589,0.7647058823529411,0.8235294117647058,0.36764705882352944,0.2857142857142857,0,milleco01w,WAS,G
7,34,4,658,36,73,171,26,30,1,2,0,2,6,2,1,0,4,7,4,2,0,97,4,35,53,0.489247311827957,0.8181818181818182,0,2.676470588235294,1.0,1.4411764705882353,0.4838235294117647,0.2189239332096475,1,milleco01w,WAS,G
8,30,2,455,20,45,116,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2,19,29,0.4051724137931034,1.0,0,1.6333333333333333,0.6333333333333333,0.9666666666666667,0.37916666666666665,0.1567398119122257,0,milleco01w,WAS,G
9,34,6,710,46,63,217,10,53,0,0,0,0,0,0,0,0,0,0,0,0,0,85,5,26,58,0.3548387096774194,0.625,0,2.5,0.7647058823529411,1.7058823529411764,0.5220588235294118,0.14733542319749215,0,milleco01w,WAS,G
10,34,5,407,20,37,122,23,27,0,2,0,0,0,2,0,0,1,0,0,1,0,50,2,12,32,0.41732283464566927,0.8846153846153846,0,1.4705882352941178,0.35294117647058826,0.9117647058823529,0.29926470588235293,0.1935483870967742,1,milleco01w,ATL,G
2,26,0,225,11,14,57,4,19,0,2,0,0,0,0,0,0,0,0,2,0,0,28,0,9,9,0.3728813559322034,0.5714285714285714,0,1.0769230769230769,0.34615384615384615,0.34615384615384615,0.21634615384615385,0.2828282828282828,1,milleke01w,CHA,G
3,32,0,554,31,39,177,29,51,0,2,0,0,2,0,0,0,1,3,0,1,0,70,1,22,28,0.44751381215469616,0.7631578947368421,0,2.125,0.6875,0.84375,0.4328125,0.32996632996632996,1,milleke01w,CHA,G
4,34,0,523,20,44,167,31,52,0,2,0,0,1,2,0,0,1,2,0,2,0,54,2,18,36,0.4067796610169492,0.775,0,1.5588235294117647,0.5294117647058824,1.0294117647058822,0.3845588235294118,0.24415584415584415,1,milleke01w,CHA,G
5,34,34,1096,28,81,326,50,112,3,0,0,0,0,0,0,0,0,0,0,0,0,108,5,37,74,0.38650306748466257,0.8771929824561403,1,3.176470588235294,1.088235294117647,2.176470588235294,0.8058823529411765,0.26044226044226043,0,milleke01w,IND,G
6,34,34,1057,26,81,278,67,114,1,4,4,0,7,10,5,0,5,13,10,17,0,93,2,45,58,0.4227129337539432,0.8314606741573034,0,2.5294117647058822,1.1764705882352942,1.5588235294117647,0.7772058823529412,0.27787307032590053,1,milleke01w,IND,G
7,27,24,814,41,74,259,48,79,0,0,0,0,0,0,0,0,0,0,0,0,0,144,6,28,73,0.42084942084942084,0.7741935483870968,0,5.333333333333333,1.037037037037037,2.7037037037037037,0.7537037037037037,0.23412204234122044,0,milleke01w,PHO,G
8,34,34,1040,47,94,240,64,70,1,9,9,19,48,32,12,1,18,18,33,26,0,216,6,54,104,0.47318611987381703,0.7913043478260869,0,4.9411764705882355,1.2352941176470589,2.5294117647058822,0.7647058823529411,0.3298097251585624,1,milleke01w,PHO,G
9,34,34,945,50,66,262,49,52,0,0,0,0,0,0,0,0,0,0,0,0,0,148,4,22,84,0.4083969465648855,0.8448275862068966,0,4.352941176470588,0.6470588235294118,2.4705882352941178,0.6948529411764706,0.29220779220779225,0,milleke01w,PHO,G
10,34,25,675,19,56,149,20,66,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2,24,50,0.3624161073825503,0.9090909090909091,0,2.176470588235294,0.7058823529411765,1.4705882352941178,0.4963235294117647,0.24363636363636365,0,milleke01w,MIN,G
1,31,0,295,39,71,105,38,0,1,2,0,2,3,0,0,0,3,7,8,0,0,83,8,10,40,0.44642857142857145,0.6949152542372882,0,2.5806451612903225,0.3225806451612903,1.1935483870967742,0.23790322580645162,0.07235453723243894,1,millsta01w,WAS,C
2,30,0,319,40,72,69,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,105,4,14,25,0.3333333333333333,0.5806451612903226,0,3.5,0.4666666666666667,0.8333333333333334,0.2658333333333333,0.037383177570093455,0,millsta01w,WAS,C
3,4,0,17,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0.0,0.0,0,0.75,0.25,0.5,0.10625,0.0,1,millsta01w,WAS,C
4,29,0,185,27,58,49,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,2,4,23,0.40816326530612246,0.5806451612903226,0,1.896551724137931,0.13793103448275862,0.7931034482758621,0.15948275862068967,0.019336126329358685,0,millsta01w,SAS,C
8,5,1,51,10,11,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,6,0.2857142857142857,0.75,0,3.6,0.0,1.2,0.255,0.0,1,millsta01w,DET,C
1,32,32,983,55,124,293,76,8,3,4,4,11,22,12,6,2,10,14,12,0,1,216,31,50,77,0.5151515151515151,0.7543859649122807,0,6.0625,1.375,2.09375,0.76796875,0.5226293103448276,1,miltode01w,LAS,F
2,32,27,938,71,101,296,50,35,0,7,7,12,44,20,7,10,11,22,19,8,0,213,39,56,69,0.46944444444444444,0.7682926829268293,0,5.28125,1.53125,1.8125,0.7328125,0.45528017241379315,1,miltode01w,LAS,F
3,32,25,966,65,122,271,77,50,3,6,3,9,41,8,10,9,11,22,16,16,0,252,44,60,105,0.48036253776435045,0.7666666666666667,0,6.59375,1.5625,2.9375,0.7546875,0.568426724137931,1,miltode01w,LAS,F
4,31,30,1086,59,109,328,115,61,3,9,9,20,57,25,17,13,20,40,35,18,1,277,54,66,99,0.42857142857142855,0.797752808988764,0,7.096774193548387,1.5806451612903225,2.5483870967741935,0.8758064516129033,0.6117908787541714,1,miltode01w,LAS,F
5,19,19,604,35,63,161,45,37,1,0,0,0,0,0,0,0,0,0,0,0,0,90,10,23,48,0.40372670807453415,0.7258064516129032,0,4.7368421052631575,1.2105263157894737,2.526315789473684,0.7947368421052632,0.40834845735027225,1,miltode01w,LAS,F
6,33,30,1069,45,117,331,79,119,4,0,0,0,0,0,0,0,0,0,0,0,0,172,18,57,75,0.4169184290030212,0.797979797979798,0,5.212121212121212,1.7272727272727273,2.272727272727273,0.8098484848484848,0.4493207941483804,0,miltode01w,WAS,F
7,23,20,675,23,87,265,51,79,2,2,2,7,18,5,3,1,6,5,2,9,0,130,18,38,73,0.46258503401360546,0.8153846153846154,0,4.869565217391305,1.5217391304347827,2.9130434782608696,0.7336956521739131,0.4197901049475263,1,miltode01w,WAS,F
8,34,34,1141,45,107,473,98,119,2,0,0,0,0,0,0,0,0,0,0,0,0,217,38,52,121,0.3488372093023256,0.8448275862068966,0,6.382352941176471,1.5294117647058822,3.5588235294117645,0.8389705882352941,0.5502028397565923,0,miltode01w,WAS,F
9,31,31,1016,64,109,344,72,81,0,6,6,14,36,11,8,4,13,23,15,14,0,232,22,42,112,0.46898263027295284,0.7685185185185185,0,6.32258064516129,1.096774193548387,3.193548387096774,0.8193548387096774,0.5450500556173526,1,miltode01w,LAS,F
10,33,33,1043,51,84,322,56,82,1,6,6,16,35,15,10,1,13,14,16,13,0,192,9,51,87,0.39313984168865435,0.7333333333333333,0,4.757575757575758,1.2424242424242424,2.242424242424242,0.7901515151515152,0.410135841170324,1,miltode01w,LAS,F
9,34,5,518,14,43,105,34,47,0,6,0,0,2,8,0,0,6,5,6,10,0,59,3,17,45,0.38095238095238093,0.8333333333333334,0,1.6764705882352942,0.5,1.1470588235294117,0.38088235294117645,0.4522144522144522,1,mitchle01w,NYL,G
10,34,2,436,8,46,100,6,52,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,9,26,0.3,1.0,0,1.2058823529411764,0.2647058823529412,0.7647058823529411,0.3205882352941177,0.5314685314685315,0,mitchle01w,NYL,G
7,27,1,277,27,14,63,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,46,6,10,15,0.31746031746031744,0.4666666666666667,0,1.7037037037037037,0.37037037037037035,0.5555555555555556,0.2564814814814815,0.14687100893997446,0,moeggli01w,CHI,F
8,23,0,206,26,15,41,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2,3,10,0.4146341463414634,0.4,0,1.3478260869565217,0.13043478260869565,0.43478260869565216,0.22391304347826088,0.11619190404797602,0,moeggli01w,CHI,F
2,7,0,123,4,11,36,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,6,16,0.3888888888888889,0.75,0,2.2857142857142856,0.8571428571428571,2.2857142857142856,0.4392857142857143,0.19318181818181818,0,moisead01w,PHO,G
3,32,4,619,15,53,164,48,66,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3,30,72,0.38414634146341464,0.8,0,1.875,0.9375,2.25,0.48359375,0.19949494949494953,0,moisead01w,PHO,G
8,4,0,31,3,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,10,0.4,1.0,0,1.75,0.75,2.5,0.19375,0.05454545454545454,1,moisead01w,PHO,G
10,16,1,169,15,17,36,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,9,12,0.3888888888888889,1.0,0,1.625,0.5625,0.75,0.2640625,0.14008620689655174,0,montaan01w,MIN,F
10,34,9,764,15,37,250,60,121,0,0,0,0,0,0,0,0,0,0,0,0,0,66,9,25,66,0.408,0.8333333333333334,0,1.9411764705882353,0.7352941176470589,1.9411764705882353,0.5617647058823529,0.1983471074380165,0,montgre01w,MIN,G
3,18,2,128,9,16,38,10,1,0,2,0,0,1,0,1,0,0,3,0,0,0,30,1,6,14,0.4,0.7142857142857143,0,1.6111111111111112,0.2777777777777778,0.7777777777777778,0.17777777777777778,0.015576323987538939,1,mooreja01w,IND,C
6,21,0,158,5,30,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,9,0.45454545454545453,0.5,0,0.6190476190476191,0.19047619047619047,0.42857142857142855,0.1880952380952381,0.5263157894736842,1,mooreje01w,LAS,F-C
7,34,33,653,35,79,136,29,2,1,5,5,5,16,5,2,0,3,14,2,0,0,114,9,24,31,0.4430379746835443,0.775,0,2.8823529411764706,0.6470588235294118,0.8235294117647058,0.4801470588235294,0.5688854489164086,1,mooreje01w,LAS,F-C
8,29,17,440,36,64,121,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,88,6,6,33,0.39669421487603307,0.6428571428571429,0,3.0344827586206895,0.20689655172413793,1.1379310344827587,0.3793103448275862,0.5350152240104392,0,mooreje01w,LAS,F-C
9,28,2,309,17,48,43,11,0,0,6,0,0,5,3,0,0,3,8,2,0,0,50,5,4,20,0.3269230769230769,0.7222222222222222,0,1.6071428571428572,0.14285714285714285,0.6071428571428571,0.27589285714285716,0.47735618115055073,1,mooreje01w,LAS,F-C
10,31,9,613,40,85,121,34,1,0,10,0,9,17,3,5,2,3,24,8,0,1,113,8,24,35,0.4482758620689655,0.7407407407407407,0,3.096774193548387,0.6129032258064516,1.032258064516129,0.49435483870967745,0.6437581557198782,1,mooreje01w,IND,F-C
6,24,0,182,4,12,23,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,27,0,10,25,0.391304347826087,0.4444444444444444,0,1.125,0.4166666666666667,1.0416666666666667,0.18958333333333333,0.13818181818181818,1,moorelo01w,NYL,G
7,34,29,952,31,90,201,37,96,0,0,0,0,0,0,0,0,0,0,0,0,0,144,10,61,65,0.3383084577114428,0.7254901960784313,0,4.235294117647059,1.7941176470588236,1.911764705882353,0.7,0.3412587412587413,0,moorelo01w,NYL,G
8,34,33,1163,40,93,289,34,135,1,3,3,1,15,15,6,0,6,4,4,17,0,153,5,81,105,0.40809968847352024,0.5806451612903226,0,4.0588235294117645,2.2058823529411766,2.911764705882353,0.8551470588235294,0.29935720844811753,1,moorelo01w,NYL,G
9,29,29,809,30,71,161,20,83,0,6,6,2,21,25,9,0,11,11,8,23,0,133,4,53,88,0.3349282296650718,0.75,0,3.8620689655172415,1.5172413793103448,2.6551724137931036,0.6974137931034483,0.3116883116883117,1,moorelo01w,NYL,G
10,34,32,941,19,55,233,33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,125,2,66,78,0.33476394849785407,0.6875,0,3.676470588235294,1.9411764705882353,2.2941176470588234,0.6919117647058823,0.31002331002331,0,moorelo01w,NYL,G
8,19,0,87,3,21,26,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,7,0.2692307692307692,0.75,0,0.7894736842105263,0.15789473684210525,0.3684210526315789,0.11447368421052631,0.10389610389610389,0,moorena01w,MIN,G
9,16,0,125,7,18,47,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,4,3,0.3191489361702128,0.5555555555555556,0,0.9375,0.25,0.1875,0.1953125,0.30303030303030304,0,moorena01w,MIN,G
3,31,23,736,23,81,197,54,77,0,0,0,0,0,0,0,0,0,0,0,0,0,83,9,30,85,0.3604060913705584,0.8571428571428571,0,2.6774193548387095,0.967741935483871,2.7419354838709675,0.5935483870967742,0.48484848484848486,0,mooreta01w,MIN,G-F
4,26,0,176,6,14,42,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,28,6,9,16,0.4523809523809524,0.8421052631578947,0,1.0769230769230769,0.34615384615384615,0.6153846153846154,0.16923076923076924,0.0,0,mooreta01w,PHO,G-F
5,32,0,387,7,46,61,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,28,9,26,34,0.4426229508196721,0.8620689655172413,0,0.875,0.8125,1.0625,0.30234375,0.39999999999999997,0,mooreta01w,PHO,G-F
6,7,0,48,0,6,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0.6666666666666666,1.0,0,1.0,0.0,0.5714285714285714,0.17142857142857143,0.4444444444444444,1,mooreta01w,NYL,G-F
7,34,33,634,16,59,145,53,49,0,4,4,3,12,11,3,1,8,7,11,6,0,83,9,36,46,0.47560975609756095,0.7792207792207793,0,2.088235294117647,0.9705882352941176,1.1176470588235294,0.4661764705882353,0.4625850340136054,1,mooreta01w,LAS,G-F
8,15,9,289,8,38,57,12,15,1,0,0,0,0,0,0,0,0,0,0,0,0,25,2,16,32,0.3684210526315789,1.0,0,1.6666666666666667,1.0666666666666667,2.1333333333333333,0.4816666666666667,0.3555555555555555,0,mooreta01w,HOU,G-F
3,2,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0.075,0.0,0,moosca01w,MIA,F-C
8,28,0,279,25,22,62,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78,6,8,19,0.4838709677419355,0.8214285714285714,0,2.7857142857142856,0.2857142857142857,0.6785714285714286,0.24910714285714286,0.24014778325123154,0,mosbybe01w,WAS,F
9,24,1,183,17,20,51,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,7,2,12,0.39215686274509803,0.6666666666666666,0,2.2083333333333335,0.08333333333333333,0.5,0.190625,0.19037356321839083,0,mosbybe01w,WAS,F
10,24,0,169,15,29,47,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,37,1,8,16,0.3617021276595745,0.8571428571428571,0,1.5416666666666667,0.3333333333333333,0.6666666666666666,0.17604166666666668,0.13290229885057472,1,mosbybe01w,WAS,F
2,5,0,17,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,1.0,0.0,0,0.6,0.0,0.4,0.085,0.056074766355140186,0,moweje01w,POR,C
3,5,0,16,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.5,0,0.2,0.0,0.2,0.08,0.0,0,moweje01w,POR,C
4,1,0,21,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.0,0.0,0,1.0,0.0,1.0,0.525,0.2803738317757009,1,moweje01w,LAS,C
1,22,3,291,12,37,69,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,34,6,4,30,0.5942028985507246,0.75,0,1.5454545454545454,0.18181818181818182,1.3636363636363635,0.3306818181818182,0.07646559048428206,0,mulitna01w,SAS,C
8,32,0,436,50,48,145,39,66,0,0,0,0,0,0,0,0,0,0,0,0,0,104,8,19,20,0.3724137931034483,0.8478260869565217,0,3.25,0.59375,0.625,0.340625,0.15454545454545454,0,murphsh01w,MIN,G
9,17,3,138,13,19,48,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,6,11,0.2916666666666667,0.6666666666666666,0,1.5294117647058822,0.35294117647058826,0.6470588235294118,0.20294117647058824,0.1322314049586777,0,murphsh01w,WAS,G
10,24,0,186,23,30,89,21,32,0,4,0,1,2,1,0,0,0,2,0,2,0,44,2,6,9,0.3617021276595745,0.8076923076923077,0,1.75,0.25,0.375,0.19375,0.20202020202020204,1,murphsh01w,IND,G
1,23,23,694,10,55,79,21,39,0,0,0,0,0,0,0,0,0,0,0,0,0,63,8,17,55,0.3924050632911392,0.8076923076923077,0,2.739130434782609,0.7391304347826086,2.391304347826087,0.7543478260869565,0.3900826446280992,1,nagyan01w,WAS,G
2,23,0,213,0,25,31,2,12,1,4,0,0,4,3,0,1,3,2,3,0,0,13,4,2,26,0.45714285714285713,0.5714285714285714,0,0.391304347826087,0.08695652173913043,1.0,0.23152173913043478,0.18972332015810275,1,nagyan01w,NYL,G
3,24,8,409,3,51,44,7,14,1,0,0,0,0,0,0,0,0,0,0,0,0,29,4,10,31,0.2727272727272727,0.4375,0,1.2083333333333333,0.4166666666666667,1.2916666666666667,0.42604166666666665,0.4281524926686217,0,nagyan01w,SAC,G
10,26,5,320,23,38,95,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,9,8,29,0.4842105263157895,0.625,0,2.1153846153846154,0.3076923076923077,1.1153846153846154,0.3076923076923077,0.09705248023005031,0,nanch01w,CHI,C
1,32,32,868,65,87,333,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0,187,22,23,64,0.4744744744744745,0.5686274509803921,0,5.84375,0.71875,2.0,0.678125,0.54686265212581,0,ndiayas01w,DET,F-C
2,32,31,913,60,82,341,59,15,1,0,0,0,0,0,0,0,0,0,0,0,0,171,28,22,73,0.4574780058651026,0.7763157894736842,0,5.34375,0.6875,2.28125,0.71328125,0.580336471677728,0,ndiayas01w,DET,F-C
3,32,32,776,44,65,270,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,162,12,17,58,0.4666666666666667,0.5897435897435898,0,5.0625,0.53125,1.8125,0.60625,0.5360623781676414,0,ndiayas01w,DET,F-C
4,11,2,70,5,3,21,0,0,0,2,0,0,0,1,0,0,0,1,2,0,0,14,1,3,9,0.47619047619047616,0.25,0,1.2727272727272727,0.2727272727272727,0.8181818181818182,0.1590909090909091,0.5012531328320802,1,ndiayas01w,DET,F-C
5,10,0,74,2,7,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,1,8,0.2631578947368421,0.5,0,1.1,0.1,0.8,0.185,0.33240997229916897,0,ndiayas01w,IND,F-C
7,11,3,127,10,14,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,1,10,0.45714285714285713,0.5,0,2.727272727272727,0.09090909090909091,0.9090909090909091,0.28863636363636364,0.5263157894736842,1,ndiayas01w,HOU,F-C
8,4,0,58,4,6,14,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,7,1,2,6,0.3333333333333333,0.0,0,1.75,0.25,1.25,0.3625,0.37593984962406013,1,ndiayas01w,SEA,F-C
