year,stint,GP,GS,minutes,points,oRebounds,dRebounds,rebounds,assists,steals,blocks,turnovers,PF,fgAttempted,fgMade,ftAttempted,ftMade,threeAttempted,threeMade,dq,total_points,total_rebounds,total_assists,total_blocks,total_steals,total_turnovers,FG%,FT%,award,Avg_Points_Per_Game,Avg_Rebounds_Per_Game,Avg_Assists_Per_Game,Avg_Blocks_Per_Game,Avg_Steals_Per_Game,Avg_Turnovers_Per_Game,Usability,POSITION_METRIC,playoff,playerID,tmID,pos
1,0,32,32,1123,565,35,101,136,121,55,23,86,77,463,214,134,99,106,38,0,565,136,121,23,55,86,0.46220302375809935,0.7388059701492538,0,17.65625,4.25,3.78125,0.71875,1.71875,2.6875,0.87734375,0.2558139534883721,0,stinsan01w,CHA,G
2,0,32,32,1006,450,39,98,137,88,43,19,70,59,370,179,79,63,65,29,0,546,186,114,21,56,88,0.4645161290322581,0.8,0,17.0625,5.8125,3.5625,0.65625,1.75,2.75,0.7859375,0.22857142857142856,1,stinsan01w,CHA,G
3,0,32,32,950,411,37,140,177,91,37,9,52,56,349,159,93,64,70,29,0,441,188,100,9,44,56,0.4572192513368984,0.6947368421052632,0,13.78125,5.875,3.125,0.28125,1.375,1.75,0.7421875,0.3181818181818182,1,stinsan01w,CHA,G
4,0,34,34,1000,377,28,112,140,97,48,5,75,70,321,147,79,60,75,23,0,413,149,104,5,50,79,0.45558739255014324,0.7840909090909091,0,12.147058823529411,4.382352941176471,3.0588235294117645,0.14705882352941177,1.4705882352941178,2.323529411764706,0.7352941176470589,0.23515151515151514,1,stinsan01w,CHA,G
5,0,34,34,777,203,25,94,119,49,27,7,41,60,191,79,44,34,37,11,1,203,119,49,7,27,41,0.41361256544502617,0.7727272727272727,0,5.970588235294118,3.5,1.4411764705882353,0.20588235294117646,0.7941176470588235,1.2058823529411764,0.5713235294117647,0.21729490022172948,0,stinsan01w,CHA,G
6,0,18,1,102,22,6,6,12,13,3,0,4,6,23,8,6,4,10,2,0,22,12,13,0,3,4,0.34782608695652173,0.6666666666666666,0,1.2222222222222223,0.6666666666666666,0.7222222222222222,0.0,0.16666666666666666,0.2222222222222222,0.14166666666666666,0.5909090909090909,1,stinsan01w,DET,G
1,0,21,0,117,35,6,8,14,7,6,0,14,22,29,13,6,4,10,5,0,35,14,7,0,6,14,0.4482758620689655,0.6666666666666666,0,1.6666666666666667,0.6666666666666666,0.3333333333333333,0.0,0.2857142857142857,0.6666666666666666,0.1392857142857143,0.05747126436781609,0,stiresh01w,MIN,F
2,0,18,5,201,51,10,17,27,14,8,4,19,26,53,20,7,5,25,6,0,51,27,14,4,8,19,0.37735849056603776,0.7142857142857143,0,2.8333333333333335,1.5,0.7777777777777778,0.2222222222222222,0.4444444444444444,1.0555555555555556,0.2791666666666667,0.12931034482758622,0,stiresh01w,MIN,F
3,0,9,0,22,6,4,2,6,1,0,1,2,3,4,2,2,1,2,1,0,6,6,1,1,0,2,0.5,0.5,0,0.6666666666666666,0.6666666666666666,0.1111111111111111,0.1111111111111111,0.0,0.2222222222222222,0.06111111111111111,0.05747126436781609,0,stiresh01w,MIN,F
2,0,3,0,11,3,0,2,2,0,0,0,0,3,3,1,2,1,0,0,0,3,2,0,0,0,0,0.3333333333333333,0.5,0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.09166666666666666,0.5263157894736842,0,stockta01w,WAS,F-C
1,0,27,6,424,121,25,46,71,44,16,23,32,67,117,46,35,27,6,2,1,121,71,44,23,16,32,0.39316239316239315,0.7714285714285715,0,4.481481481481482,2.6296296296296298,1.6296296296296295,0.8518518518518519,0.5925925925925926,1.1851851851851851,0.3925925925925926,0.22669220945083016,0,streiju01w,IND,F
2,0,27,26,707,246,45,94,139,52,37,19,52,81,207,99,57,48,9,0,2,246,139,52,19,37,52,0.4782608695652174,0.8421052631578947,0,9.11111111111111,5.148148148148148,1.9259259259259258,0.7037037037037037,1.3703703703703705,1.9259259259259258,0.6546296296296297,0.4438058748403576,0,streiju01w,IND,F
6,0,34,20,686,186,37,64,101,32,29,11,36,75,178,82,27,19,6,3,0,204,119,37,12,34,42,0.43781094527363185,0.7575757575757576,0,6.0,3.5,1.088235294117647,0.35294117647058826,1.0,1.2352941176470589,0.5044117647058823,0.2560851926977688,1,streiju01w,IND,F
7,0,8,0,39,16,2,3,5,2,1,2,0,3,14,6,0,0,10,4,0,16,5,2,2,1,0,0.42857142857142855,0.0,0,2.0,0.625,0.25,0.25,0.125,0.0,0.121875,0.5333333333333333,0,strotan01w,PHO,G-F
8,0,12,0,69,28,6,3,9,3,0,0,2,5,31,10,2,2,15,6,0,35,12,5,0,1,2,0.34210526315789475,1.0,0,2.9166666666666665,1.0,0.4166666666666667,0.0,0.08333333333333333,0.16666666666666666,0.14375,0.5333333333333333,1,strotan01w,IND,G-F
9,0,21,0,160,39,5,8,13,7,5,3,3,17,34,12,12,8,19,7,0,39,13,7,3,5,3,0.35294117647058826,0.6666666666666666,0,1.8571428571428572,0.6190476190476191,0.3333333333333333,0.14285714285714285,0.23809523809523808,0.14285714285714285,0.19047619047619047,0.49122807017543857,0,strotan01w,ATL,G-F
6,0,11,0,43,10,5,5,10,3,2,0,4,11,9,3,5,4,0,0,0,10,10,3,0,2,4,0.3333333333333333,0.8,0,0.9090909090909091,0.9090909090909091,0.2727272727272727,0.0,0.18181818181818182,0.36363636363636365,0.09772727272727273,0.0,1,summela01w,CON,C
7,0,33,3,359,83,12,24,36,19,3,2,20,38,74,32,27,16,15,3,0,85,37,19,2,3,20,0.4342105263157895,0.5925925925925926,0,2.5757575757575757,1.121212121212121,0.5757575757575758,0.06060606060606061,0.09090909090909091,0.6060606060606061,0.271969696969697,0.016992353440951572,1,summela01w,CON,C
4,0,17,0,118,30,1,9,10,1,5,0,5,13,32,13,4,4,7,0,0,30,10,1,0,5,5,0.40625,1.0,0,1.7647058823529411,0.5882352941176471,0.058823529411764705,0.0,0.29411764705882354,0.29411764705882354,0.17352941176470588,0.0,0,sun-mju01w,SEA,C
2,0,29,21,602,196,51,78,129,11,21,39,40,84,147,72,72,52,0,0,1,256,155,15,50,22,48,0.5025906735751295,0.7209302325581395,0,8.827586206896552,5.344827586206897,0.5172413793103449,1.7241379310344827,0.7586206896551724,1.6551724137931034,0.5189655172413793,0.3770544634224943,1,suttota01w,CHA,C
3,0,32,29,885,382,76,115,191,15,29,36,49,125,243,129,174,124,0,0,3,397,203,15,37,30,56,0.5291828793774319,0.6944444444444444,0,12.40625,6.34375,0.46875,1.15625,0.9375,1.75,0.69140625,0.3154205607476635,1,suttota01w,CHA,C
4,0,34,33,864,286,73,128,201,15,19,50,59,132,233,98,131,90,0,0,2,290,207,15,53,19,61,0.4166666666666667,0.6870229007633588,0,8.529411764705882,6.088235294117647,0.4411764705882353,1.5588235294117647,0.5588235294117647,1.7941176470588236,0.6352941176470588,0.4123144584936778,1,suttota01w,CHA,C
5,0,34,34,970,325,63,148,211,15,31,71,71,111,224,106,162,113,0,0,1,325,211,15,71,31,71,0.4732142857142857,0.6975308641975309,0,9.558823529411764,6.205882352941177,0.4411764705882353,2.088235294117647,0.9117647058823529,2.088235294117647,0.7132352941176471,0.5854865310610226,0,suttota01w,CHA,C
6,0,34,33,887,318,64,115,179,14,30,37,69,138,218,111,141,96,0,0,5,318,179,14,37,30,69,0.5091743119266054,0.6808510638297872,0,9.352941176470589,5.264705882352941,0.4117647058823529,1.088235294117647,0.8823529411764706,2.0294117647058822,0.6522058823529412,0.30511269928532153,0,suttota01w,CHA,C
7,0,30,30,800,335,70,106,176,20,26,55,71,105,242,118,155,99,0,0,2,335,176,20,55,26,71,0.48760330578512395,0.6387096774193548,0,11.166666666666666,5.866666666666666,0.6666666666666666,1.8333333333333333,0.8666666666666667,2.3666666666666667,0.6666666666666666,0.514018691588785,0,suttota01w,CHA,C
8,0,34,33,860,409,66,118,184,30,35,47,85,115,307,149,155,111,0,0,1,451,212,34,59,36,93,0.4685714285714286,0.6988636363636364,0,13.264705882352942,6.235294117647059,1.0,1.7352941176470589,1.0588235294117647,2.735294117647059,0.6323529411764706,0.38757559098405714,1,suttota01w,IND,C
9,0,33,33,956,389,63,145,208,17,20,57,69,113,289,143,153,103,1,0,2,433,224,18,61,21,75,0.484375,0.7068965517241379,0,13.121212121212121,6.787878787878788,0.5454545454545454,1.8484848484848484,0.6363636363636364,2.272727272727273,0.7242424242424242,0.48428207306711973,1,suttota01w,IND,C
10,0,27,25,680,266,44,114,158,23,15,40,49,76,204,95,102,76,0,0,2,409,214,28,54,24,79,0.4870967741935484,0.7278911564625851,0,15.148148148148149,7.925925925925926,1.037037037037037,2.0,0.8888888888888888,2.925925925925926,0.6296296296296297,0.41536863966770504,1,suttota01w,IND,C
9,0,25,6,231,41,5,24,29,26,14,1,20,17,47,13,10,8,30,7,0,41,29,26,1,14,20,0.2765957446808511,0.8,0,1.64,1.16,1.04,0.04,0.56,0.8,0.231,0.2363636363636364,1,swanike01w,CON,G
10,0,33,0,388,93,7,46,53,54,15,3,46,34,88,33,18,16,33,11,0,113,62,67,3,17,53,0.3565217391304348,0.8888888888888888,0,3.4242424242424243,1.878787878787879,2.0303030303030303,0.09090909090909091,0.5151515151515151,1.606060606060606,0.29393939393939394,0.21343873517786563,1,swanike01w,PHO,G
1,0,31,31,1090,643,40,155,195,119,87,33,82,67,484,245,145,119,91,34,0,756,229,138,33,104,94,0.500875656742557,0.8160919540229885,1,24.387096774193548,7.387096774193548,4.451612903225806,1.064516129032258,3.3548387096774195,3.032258064516129,0.8790322580645161,0.4981684981684982,1,swoopsh01w,HOU,G-F
3,0,32,32,1154,592,30,128,158,107,88,23,87,50,509,221,154,127,80,23,0,665,180,124,25,100,95,0.43006993006993005,0.8212290502793296,1,20.78125,5.625,3.875,0.78125,3.125,2.96875,0.9015625,0.3833333333333333,1,swoopsh01w,HOU,G-F
4,0,31,30,1084,484,32,111,143,121,77,26,73,48,434,175,124,110,79,24,0,540,162,134,28,81,78,0.40625,0.8928571428571429,1,17.419354838709676,5.225806451612903,4.32258064516129,0.9032258064516129,2.6129032258064515,2.5161290322580645,0.8741935483870967,0.4050632911392405,1,swoopsh01w,HOU,G-F
5,0,31,31,1070,459,38,115,153,91,47,16,59,56,429,181,90,77,65,20,0,459,153,91,16,47,59,0.4219114219114219,0.8555555555555555,0,14.806451612903226,4.935483870967742,2.935483870967742,0.5161290322580645,1.5161290322580645,1.903225806451613,0.8629032258064516,0.41025641025641024,0,swoopsh01w,HOU,G-F
6,0,33,33,1225,614,27,92,119,141,66,26,72,54,486,217,180,153,75,27,0,706,147,160,28,73,87,0.4397905759162304,0.845771144278607,1,21.393939393939394,4.454545454545454,4.848484848484849,0.8484848484848485,2.212121212121212,2.6363636363636362,0.928030303030303,0.48,1,swoopsh01w,HOU,G-F
7,0,31,31,1111,482,34,149,183,115,64,9,74,46,436,180,127,97,90,25,0,504,188,118,11,66,76,0.4118942731277533,0.7703703703703704,1,16.258064516129032,6.064516129032258,3.806451612903226,0.3548387096774194,2.129032258064516,2.4516129032258065,0.8959677419354839,0.37037037037037035,1,swoopsh01w,HOU,G-F
8,0,3,3,106,23,3,14,17,11,5,1,9,3,25,9,4,4,7,1,0,23,17,11,1,5,9,0.36,1.0,0,7.666666666666667,5.666666666666667,3.6666666666666665,0.3333333333333333,1.6666666666666667,3.0,0.8833333333333333,0.19047619047619047,0,swoopsh01w,HOU,G-F
9,0,29,25,706,205,26,100,126,60,43,9,31,44,192,75,59,41,63,14,0,231,136,63,9,49,36,0.3824884792626728,0.7205882352941176,0,7.9655172413793105,4.689655172413793,2.1724137931034484,0.3103448275862069,1.6896551724137931,1.2413793103448276,0.6086206896551725,0.2962962962962963,1,swoopsh01w,SEA,G-F
1,0,8,0,94,27,6,7,13,5,3,0,7,13,22,10,2,1,11,6,0,27,13,5,0,3,7,0.45454545454545453,0.5,0,3.375,1.625,0.625,0.0,0.375,0.875,0.29375,0.12987012987012989,0,tateso01w,MIN,G
5,0,34,34,1130,578,28,121,149,132,43,25,90,117,503,209,129,98,188,62,4,578,149,132,25,43,90,0.415506958250497,0.7596899224806202,1,17.0,4.382352941176471,3.8823529411764706,0.7352941176470589,1.2647058823529411,2.6470588235294117,0.8308823529411765,0.43971631205673756,0,tauradi01w,PHO,G-F
6,0,33,33,1089,527,22,116,138,150,38,28,112,111,427,175,151,121,179,56,2,527,138,150,28,38,112,0.4098360655737705,0.8013245033112583,0,15.969696969696969,4.181818181818182,4.545454545454546,0.8484848484848485,1.1515151515151516,3.393939393939394,0.825,0.4171322160148976,0,tauradi01w,PHO,G-F
7,0,34,34,1152,860,25,97,122,139,42,27,79,100,660,298,183,143,305,121,2,860,122,139,27,42,79,0.45151515151515154,0.7814207650273224,1,25.294117647058822,3.588235294117647,4.088235294117647,0.7941176470588235,1.2352941176470589,2.323529411764706,0.8470588235294118,0.5289617486338798,0,tauradi01w,PHO,G-F
8,0,32,32,1025,613,18,117,135,137,45,34,84,106,468,206,127,106,259,95,1,792,174,164,41,58,102,0.453781512605042,0.8169934640522876,0,24.75,5.4375,5.125,1.28125,1.8125,3.1875,0.80078125,0.48906048906048905,1,tauradi01w,PHO,G-F
9,0,34,34,1083,820,26,146,172,121,46,46,83,125,579,258,247,215,247,89,2,820,172,121,46,46,83,0.44559585492227977,0.8704453441295547,0,24.11764705882353,5.0588235294117645,3.5588235294117645,1.3529411764705883,1.3529411764705883,2.4411764705882355,0.7963235294117647,0.48043184885290147,0,tauradi01w,PHO,G-F
10,0,31,31,976,631,18,160,178,109,36,43,82,95,434,200,170,152,194,79,0,876,243,151,57,44,115,0.4577922077922078,0.8938053097345132,1,28.258064516129032,7.838709677419355,4.870967741935484,1.8387096774193548,1.4193548387096775,3.7096774193548385,0.7870967741935484,0.5429553264604811,1,tauradi01w,PHO,G-F
5,0,5,0,26,3,0,3,3,2,1,1,1,7,5,1,0,0,3,1,0,3,3,2,1,1,1,0.2,0.0,0,0.6,0.6,0.4,0.2,0.2,0.2,0.13,0.056074766355140186,0,tayloli01w,PHO,C
2,0,32,0,561,230,36,76,112,44,35,11,38,46,225,86,46,36,73,22,0,251,121,47,12,41,43,0.376,0.78,0,7.84375,3.78125,1.46875,0.375,1.28125,1.34375,0.43828125,0.3017241379310345,1,taylope01w,CLE,F
3,0,30,26,908,391,51,107,158,68,37,11,58,66,320,133,102,87,111,38,0,391,158,68,11,37,58,0.415625,0.8529411764705882,0,13.033333333333333,5.266666666666667,2.2666666666666666,0.36666666666666664,1.2333333333333334,1.9333333333333333,0.7566666666666667,0.4540229885057471,0,taylope01w,CLE,F
4,0,34,33,898,398,44,104,148,80,38,10,60,53,340,143,95,78,99,34,0,443,161,83,11,44,66,0.4228723404255319,0.822429906542056,0,13.029411764705882,4.735294117647059,2.4411764705882355,0.3235294117647059,1.2941176470588236,1.9411764705882353,0.6602941176470588,0.3752535496957404,1,taylope01w,CLE,F
5,0,33,33,1076,434,51,109,160,82,52,14,81,108,310,150,108,93,96,41,1,434,160,82,14,52,81,0.4838709677419355,0.8611111111111112,0,13.151515151515152,4.848484848484849,2.484848484848485,0.42424242424242425,1.5757575757575757,2.4545454545454546,0.8151515151515152,0.41797283176593525,0,taylope01w,PHO,F
6,0,29,29,852,382,38,82,120,94,38,11,77,86,261,121,118,102,94,38,2,382,120,94,11,38,77,0.46360153256704983,0.864406779661017,0,13.172413793103448,4.137931034482759,3.2413793103448274,0.3793103448275862,1.3103448275862069,2.6551724137931036,0.7344827586206897,0.35671819262782406,0,taylope01w,PHO,F
7,0,20,8,536,277,32,81,113,51,29,9,29,57,220,98,66,57,65,24,1,277,113,51,9,29,29,0.44545454545454544,0.8636363636363636,0,13.85,5.65,2.55,0.45,1.45,1.45,0.67,0.48706896551724144,0,taylope01w,PHO,F
8,0,34,34,1010,605,73,141,214,98,51,22,77,120,397,198,198,175,90,34,2,779,285,132,32,67,102,0.4911591355599214,0.8909774436090225,0,22.91176470588235,8.382352941176471,3.8823529411764706,0.9411764705882353,1.9705882352941178,3.0,0.7426470588235294,0.5425963488843814,1,taylope01w,PHO,F
10,0,14,1,283,153,12,22,34,32,18,2,31,32,108,50,48,43,25,10,0,310,72,69,4,22,43,0.4925373134328358,0.8787878787878788,0,22.142857142857142,5.142857142857143,4.928571428571429,0.2857142857142857,1.5714285714285714,3.0714285714285716,0.5053571428571428,0.20935960591133004,1,taylope01w,PHO,F
3,0,32,32,882,204,17,67,84,140,25,9,68,63,166,67,40,30,100,40,1,253,97,187,10,34,90,0.3894230769230769,0.7796610169491526,0,7.90625,3.03125,5.84375,0.3125,1.0625,2.8125,0.6890625,0.37433155080213903,1,teaslni01w,LAS,G
4,0,34,34,1189,392,30,145,175,214,39,15,108,68,288,112,112,98,165,70,0,462,215,285,15,51,135,0.37746478873239436,0.8636363636363636,1,13.588235294117647,6.323529411764706,8.382352941176471,0.4411764705882353,1.5,3.9705882352941178,0.8742647058823529,0.36026936026936024,1,teaslni01w,LAS,G
5,0,34,34,1105,336,29,87,116,207,43,7,103,89,278,108,68,52,165,68,0,355,119,223,8,45,117,0.38047138047138046,0.7777777777777778,0,10.441176470588236,3.5,6.5588235294117645,0.23529411764705882,1.3235294117647058,3.4411764705882355,0.8125,0.36540158870255957,1,teaslni01w,LAS,G
6,0,19,19,551,141,6,47,53,70,23,4,47,38,135,45,26,22,94,29,0,163,58,84,4,26,50,0.3333333333333333,0.8,0,8.578947368421053,3.0526315789473686,4.421052631578948,0.21052631578947367,1.368421052631579,2.6315789473684212,0.725,0.27079303675048355,1,teaslni01w,LAS,G
7,0,34,34,975,364,13,76,89,183,44,11,77,81,318,118,92,76,151,52,1,384,99,191,11,45,84,0.3687315634218289,0.8282828282828283,0,11.294117647058824,2.911764705882353,5.617647058823529,0.3235294117647059,1.3235294117647058,2.4705882352941178,0.7169117647058824,0.43211334120425027,1,teaslni01w,WAS,G
8,0,33,33,746,172,19,54,73,109,23,6,62,80,152,51,45,42,85,28,0,172,73,109,6,23,62,0.3355263157894737,0.9333333333333333,0,5.212121212121212,2.212121212121212,3.303030303030303,0.18181818181818182,0.696969696969697,1.878787878787879,0.5651515151515152,0.3196480938416422,0,teaslni01w,WAS,G
10,1,10,10,234,39,2,15,17,35,9,1,12,28,30,12,10,8,17,7,0,39,17,35,1,9,12,0.4,0.8,0,3.9,1.7,3.5,0.1,0.9,1.2,0.585,0.5303030303030303,1,teaslni01w,ATL,G
10,2,11,7,222,42,1,13,14,24,6,4,16,16,39,15,2,2,30,10,0,66,15,33,5,7,25,0.40350877192982454,0.75,0,6.0,1.3636363636363635,3.0,0.45454545454545453,0.6363636363636364,2.272727272727273,0.5045454545454545,0.2727272727272727,1,teaslni01w,DET,G
7,0,16,0,105,29,11,16,27,1,3,3,4,18,26,14,2,1,0,0,0,29,27,1,3,3,4,0.5185185185185185,0.5,0,1.8125,1.6875,0.0625,0.1875,0.1875,0.25,0.1640625,0.05257009345794392,1,teilaza01w,WAS,C
7,0,10,0,53,23,4,10,14,0,0,3,8,14,19,11,5,1,0,0,0,23,14,0,3,0,8,0.5789473684210527,0.2,0,2.3,1.4,0.0,0.3,0.0,0.8,0.1325,0.6371191135734071,1,terryka01w,IND,F-C
8,0,9,0,54,9,5,9,14,1,2,3,11,18,12,3,4,3,0,0,1,9,14,1,3,2,11,0.25,0.75,0,1.0,1.5555555555555556,0.1111111111111111,0.3333333333333333,0.2222222222222222,1.2222222222222223,0.15,0.39473684210526316,1,terryka01w,IND,F-C
9,2,20,8,275,92,27,37,64,10,10,11,37,52,76,36,33,20,0,0,0,92,64,10,11,10,37,0.47368421052631576,0.6060606060606061,0,4.6,3.2,0.5,0.55,0.5,1.85,0.34375,0.6371191135734071,0,terryka01w,ATL,F-C
9,1,2,0,24,2,1,4,5,2,0,0,6,3,5,1,0,0,0,0,0,2,5,2,0,0,6,0.2,0.0,0,1.0,2.5,1.0,0.0,0.0,3.0,0.3,0.21052631578947367,1,terryka01w,IND,F-C
8,0,17,0,122,43,11,17,28,3,1,4,7,22,38,15,14,13,1,0,0,43,28,3,4,1,7,0.39473684210526316,0.9285714285714286,0,2.5294117647058822,1.6470588235294117,0.17647058823529413,0.23529411764705882,0.058823529411764705,0.4117647058823529,0.17941176470588235,0.14198782961460446,0,thomaca01w,CHI,F
5,0,31,8,547,165,43,77,120,23,18,14,27,80,143,66,41,28,11,5,0,189,143,25,15,19,29,0.4727272727272727,0.6829268292682927,0,6.096774193548387,4.612903225806452,0.8064516129032258,0.4838709677419355,0.6129032258064516,0.9354838709677419,0.4411290322580645,0.12662044015676815,1,thomach01w,LAS,C
6,0,32,0,520,122,28,76,104,17,11,19,25,102,96,48,32,22,12,4,1,130,106,19,21,11,27,0.51,0.696969696969697,0,4.0625,3.3125,0.59375,0.65625,0.34375,0.84375,0.40625,0.16647196261682243,1,thomach01w,LAS,C
7,0,27,1,539,164,43,100,143,26,20,14,42,80,133,65,47,30,20,4,1,194,159,30,20,23,43,0.4967741935483871,0.6538461538461539,0,7.185185185185185,5.888888888888889,1.1111111111111112,0.7407407407407407,0.8518518518518519,1.5925925925925926,0.49907407407407406,0.14537902388369675,1,thomach01w,LAS,C
8,0,34,19,640,287,66,113,179,18,22,9,46,119,237,114,70,53,17,6,2,287,179,18,9,22,46,0.4810126582278481,0.7571428571428571,0,8.441176470588236,5.264705882352941,0.5294117647058824,0.2647058823529412,0.6470588235294118,1.3529411764705883,0.47058823529411764,0.074216602528862,0,thomach01w,LAS,C
9,0,20,0,159,29,10,30,40,6,2,8,8,33,34,12,8,4,6,1,0,29,40,6,8,2,8,0.35294117647058826,0.5,0,1.45,2.0,0.3,0.4,0.1,0.4,0.19875,0.11214953271028037,1,thomach01w,LAS,C
10,0,11,0,66,3,5,10,15,3,3,5,6,15,21,1,2,1,7,0,0,3,15,3,5,3,6,0.047619047619047616,0.5,0,0.2727272727272727,1.3636363636363635,0.2727272727272727,0.45454545454545453,0.2727272727272727,0.5454545454545454,0.15,0.12744265080713676,0,thomach01w,MIN,C
4,0,32,25,852,345,63,101,164,37,28,13,42,62,296,137,90,71,6,0,1,386,187,41,17,29,48,0.4603658536585366,0.7850467289719626,0,12.0625,5.84375,1.28125,0.53125,0.90625,1.5,0.665625,0.44181034482758624,1,thomala01w,CLE,F
5,0,31,30,964,440,48,90,138,42,25,11,56,99,350,171,113,95,8,3,1,440,138,42,11,25,56,0.48857142857142855,0.8407079646017699,0,14.193548387096774,4.451612903225806,1.3548387096774193,0.3548387096774194,0.8064516129032258,1.8064516129032258,0.7774193548387097,0.38375973303670746,0,thomala01w,SAS,F
6,0,21,12,505,185,18,50,68,22,7,8,33,42,161,69,49,44,7,3,0,185,68,22,8,7,33,0.42857142857142855,0.8979591836734694,0,8.80952380952381,3.238095238095238,1.0476190476190477,0.38095238095238093,0.3333333333333333,1.5714285714285714,0.6011904761904762,0.2791461412151068,0,thomala01w,SAS,F
7,0,19,0,369,157,27,55,82,22,14,7,27,49,124,56,59,45,0,0,1,157,82,22,7,14,27,0.45161290322580644,0.7627118644067796,0,8.263157894736842,4.315789473684211,1.1578947368421053,0.3684210526315789,0.7368421052631579,1.4210526315789473,0.4855263157894737,0.37205081669691475,0,thomala01w,SAS,F
8,0,27,7,487,208,27,34,61,32,9,7,29,63,174,77,46,38,38,16,0,208,61,32,7,9,29,0.4425287356321839,0.8260869565217391,0,7.703703703703703,2.259259259259259,1.1851851851851851,0.25925925925925924,0.3333333333333333,1.0740740740740742,0.45092592592592595,0.19476372924648785,0,thomala01w,LAS,F
9,1,7,0,40,8,2,3,5,1,1,1,2,3,15,4,0,0,2,0,0,8,5,1,1,1,2,0.26666666666666666,0.0,0,1.1428571428571428,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.061576354679802964,1,thomala01w,DET,F
9,2,13,0,147,47,8,17,25,3,2,0,18,16,38,19,9,4,7,5,0,47,25,3,0,2,18,0.5,0.4444444444444444,0,3.6153846153846154,1.9230769230769231,0.23076923076923078,0.0,0.15384615384615385,1.3846153846153846,0.2826923076923077,0.16578249336870027,0,thomala01w,MIN,F
1,0,32,31,863,163,48,78,126,101,54,15,68,93,163,58,74,44,12,3,1,163,126,101,15,54,68,0.3558282208588957,0.5945945945945946,0,5.09375,3.9375,3.15625,0.46875,1.6875,2.125,0.67421875,0.3394396551724138,0,thomast01w,POR,F
2,0,32,1,413,59,31,39,70,41,30,10,40,57,60,22,35,15,7,0,0,59,70,41,10,30,40,0.36666666666666664,0.42857142857142855,0,1.84375,2.1875,1.28125,0.3125,0.9375,1.25,0.32265625,0.18857758620689657,0,thomast01w,POR,F
3,0,32,6,621,143,34,60,94,67,42,12,36,62,148,51,61,31,39,10,0,143,94,67,12,42,36,0.34459459459459457,0.5081967213114754,0,4.46875,2.9375,2.09375,0.375,1.3125,1.125,0.48515625,0.25323275862068967,0,thomast01w,POR,F
4,2,11,0,82,15,5,11,16,5,9,1,6,10,16,5,11,4,5,1,0,15,19,5,1,10,7,0.29411764705882354,0.36363636363636365,0,1.3636363636363635,1.7272727272727273,0.45454545454545453,0.09090909090909091,0.9090909090909091,0.6363636363636364,0.18636363636363637,0.12539184952978058,1,thomast01w,DET,F
4,1,19,1,187,46,10,17,27,10,11,8,10,14,46,15,16,10,22,6,0,46,27,10,8,11,10,0.32608695652173914,0.625,0,2.4210526315789473,1.4210526315789473,0.5263157894736842,0.42105263157894735,0.5789473684210527,0.5263157894736842,0.24605263157894736,0.12250453720508167,0,thomast01w,PHO,F
5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,1.0,0.0,0,3.0,1.0,0.0,0.0,1.0,0.0,0.025,0.0,1,thomast01w,DET,F
6,1,17,0,133,12,10,10,20,8,8,3,3,15,12,2,20,8,1,0,0,12,20,8,3,8,3,0.16666666666666666,0.4,0,0.7058823529411765,1.1764705882352942,0.47058823529411764,0.17647058823529413,0.47058823529411764,0.17647058823529413,0.19558823529411765,0.10141987829614606,1,thomast01w,DET,F
6,2,1,0,3,0,1,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.075,0.1724137931034483,0,thomast01w,MIN,F
1,0,31,26,792,310,48,109,157,41,24,4,53,85,255,131,42,30,40,18,4,310,157,41,4,24,53,0.5137254901960784,0.7142857142857143,0,10.0,5.064516129032258,1.3225806451612903,0.12903225806451613,0.7741935483870968,1.7096774193548387,0.6387096774193548,0.4365962180200223,0,thompal01w,IND,F
2,0,22,7,381,186,21,42,63,25,9,7,22,24,174,76,23,17,43,17,0,186,63,25,7,9,22,0.4367816091954023,0.7391304347826086,0,8.454545454545455,2.8636363636363638,1.1363636363636365,0.3181818181818182,0.4090909090909091,1.0,0.4329545454545455,0.24686520376175553,0,thompal01w,IND,F
3,0,18,2,314,97,12,30,42,14,7,2,18,20,109,39,17,12,29,7,0,99,42,14,2,7,18,0.36363636363636365,0.7058823529411765,0,5.5,2.3333333333333335,0.7777777777777778,0.1111111111111111,0.3888888888888889,1.0,0.4361111111111111,0.20114942528735635,1,thompal01w,IND,F
5,0,23,2,182,52,8,16,24,9,6,0,7,9,54,24,2,1,16,3,0,91,39,15,1,8,14,0.4482758620689655,0.8,0,3.9565217391304346,1.6956521739130435,0.6521739130434783,0.043478260869565216,0.34782608695652173,0.6086956521739131,0.19782608695652174,0.08995502248875563,1,thompal01w,SEA,F
6,0,30,1,329,83,10,35,45,14,4,4,18,17,81,32,16,12,22,7,0,85,48,14,4,4,18,0.38823529411764707,0.75,0,2.8333333333333335,1.6,0.4666666666666667,0.13333333333333333,0.13333333333333333,0.6,0.27416666666666667,0.12931034482758622,1,thompal01w,SEA,F
