year,confID,rank,playoff,firstRound,semis,finals,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,GP,min,attend,win_percentage,loss_percentage,home_win_percentage,home_loss_percentage,away_win_percentage,away_loss_percentage,conference_win_percentage,conference_loss_percentage,tmID,W_post,L_post,GS_weighted_mean,minutes_weighted_mean,points_weighted_mean,oRebounds_weighted_mean,dRebounds_weighted_mean,rebounds_weighted_mean,assists_weighted_mean,steals_weighted_mean,blocks_weighted_mean,turnovers_weighted_mean,PF_weighted_mean,fgAttempted_weighted_mean,fgMade_weighted_mean,ftAttempted_weighted_mean,ftMade_weighted_mean,threeAttempted_weighted_mean,PostGP_weighted_mean,PostGS_weighted_mean,PostMinutes_weighted_mean,PostPoints_weighted_mean,PostoRebounds_weighted_mean,PostdRebounds_weighted_mean,PostRebounds_weighted_mean,PostAssists_weighted_mean,PostSteals_weighted_mean,PostTurnovers_weighted_mean,PostPF_weighted_mean,PostfgAttempted_weighted_mean,PostfgMade_weighted_mean,PostftAttempted_weighted_mean,PostftMade_weighted_mean,PostthreeAttempted_weighted_mean,total_points_weighted_mean,total_rebounds_weighted_mean,total_assists_weighted_mean,total_steals_weighted_mean,total_turnovers_weighted_mean,Avg_Points_Per_Game_weighted_mean,Avg_Assists_Per_Game_weighted_mean,Avg_Blocks_Per_Game_weighted_mean,Avg_Steals_Per_Game_weighted_mean,Avg_Turnovers_Per_Game_weighted_mean,num_trophies,Avg_Assists_Per_Game,Avg_Blocks_Per_Game,Avg_Points_Per_Game,Avg_Rebounds_Per_Game,Avg_Steals_Per_Game,Avg_Turnovers_Per_Game,Durability_Ratio,FG%,FT%,GP_3,GS,PF,POSITION_METRIC,Points_Ratio,PostAssists,PostBlocks,PostDQ,PostGP,PostGS,PostMinutes,PostPF,PostPoints,PostRebounds,PostSteals,PostTurnovers,PostdRebounds,PostfgAttempted,PostfgMade,PostftAttempted,PostftMade,PostoRebounds,PostthreeAttempted,PostthreeMade,assists,blocks,dRebounds,dq,fgAttempted,fgMade,ftAttempted,ftMade,minutes,oRebounds,points,rebounds,steals,threeAttempted,threeMade,total_assists,total_blocks,total_points,total_rebounds,total_steals,total_turnovers,turnovers
9,0,0.44,0,0.37,0.3,0.28,0.43,0.37,0.45,0.43,0.42,0.42,0.41,0.47,0.5,0.44,0.56,0.4,0.43,0.38,0.39,0.44,0.38,0.43,0.41,0.31,0.31,0.35,0.41,0.34,0.44,0.47,0.43,0.45,0.36,0.44,0.6,0.49,0.42,0.51,0.49,0.58,0.42,0.45,0.55,0.5,0.5,ATL,1.71,1.69,19.2,692.04,255.2,32.92,75.61,108.54,56.05,27.67,12.66,50.1,63.65,216.47,92.56,69.71,53.09,49.32,2.35,1.68,62.42,22.56,2.92,6.91,9.83,5.02,2.25,4.05,5.52,19.51,8.21,5.8,4.49,4.66,277.76,118.37,61.07,29.91,54.15,9.35,2.07,0.47,1.02,1.86,0.59,1.4,0.26,6.88,3.05,0.7,1.46,0.41,0.42,0.7,28.9,13.51,54.47,0.31,0.08,3.88,0.93,0.08,2.8,0.76,45.26,4.74,15.42,5.8,1.45,2.88,4.39,14.46,5.35,4.25,3.0,1.41,5.46,1.72,42.12,6.63,62.4,0.2,180.39,75.47,44.36,33.88,578.7,26.54,203.67,88.94,20.98,52.59,18.86,45.99,7.56,219.09,94.74,22.43,46.07,43.19
10,0,0.86,1,0.37,0.3,0.28,0.52,0.69,0.62,0.62,0.63,0.66,0.47,0.51,0.55,0.35,1.0,0.53,0.81,0.52,0.53,0.81,0.64,0.96,0.97,0.4,0.42,0.75,0.79,0.76,1.0,0.78,0.75,0.66,0.47,0.88,1.0,0.68,0.42,0.0,1.0,0.0,1.0,0.16,0.84,0.0,1.0,ATL,1.71,1.69,14.85,535.84,208.26,23.39,54.87,78.26,41.93,23.73,8.89,42.82,57.1,187.92,73.11,56.29,42.96,55.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.26,78.26,41.93,23.73,42.82,7.72,1.46,0.51,0.95,1.6,0.0,1.98,0.43,8.88,4.06,0.95,1.97,0.49,0.43,0.72,29.12,18.07,68.95,0.36,0.02,1.25,0.25,0.0,0.84,0.34,14.03,1.32,5.09,1.94,0.38,0.98,1.49,4.72,1.83,1.36,1.0,0.46,1.71,0.44,56.43,11.28,75.04,0.77,209.83,88.52,72.26,51.5,663.66,37.87,243.17,112.91,26.42,43.11,14.63,57.68,11.53,248.27,114.85,26.8,52.42,51.43
11,0,0.38,1,0.0,0.3,0.28,0.78,0.85,0.68,0.67,0.37,0.41,0.67,0.71,0.78,0.47,0.89,0.68,0.8,0.42,0.7,0.79,0.72,0.86,0.82,0.43,0.46,0.57,0.71,0.64,0.84,0.71,0.92,0.76,0.46,0.83,1.0,0.81,0.35,0.36,0.64,0.46,0.54,0.31,0.69,0.29,0.71,ATL,0.0,1.33,16.58,597.47,250.15,32.57,71.67,104.24,46.62,28.52,10.58,48.69,62.96,215.66,94.01,64.56,48.87,40.95,1.0,0.66,22.82,10.01,1.21,2.43,3.64,1.92,0.88,2.59,2.78,7.84,3.5,3.45,2.31,1.66,260.16,107.88,48.54,29.41,51.28,8.81,1.74,0.42,1.04,1.78,0.67,1.88,0.45,8.2,3.69,1.02,1.65,0.45,0.43,0.73,29.35,15.01,58.96,0.35,0.04,2.34,0.15,0.0,1.18,0.7,24.44,2.65,10.8,3.41,0.96,3.09,2.6,9.13,4.12,2.4,1.59,0.8,2.26,0.96,56.45,11.52,72.78,0.66,208.19,92.55,61.08,44.46,631.33,32.75,242.15,105.53,29.9,40.46,12.6,58.79,11.66,252.95,108.94,30.85,50.79,47.71
2,0,1.0,1,0.37,0.3,0.28,0.34,0.22,0.29,0.26,0.31,0.3,0.3,0.24,0.27,0.55,0.75,0.19,0.38,0.18,0.27,0.5,0.28,0.56,0.56,0.23,0.24,0.33,0.26,0.23,0.7,0.24,0.41,0.14,0.39,0.52,0.0,0.12,0.16,0.17,0.82,0.27,0.73,0.17,0.83,0.17,0.83,CHA,1.71,1.69,17.61,656.34,234.5,28.44,62.48,90.92,64.14,23.74,9.37,48.92,64.74,200.97,86.56,60.87,46.42,43.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.5,90.92,64.14,23.74,48.92,8.58,2.19,0.31,0.85,1.75,0.0,2.59,0.28,9.4,3.04,1.01,1.89,0.55,0.41,0.77,28.8,18.32,67.59,0.35,0.02,1.36,0.15,0.0,1.06,0.45,18.32,2.58,4.76,2.79,0.83,1.07,1.81,5.07,1.51,1.65,1.05,0.98,2.97,0.69,78.41,8.36,58.52,0.76,224.59,92.4,71.82,55.91,740.98,24.6,263.29,83.12,28.93,69.67,22.57,79.77,8.51,268.05,85.91,29.76,56.16,55.09
3,0,0.62,1,0.67,0.67,0.0,0.25,0.11,0.25,0.18,0.38,0.35,0.31,0.25,0.29,0.36,0.53,0.17,0.32,0.28,0.21,0.27,0.22,0.38,0.35,0.15,0.16,0.4,0.09,0.12,0.36,0.19,0.4,0.19,0.39,0.29,0.0,0.15,0.21,0.45,0.55,0.54,0.46,0.39,0.61,0.57,0.43,CHA,2.67,2.67,19.51,717.26,239.93,30.96,66.79,97.75,61.73,25.37,11.0,51.94,63.87,207.6,87.92,58.42,45.71,51.71,4.94,3.47,129.08,37.91,4.88,11.73,16.61,9.84,4.12,8.65,10.77,35.47,14.31,7.2,5.74,9.23,277.83,114.36,71.58,29.49,60.59,9.35,2.35,0.44,0.99,2.06,0.0,2.33,0.49,9.16,3.67,0.95,2.04,0.58,0.4,0.77,28.38,19.09,62.05,0.33,0.14,9.41,2.44,0.0,4.7,3.61,122.09,11.03,36.75,15.9,3.81,8.31,11.21,34.14,13.73,7.42,5.86,4.69,9.11,3.42,61.06,12.09,61.11,0.65,200.66,83.26,60.2,46.8,702.48,31.07,231.81,92.18,24.74,53.03,18.49,70.47,14.54,268.56,108.08,28.55,60.02,51.71
4,0,0.38,1,0.33,0.33,0.0,0.25,0.09,0.36,0.33,0.53,0.44,0.3,0.27,0.3,0.36,0.54,0.23,0.16,0.28,0.26,0.27,0.18,0.35,0.33,0.18,0.14,0.28,0.11,0.1,0.35,0.23,0.24,0.16,0.31,0.28,0.0,0.11,0.23,0.52,0.48,0.6,0.4,0.45,0.55,0.58,0.42,CHA,1.33,2.33,20.55,723.18,249.72,30.68,68.32,98.99,61.09,26.37,10.73,47.75,65.56,206.49,88.14,67.15,51.03,58.5,3.36,2.41,87.85,25.5,3.6,8.27,11.87,6.81,3.03,5.81,6.95,24.9,9.79,4.78,3.45,7.34,275.22,110.87,67.9,29.4,53.56,9.11,2.22,0.41,0.97,1.77,0.0,2.29,0.42,9.32,3.8,1.05,1.78,0.58,0.41,0.78,29.3,21.24,66.4,0.33,0.09,6.85,1.46,0.0,3.25,2.62,87.42,7.32,26.25,12.13,3.3,5.88,8.31,25.21,9.96,5.32,3.89,3.83,7.41,2.44,64.16,10.97,69.35,0.65,212.93,91.13,70.11,53.55,756.23,33.11,258.37,102.47,28.96,59.26,22.57,71.01,12.43,284.63,114.6,32.26,55.15,49.27
5,0,0.19,0,0.17,0.17,0.0,0.27,0.13,0.38,0.33,0.58,0.5,0.39,0.26,0.33,0.35,0.6,0.37,0.24,0.32,0.28,0.26,0.2,0.36,0.37,0.2,0.17,0.46,0.12,0.17,0.32,0.26,0.31,0.23,0.27,0.29,0.5,0.41,0.28,0.57,0.43,0.71,0.29,0.41,0.59,0.57,0.43,CHA,0.67,2.33,21.59,751.57,254.26,32.74,68.64,101.38,60.96,29.68,11.09,50.02,68.9,211.44,89.09,68.06,52.14,63.9,2.83,1.96,70.06,21.28,3.06,6.3,9.36,5.22,2.44,4.34,5.92,20.22,7.87,4.44,3.31,6.22,275.55,110.74,66.18,32.12,54.36,8.68,2.07,0.39,1.01,1.71,0.0,2.26,0.43,8.67,3.81,1.06,1.87,0.57,0.41,0.76,31.36,25.03,78.27,0.29,0.07,5.13,1.05,0.0,2.52,2.12,68.22,5.73,19.82,9.39,2.29,4.59,6.33,19.28,7.39,4.01,3.0,3.06,5.8,2.05,67.76,12.75,76.76,0.73,218.7,92.03,70.65,53.84,815.37,35.2,259.13,111.96,31.97,58.85,21.23,72.89,13.79,278.95,121.35,34.26,59.96,55.37
6,0,0.36,0,0.0,0.3,0.28,0.24,0.08,0.35,0.32,0.54,0.48,0.24,0.23,0.24,0.25,0.6,0.28,0.28,0.39,0.25,0.3,0.25,0.34,0.35,0.21,0.13,0.53,0.15,0.22,0.39,0.26,0.31,0.21,0.28,0.31,0.83,0.65,0.29,0.51,0.49,0.64,0.36,0.38,0.62,0.45,0.55,CHA,0.0,1.0,21.79,755.31,244.51,29.76,66.57,96.33,56.25,26.87,12.65,49.34,68.57,200.93,85.55,68.72,52.06,57.54,0.96,0.65,22.6,7.14,1.1,1.98,3.07,1.63,0.83,1.29,1.98,6.77,2.57,1.63,1.18,2.31,251.65,99.4,57.88,27.7,50.63,7.76,1.77,0.41,0.85,1.56,0.0,2.18,0.47,9.13,3.88,1.04,1.86,0.57,0.4,0.75,31.88,25.24,75.89,0.38,0.05,4.49,0.96,0.0,1.93,1.65,54.09,4.73,17.79,9.18,2.45,4.58,6.41,18.68,6.88,4.16,2.93,2.77,3.72,1.1,67.92,14.16,78.9,0.58,251.24,104.32,75.78,57.99,850.62,39.52,283.56,118.42,31.87,51.46,16.93,72.42,15.12,301.35,127.6,34.33,61.42,56.84
7,0,0.57,0,0.0,0.3,0.28,0.25,0.15,0.33,0.33,0.35,0.31,0.28,0.2,0.24,0.28,0.69,0.38,0.45,0.37,0.22,0.37,0.25,0.42,0.45,0.18,0.09,0.55,0.25,0.3,0.38,0.37,0.42,0.39,0.42,0.38,1.0,0.82,0.25,0.28,0.72,0.44,0.56,0.18,0.82,0.27,0.73,CHA,0.0,0.33,19.12,676.45,214.02,27.02,58.83,85.84,49.18,25.13,11.29,47.49,63.99,184.37,77.01,60.91,45.43,40.2,0.33,0.21,7.42,2.48,0.35,0.59,0.94,0.5,0.25,0.4,0.73,2.19,0.84,0.62,0.5,0.7,216.5,86.78,49.68,25.39,47.89,7.24,1.71,0.37,0.84,1.62,0.0,1.74,0.53,8.81,3.79,1.04,1.92,0.56,0.39,0.74,29.92,24.27,77.43,0.33,0.04,3.19,0.9,0.0,1.4,1.26,40.12,3.68,13.72,7.12,1.79,3.47,4.99,14.35,5.41,3.03,2.22,2.13,2.43,0.67,50.54,15.68,76.13,0.87,238.17,96.76,74.58,55.82,785.79,35.07,263.3,111.2,31.12,43.63,13.95,53.73,16.58,277.03,118.32,32.92,60.18,56.71
7,0,0.44,0,0.37,0.3,0.28,0.43,0.37,0.45,0.43,0.42,0.42,0.41,0.47,0.5,0.44,0.56,0.4,0.43,0.38,0.39,0.44,0.38,0.43,0.41,0.31,0.31,0.35,0.41,0.34,0.44,0.47,0.43,0.45,0.36,0.44,0.6,0.49,0.42,0.51,0.49,0.58,0.42,0.45,0.55,0.5,0.5,CHI,1.71,1.69,19.2,692.04,255.2,32.92,75.61,108.54,56.05,27.67,12.66,50.1,63.65,216.47,92.56,69.71,53.09,49.32,2.35,1.68,62.42,22.56,2.92,6.91,9.83,5.02,2.25,4.05,5.52,19.51,8.21,5.8,4.49,4.66,277.76,118.37,61.07,29.91,54.15,9.35,2.07,0.47,1.02,1.86,0.59,1.68,0.3,5.22,2.47,0.72,1.29,0.42,0.39,0.64,29.98,15.97,66.52,0.26,0.1,4.21,0.41,0.05,2.63,1.75,56.02,6.13,14.01,6.47,1.49,3.26,4.53,11.65,4.87,5.02,3.38,1.94,2.67,0.89,48.59,9.05,45.37,0.47,141.89,55.83,38.98,26.41,587.25,26.6,151.52,71.97,20.76,40.73,13.45,52.81,9.46,165.53,78.44,22.25,40.63,37.37
8,0,0.86,0,0.37,0.3,0.28,0.44,0.58,0.35,0.42,0.43,0.55,0.55,0.36,0.47,0.41,0.63,0.48,0.52,0.41,0.38,0.71,0.52,0.6,0.6,0.55,0.49,0.63,0.78,0.71,0.79,0.19,0.43,0.56,0.36,0.72,1.0,0.64,0.0,0.04,0.96,0.12,0.88,0.08,0.92,0.12,0.88,CHI,1.71,1.69,14.53,540.84,190.45,26.98,54.98,81.96,41.75,22.67,10.0,37.75,52.69,177.39,70.7,51.28,36.84,41.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.45,81.96,41.75,22.67,37.75,6.84,1.66,0.38,0.87,1.47,0.0,1.95,0.35,8.78,3.79,0.9,1.64,0.53,0.4,0.72,28.33,21.96,67.78,0.34,0.03,1.9,0.19,0.07,1.13,0.82,28.24,2.78,7.25,4.58,0.23,2.08,2.68,5.61,2.42,3.22,2.19,1.9,0.84,0.21,53.83,10.51,72.21,0.33,217.53,91.37,89.24,66.23,717.67,38.27,258.24,110.47,26.22,31.3,9.27,55.73,10.7,265.49,115.05,26.45,47.35,45.27
9,0,0.76,0,0.37,0.3,0.28,0.53,0.68,0.43,0.55,0.52,0.56,0.63,0.54,0.64,0.61,0.55,0.43,0.47,0.35,0.48,0.7,0.59,0.52,0.47,0.49,0.41,0.63,0.75,0.69,0.71,0.47,0.34,0.64,0.45,0.68,1.0,0.82,0.03,0.27,0.73,0.25,0.75,0.39,0.61,0.21,0.79,CHI,1.71,1.69,16.18,592.91,220.91,32.13,66.31,98.44,48.95,22.95,10.35,41.93,51.93,198.98,81.37,64.22,44.46,42.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.91,98.44,48.95,22.95,41.93,8.41,1.84,0.35,0.83,1.6,0.67,1.97,0.38,8.85,4.31,1.04,1.55,0.5,0.39,0.73,26.68,18.32,53.88,0.42,0.02,0.92,0.03,0.02,0.63,0.28,11.27,0.89,2.64,1.53,0.07,0.87,0.9,2.07,0.86,1.18,0.84,0.63,0.26,0.07,56.66,11.75,79.01,0.29,210.24,89.53,81.05,55.42,654.88,38.43,241.9,117.44,26.65,21.53,7.43,57.58,11.78,244.54,118.97,26.72,44.71,43.84
10,0,0.67,0,0.37,0.3,0.28,0.53,0.58,0.56,0.69,0.37,0.4,0.59,0.56,0.64,0.57,0.54,0.44,0.49,0.46,0.48,0.64,0.59,0.5,0.45,0.44,0.42,0.59,0.68,0.62,0.59,0.53,0.37,0.57,0.42,0.63,1.0,0.79,0.03,0.29,0.71,0.34,0.66,0.31,0.69,0.35,0.65,CHI,1.71,1.69,17.61,645.41,246.87,35.26,73.78,109.04,52.89,25.7,13.16,45.5,56.73,213.46,90.64,76.62,53.8,35.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.87,109.04,52.89,25.7,45.5,8.64,1.82,0.47,0.88,1.62,0.33,1.82,0.59,8.74,3.93,0.92,1.64,0.48,0.41,0.71,27.79,17.37,52.07,0.34,0.04,0.87,0.0,0.0,0.72,0.14,8.99,0.27,2.55,0.86,0.31,0.59,0.65,1.75,0.79,0.92,0.67,0.21,0.68,0.29,53.48,15.02,77.25,0.41,216.93,93.6,72.69,52.95,649.56,30.9,251.28,108.15,25.52,33.0,11.13,54.35,15.02,253.82,109.01,25.83,45.76,45.18
11,0,0.59,0,0.37,0.3,0.28,0.56,0.55,0.6,0.65,0.45,0.39,0.45,0.6,0.61,0.54,0.47,0.38,0.52,0.49,0.53,0.71,0.63,0.45,0.38,0.5,0.52,0.55,0.63,0.57,0.65,0.5,0.43,0.47,0.4,0.67,1.0,0.75,0.04,0.4,0.6,0.54,0.46,0.29,0.71,0.43,0.57,CHI,1.71,1.69,18.24,663.8,258.68,33.93,79.26,113.2,53.42,25.82,14.58,47.71,56.44,217.67,94.37,76.92,56.08,37.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.68,113.2,53.42,25.82,47.71,8.72,1.75,0.52,0.86,1.65,0.17,1.44,0.61,7.89,4.29,0.7,1.75,0.46,0.44,0.71,28.22,18.43,61.56,0.34,0.03,1.73,0.44,0.0,1.14,0.57,23.37,1.63,6.16,4.56,0.42,1.22,3.23,5.69,2.16,1.09,0.77,1.33,2.86,1.07,42.25,15.43,85.09,0.6,179.84,79.3,66.08,46.6,627.76,31.4,222.51,116.49,19.33,45.16,17.31,43.98,15.88,228.68,121.06,19.75,49.85,48.62
2,0,0.14,1,1.0,0.0,0.28,0.34,0.12,0.28,0.24,0.36,0.34,0.42,0.17,0.27,0.51,0.55,0.39,0.57,0.18,0.27,0.26,0.09,0.35,0.28,0.14,0.12,0.06,0.08,0.0,0.51,0.65,0.72,0.62,0.18,0.27,0.0,0.16,0.4,0.55,0.45,0.8,0.2,0.25,0.75,0.64,0.35,CLE,3.0,3.0,17.84,653.59,226.34,33.9,60.91,94.8,53.21,25.27,8.88,51.35,64.96,188.18,84.5,57.62,43.31,39.79,5.08,3.35,122.49,36.72,7.53,13.92,21.45,9.55,5.26,8.2,9.67,35.03,13.96,9.13,6.62,8.96,263.06,116.25,62.76,30.54,59.55,9.26,2.11,0.36,1.04,2.05,1.0,1.83,0.38,9.12,3.96,1.06,1.9,0.54,0.44,0.74,28.03,15.57,67.25,0.29,0.15,7.48,1.28,0.0,4.79,2.9,113.77,9.66,34.56,21.1,5.01,6.98,13.51,32.23,13.22,9.37,6.74,7.59,5.79,1.37,46.08,9.34,61.55,0.91,186.17,83.94,58.49,43.91,638.05,35.03,223.29,96.58,25.82,33.87,11.49,53.56,10.62,257.85,117.67,30.84,55.25,48.27
3,0,0.05,0,0.33,0.0,0.28,0.27,0.07,0.17,0.14,0.25,0.26,0.32,0.27,0.3,0.43,0.31,0.42,0.29,0.15,0.18,0.09,0.08,0.12,0.09,0.18,0.19,0.13,0.07,0.02,0.27,0.38,0.36,0.48,0.34,0.09,0.0,0.08,0.43,0.68,0.32,0.84,0.15,0.47,0.53,0.72,0.28,CLE,1.67,2.33,17.63,642.69,210.75,31.32,64.52,95.84,50.33,25.99,8.19,45.05,56.64,181.16,79.9,54.39,40.63,31.58,3.34,2.25,82.2,24.91,5.09,7.87,12.97,6.71,3.31,5.07,6.94,22.73,9.49,5.98,4.66,4.8,235.66,108.8,57.04,29.3,50.12,8.44,1.95,0.36,0.99,1.76,0.33,1.87,0.4,9.19,4.42,1.12,1.81,0.57,0.45,0.71,29.22,18.09,65.61,0.31,0.12,5.78,1.63,0.0,3.65,2.45,93.79,8.16,29.18,15.08,3.6,5.63,9.15,25.57,11.39,7.06,5.48,5.93,3.91,0.91,50.53,9.81,76.42,0.48,208.03,94.27,61.98,46.33,717.69,38.96,243.29,115.38,30.28,27.15,8.41,56.32,11.43,272.47,130.46,33.88,53.63,48.01
4,0,0.45,1,0.17,0.0,0.28,0.25,0.09,0.23,0.17,0.26,0.27,0.28,0.31,0.32,0.37,0.31,0.3,0.24,0.14,0.18,0.2,0.13,0.16,0.13,0.23,0.24,0.1,0.13,0.06,0.38,0.35,0.33,0.31,0.31,0.19,0.0,0.16,0.44,0.47,0.53,0.52,0.48,0.45,0.55,0.51,0.49,CLE,0.83,1.17,18.8,684.41,227.76,32.5,71.31,103.8,51.29,25.29,8.57,46.19,58.64,196.29,85.2,59.52,45.51,35.92,1.67,1.12,41.1,12.46,2.55,3.94,6.48,3.36,1.66,2.54,3.47,11.37,4.75,2.99,2.33,2.4,240.21,110.29,54.65,26.95,48.73,8.32,1.86,0.33,0.92,1.69,0.17,2.02,0.25,8.79,3.97,0.94,1.88,0.53,0.4,0.74,26.74,17.93,56.9,0.3,0.05,4.0,0.38,0.0,1.51,0.87,36.93,2.74,11.39,6.38,1.64,1.94,4.0,11.08,4.11,3.01,2.32,2.38,2.79,0.85,51.64,6.99,72.45,0.67,211.33,87.83,63.46,47.47,674.49,33.07,238.41,105.52,25.18,45.9,15.27,55.64,7.37,249.79,111.9,26.82,49.35,47.41
2,0,0.29,0,0.0,0.3,0.28,0.39,0.23,0.19,0.19,0.38,0.37,0.37,0.17,0.26,0.28,0.35,0.37,0.34,0.44,0.29,0.44,0.32,0.14,0.1,0.31,0.3,0.46,0.27,0.28,0.5,0.41,0.45,0.42,0.27,0.36,0.0,0.16,0.3,0.5,0.5,0.67,0.33,0.34,0.66,0.64,0.35,CON,1.0,2.0,23.2,827.6,299.39,40.83,79.24,120.07,63.19,33.32,16.01,59.33,68.92,256.02,113.85,69.06,50.79,59.31,2.57,2.19,81.23,22.25,2.8,7.46,10.26,5.33,2.2,5.06,6.43,23.77,9.14,4.08,2.68,5.53,321.65,130.33,68.52,35.52,64.39,10.23,2.22,0.56,1.14,2.08,0.0,2.46,0.7,10.23,4.78,1.3,2.25,0.62,0.43,0.72,30.34,23.99,77.08,0.49,0.07,5.27,2.09,0.0,2.57,2.25,82.13,6.97,22.03,12.39,2.62,5.19,9.39,22.23,9.08,4.41,2.79,3.0,5.13,1.07,71.02,20.31,90.73,0.68,252.16,112.29,81.95,59.15,846.97,46.83,300.27,137.56,38.21,46.7,16.55,76.3,22.4,322.3,149.94,40.82,70.2,65.01
3,0,0.48,0,0.0,0.3,0.28,0.3,0.23,0.26,0.25,0.46,0.49,0.48,0.19,0.31,0.24,0.47,0.6,0.47,0.42,0.25,0.36,0.22,0.25,0.25,0.32,0.28,0.34,0.25,0.22,0.5,0.31,0.6,0.54,0.3,0.34,0.0,0.11,0.3,0.42,0.58,0.62,0.38,0.23,0.77,0.49,0.51,CON,0.33,0.67,21.17,766.69,271.94,41.12,73.23,114.35,56.57,36.32,14.56,57.66,67.49,234.81,99.5,70.09,51.98,61.92,0.86,0.73,27.08,7.42,0.93,2.49,3.42,1.78,0.73,1.69,2.14,7.92,3.05,1.36,0.89,1.84,279.35,117.77,58.34,37.05,59.35,9.18,1.94,0.49,1.23,1.98,0.0,1.84,0.44,9.75,4.12,1.15,1.97,0.57,0.42,0.74,27.65,20.41,66.15,0.41,0.03,2.02,0.58,0.0,1.27,0.76,35.21,2.71,10.23,3.79,0.72,2.07,2.46,10.87,4.26,1.69,1.12,1.33,2.22,0.59,49.51,12.18,74.23,0.59,232.93,100.4,63.72,47.27,743.09,39.29,268.91,113.52,31.83,62.76,20.84,51.53,12.76,279.14,117.32,32.55,55.41,53.34
4,0,0.52,1,0.0,0.3,0.28,0.32,0.23,0.37,0.34,0.42,0.46,0.43,0.17,0.27,0.21,0.54,0.59,0.34,0.37,0.29,0.35,0.21,0.35,0.36,0.32,0.26,0.43,0.28,0.28,0.47,0.36,0.48,0.56,0.29,0.36,0.0,0.15,0.29,0.46,0.54,0.61,0.39,0.32,0.68,0.57,0.43,CON,0.17,0.33,19.04,700.56,251.5,35.12,65.71,100.83,52.32,33.25,11.9,50.71,63.48,214.07,90.42,69.3,52.35,55.5,0.43,0.37,13.54,3.71,0.47,1.24,1.71,0.89,0.37,0.84,1.07,3.96,1.52,0.68,0.45,0.92,255.21,102.54,53.21,33.61,51.56,9.02,1.85,0.45,1.21,1.83,0.0,2.12,0.39,9.4,4.15,1.38,1.81,0.58,0.42,0.74,27.83,21.32,66.58,0.44,0.01,1.24,0.19,0.0,0.43,0.43,15.08,1.11,3.82,1.97,0.46,0.87,1.34,4.31,1.63,0.57,0.35,0.63,1.03,0.22,61.21,10.32,73.73,0.51,223.16,93.71,68.45,51.91,759.18,37.66,258.11,111.39,38.63,58.27,18.78,62.44,10.51,261.94,113.36,39.09,50.92,50.05
5,0,0.43,1,0.5,0.0,0.28,0.38,0.36,0.43,0.41,0.47,0.52,0.43,0.37,0.43,0.32,0.59,0.54,0.22,0.33,0.36,0.4,0.33,0.45,0.44,0.36,0.37,0.5,0.47,0.44,0.51,0.45,0.42,0.46,0.21,0.43,0.5,0.46,0.25,0.5,0.5,0.58,0.42,0.44,0.56,0.51,0.49,CON,1.0,1.0,20.07,727.63,266.01,34.71,74.08,108.79,58.35,31.98,11.4,48.79,66.46,226.66,94.66,75.22,56.83,60.51,1.85,1.34,47.63,16.37,1.41,4.77,6.18,4.02,1.71,2.26,4.25,13.09,5.92,4.66,3.76,2.99,282.38,114.97,62.37,33.69,51.05,9.4,2.03,0.42,1.14,1.7,0.0,1.87,0.5,10.16,4.51,1.27,1.64,0.58,0.43,0.76,29.66,20.89,74.24,0.49,0.06,3.26,0.68,0.0,2.02,1.25,48.83,4.6,17.77,6.94,1.63,2.06,5.35,15.1,6.79,4.54,3.7,1.59,2.67,0.49,53.69,13.86,84.81,0.8,250.12,106.43,67.81,52.22,770.7,40.98,284.99,125.79,35.56,58.13,19.91,56.96,14.53,302.76,132.73,37.2,48.8,46.74
