year,confID,rank,playoff,firstRound,semis,finals,o_fgm,o_fga,o_ftm,o_fta,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,d_fgm,d_fga,d_fta,d_3pm,d_3pa,d_oreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,GP,attend,win_percentage,loss_percentage,home_win_percentage,home_loss_percentage,away_win_percentage,away_loss_percentage,conference_win_percentage,conference_loss_percentage,tmID_encoded,Avg_Rebounds_Per_Game,Avg_Steals_Per_Game,Avg_Turnovers_Per_Game,FG%,FT%,GP_8,GS,PF,POSITION_METRIC,PostBlocks,PostDQ,PostftAttempted,PostoRebounds,PostthreeAttempted,Usability,award,birthYear,dq,fgAttempted,ftMade,height,minutes,num_seasons,oRebounds,threeAttempted,total_blocks,total_rebounds,total_steals,total_turnovers,weight,tmID
9,0,4.19,0,0.42,0.2,0.11,835.93,1982.07,472.89,634.48,444.17,325.42,707.28,1032.7,511.85,644.65,259.84,500.07,121.16,837.15,1984.59,634.14,149.91,443.7,326.2,1033.44,513.79,644.2,260.45,498.94,119.41,32.99,143601.36,0.5,0.5,0.6,0.4,0.39,0.61,0.5,0.5,0.0,2.5,0.66,1.61,0.4,0.72,29.74,13.8,56.25,0.29,0.28,0.06,4.99,1.29,8.07,0.45,0.05,1980.72,0.24,199.81,37.26,70.64,565.23,7.21,20.18,60.89,5.41,84.5,22.91,55.09,150.68,ATL
10,0,7.0,1,0.0,0.0,0.0,895.0,2258.0,542.0,725.0,598.0,340.0,737.0,1077.0,492.0,796.0,285.0,593.0,142.0,1014.0,2254.0,918.0,172.0,502.0,401.0,1265.0,684.0,726.0,310.0,561.0,134.0,34.0,141379.0,0.12,0.88,0.06,0.94,0.18,0.82,0.1,0.9,0.0,4.27,0.88,1.75,0.45,0.72,29.35,18.51,68.69,0.39,0.51,0.0,2.9,0.91,1.91,0.56,0.05,1980.82,0.69,225.07,52.09,72.89,665.95,7.06,38.76,39.96,13.52,126.98,26.17,51.01,157.87,ATL
11,0,3.67,1,0.33,0.0,0.0,1024.33,2371.33,560.0,745.0,448.67,382.67,815.67,1198.33,528.67,759.33,314.33,591.0,128.0,1002.0,2326.67,844.0,178.0,520.67,369.0,1204.33,638.0,708.67,334.67,587.67,133.33,34.0,127617.67,0.39,0.61,0.49,0.51,0.29,0.71,0.34,0.66,9.42,3.39,0.96,1.49,0.43,0.72,30.95,14.21,59.25,0.33,0.11,0.0,2.32,0.81,2.33,0.51,0.12,1983.6,0.6,198.76,44.34,72.21,641.6,4.26,33.14,37.84,10.97,108.41,31.14,49.89,162.48,ATL
2,0,8.0,1,0.0,0.0,0.0,812.0,1903.0,431.0,577.0,386.0,305.0,630.0,935.0,551.0,713.0,222.0,496.0,90.0,879.0,1930.0,716.0,138.0,423.0,326.0,990.0,596.0,596.0,259.0,426.0,123.0,32.0,90963.0,0.25,0.75,0.31,0.69,0.19,0.81,0.24,0.76,1.0,3.01,0.99,1.92,0.42,0.77,29.94,17.27,69.46,0.35,0.19,0.0,0.9,1.0,1.27,0.63,0.0,1972.13,0.59,228.86,53.81,70.18,763.84,5.82,26.22,66.67,9.35,91.66,30.44,59.83,157.16,CHA
3,0,5.33,1,0.67,0.67,0.33,768.0,1821.0,417.0,544.33,414.0,307.67,636.0,943.67,495.0,641.0,218.67,481.33,106.0,781.0,1874.0,613.33,122.0,387.0,338.0,937.33,494.0,584.67,257.67,440.0,123.67,32.0,100671.0,0.46,0.54,0.56,0.44,0.35,0.65,0.56,0.44,1.0,3.15,0.86,1.82,0.4,0.77,29.9,20.23,66.29,0.32,2.3,0.0,7.53,4.8,9.68,0.61,0.0,1972.82,0.75,214.73,50.13,70.82,746.93,6.01,31.66,57.33,14.76,111.7,30.66,64.84,162.81,CHA
4,0,3.67,1,0.58,0.33,0.17,769.0,1805.5,453.5,603.67,470.5,304.83,644.5,949.33,495.5,644.0,229.83,444.67,105.5,779.5,1840.5,605.67,127.5,379.5,316.5,926.17,491.5,592.33,232.83,432.0,113.33,32.0,103670.5,0.51,0.49,0.62,0.37,0.4,0.6,0.56,0.44,1.0,3.42,0.97,1.64,0.42,0.78,29.98,22.0,68.07,0.32,1.5,0.0,5.4,3.87,7.7,0.63,0.0,1973.63,0.67,219.91,54.89,70.58,779.24,6.88,33.56,61.58,12.75,117.26,33.58,57.0,158.66,CHA
5,0,3.0,0,0.55,0.2,0.1,776.2,1835.7,454.5,598.2,489.1,319.7,638.3,958.0,496.9,665.2,249.5,465.6,109.3,783.7,1865.1,630.2,131.7,390.5,344.3,958.5,491.3,597.8,245.3,446.8,109.6,32.8,110226.7,0.52,0.48,0.68,0.32,0.36,0.64,0.54,0.46,1.0,3.66,1.04,1.82,0.41,0.77,31.63,25.69,81.29,0.3,1.18,0.0,4.24,3.27,6.2,0.66,0.0,1974.02,0.77,227.67,57.33,71.09,844.68,7.27,36.77,60.74,14.62,126.96,35.93,63.47,165.15,CHA
6,0,3.67,0,0.37,0.13,0.07,765.8,1805.13,448.33,595.47,479.07,298.47,630.87,929.33,473.27,659.47,236.33,470.07,117.53,789.13,1887.4,615.8,131.13,376.67,352.2,971.0,499.53,596.87,244.53,443.53,111.07,33.2,112278.8,0.5,0.5,0.65,0.35,0.35,0.65,0.49,0.51,1.0,3.94,1.04,1.76,0.4,0.75,32.49,27.27,83.68,0.38,1.57,0.03,5.38,3.95,5.63,0.66,0.0,1976.97,0.79,277.69,60.79,72.46,864.66,9.0,41.19,64.82,22.09,142.38,37.37,63.7,170.46,CHA
7,0,4.33,0,0.26,0.1,0.05,767.57,1835.95,447.95,603.62,428.19,303.48,624.62,928.1,478.9,678.76,249.95,488.62,116.24,806.81,1887.57,643.57,129.1,365.9,353.0,995.0,498.52,613.19,251.52,469.38,121.05,33.43,108214.57,0.41,0.59,0.55,0.45,0.27,0.73,0.41,0.59,1.0,3.79,1.01,1.78,0.39,0.74,31.42,25.08,81.03,0.35,1.07,0.02,3.68,2.66,3.66,0.64,0.0,1977.19,0.95,254.88,58.31,72.73,815.82,8.77,39.56,50.6,19.26,131.03,34.84,60.82,169.7,CHA
7,0,4.19,0,0.42,0.2,0.11,835.93,1982.07,472.89,634.48,444.17,325.42,707.28,1032.7,511.85,644.65,259.84,500.07,121.16,837.15,1984.59,634.14,149.91,443.7,326.2,1033.44,513.79,644.2,260.45,498.94,119.41,32.99,143601.36,0.5,0.5,0.6,0.4,0.39,0.61,0.5,0.5,2.0,2.21,0.63,1.18,0.38,0.68,30.17,16.52,66.6,0.26,0.38,0.05,4.7,1.78,3.17,0.47,0.0,1978.66,0.5,151.65,27.19,72.3,593.66,6.43,25.82,52.76,8.65,76.35,20.78,40.32,161.61,CHI
8,0,7.0,0,0.0,0.0,0.0,858.0,2175.0,449.0,643.0,536.0,357.0,680.0,1037.0,509.0,674.0,277.0,527.0,125.0,971.0,2147.0,736.0,200.0,536.0,379.0,1239.0,623.0,584.0,262.0,535.0,120.0,34.0,57635.0,0.15,0.85,0.18,0.82,0.12,0.88,0.2,0.8,2.0,3.26,0.9,1.46,0.39,0.71,28.52,18.83,59.92,0.3,0.1,0.0,2.32,1.14,1.28,0.58,0.0,1980.89,0.25,214.5,49.7,71.76,685.8,6.29,32.29,33.32,11.3,102.11,26.83,44.37,165.41,CHI
9,0,6.33,0,0.0,0.0,0.0,902.67,2243.0,475.67,696.33,541.33,374.33,748.0,1122.33,567.67,647.33,267.0,515.67,116.33,965.67,2211.0,673.33,189.33,499.33,379.0,1229.67,597.0,650.0,248.67,555.67,132.0,34.0,63583.0,0.32,0.68,0.29,0.71,0.35,0.65,0.27,0.73,2.0,4.45,0.94,1.61,0.41,0.71,30.47,21.36,66.33,0.43,0.25,0.03,2.45,1.16,0.36,0.61,0.16,1980.98,0.37,241.58,65.47,71.64,762.9,6.37,49.98,18.68,14.64,145.74,29.26,51.78,163.46,CHI
10,0,5.67,0,0.0,0.0,0.0,900.83,2171.5,519.83,754.17,441.17,365.67,759.0,1124.67,557.83,643.17,268.0,520.33,132.67,941.33,2207.0,664.17,179.67,503.67,372.5,1194.83,564.0,665.5,251.83,538.83,128.0,34.0,62864.5,0.34,0.66,0.38,0.62,0.29,0.71,0.38,0.62,2.0,4.1,0.92,1.65,0.4,0.71,30.18,17.72,62.57,0.34,0.03,0.0,0.86,0.36,0.52,0.58,0.04,1982.58,0.58,231.17,59.79,71.62,712.6,5.32,39.08,28.62,14.98,125.94,28.17,50.8,161.36,CHI
11,0,5.4,0,0.0,0.0,0.0,912.5,2157.3,522.7,729.7,453.1,342.2,765.8,1108.0,547.5,627.9,260.4,525.0,134.8,966.4,2231.8,643.7,190.2,539.4,367.1,1179.3,582.4,653.7,260.3,518.9,125.2,34.0,64459.5,0.39,0.61,0.51,0.49,0.27,0.73,0.41,0.59,9.42,4.28,0.69,1.73,0.44,0.73,28.94,18.54,64.05,0.31,0.64,0.0,2.41,1.66,2.47,0.55,0.01,1981.56,0.67,187.43,49.31,74.1,651.1,5.67,35.26,40.47,17.05,131.02,20.47,52.16,170.48,CHI
2,0,2.0,1,1.0,0.5,0.0,809.0,1828.0,426.0,570.0,407.0,331.0,603.0,934.0,539.0,647.0,259.0,538.0,91.0,774.0,1761.0,583.0,119.0,368.0,277.0,873.0,540.0,693.0,305.0,552.0,95.0,32.0,137532.0,0.53,0.47,0.81,0.19,0.25,0.75,0.62,0.38,3.0,3.45,0.95,1.8,0.44,0.74,29.6,16.76,73.43,0.31,1.45,0.0,11.01,8.54,6.52,0.58,0.0,1974.93,1.11,198.15,49.06,71.4,686.27,6.28,39.08,32.57,11.41,128.54,34.3,62.01,167.79,CLE
3,0,1.33,0,0.67,0.17,0.0,778.33,1789.33,390.0,526.67,359.0,308.33,642.33,950.67,515.0,570.33,264.33,475.33,85.67,700.67,1750.33,490.33,127.67,400.67,290.33,885.0,469.33,629.0,251.67,514.67,116.33,32.0,144092.67,0.64,0.36,0.85,0.15,0.42,0.58,0.68,0.32,3.0,3.93,1.04,1.63,0.45,0.72,29.89,18.53,66.83,0.31,1.62,0.0,7.04,5.97,4.18,0.61,0.0,1975.46,0.48,213.35,46.66,71.86,735.81,6.5,39.23,29.46,11.41,132.14,35.17,54.76,167.13,CLE
4,0,4.17,1,0.33,0.08,0.0,769.17,1804.67,410.0,539.83,366.5,301.67,658.17,959.83,497.5,568.67,242.67,463.17,84.33,748.83,1792.17,505.67,138.33,420.83,284.17,901.5,499.67,621.0,246.83,471.33,112.67,32.0,146588.33,0.47,0.53,0.55,0.45,0.4,0.6,0.51,0.49,3.0,3.97,0.93,1.78,0.41,0.75,28.8,19.75,63.09,0.3,0.4,0.0,3.19,2.53,2.96,0.62,0.02,1976.14,0.78,237.82,52.51,70.63,740.02,7.44,36.3,53.36,8.04,123.27,29.83,54.73,161.74,CLE
2,0,3.0,0,0.5,0.0,0.0,833.0,1911.0,397.0,546.0,424.0,319.0,606.0,925.0,473.0,583.0,255.0,486.0,130.0,851.0,1964.0,495.0,153.0,450.0,348.0,1017.0,536.0,637.0,264.0,500.0,108.0,32.0,117810.0,0.5,0.5,0.69,0.31,0.31,0.69,0.62,0.38,4.0,4.5,1.25,2.13,0.43,0.72,30.72,24.96,79.46,0.5,2.19,0.0,4.6,3.13,5.31,0.69,0.0,1973.28,0.7,260.26,60.94,71.98,869.94,7.44,48.28,48.07,23.33,154.69,42.16,72.11,175.09,CON
3,0,4.33,0,0.17,0.0,0.0,789.67,1913.0,419.0,573.33,496.0,343.67,611.33,955.0,459.0,623.0,298.33,516.67,126.67,821.0,1875.33,568.33,155.67,442.0,326.67,989.0,534.67,612.33,286.67,530.67,112.0,32.0,118519.33,0.44,0.56,0.65,0.35,0.23,0.77,0.49,0.51,4.0,4.04,1.13,1.9,0.41,0.74,29.04,21.97,70.27,0.41,0.56,0.0,1.68,1.3,2.28,0.66,0.0,1974.54,0.63,247.86,50.07,71.93,791.33,7.22,41.75,65.28,13.13,124.6,34.37,58.36,170.53,CON
4,0,4.67,1,0.08,0.0,0.0,798.83,1913.5,456.0,609.67,478.5,331.83,603.17,935.0,452.5,646.0,296.67,486.33,119.83,812.5,1868.67,618.17,155.83,432.0,344.33,1017.5,526.83,624.67,268.83,535.83,110.0,32.0,116178.17,0.47,0.53,0.64,0.36,0.3,0.7,0.56,0.44,4.0,4.07,1.35,1.8,0.41,0.74,29.64,22.88,72.15,0.44,0.18,0.0,0.54,0.63,1.07,0.68,0.04,1973.64,0.55,240.62,55.19,70.75,808.49,7.59,39.85,63.26,10.32,122.24,40.82,54.24,165.25,CON
5,0,4.0,1,0.45,0.2,0.0,824.9,1988.9,465.2,624.2,506.7,332.3,666.7,999.0,479.5,652.8,286.0,465.4,116.3,833.1,1962.8,640.1,162.3,473.6,353.0,1081.7,537.3,642.4,262.1,511.9,101.2,32.8,110680.1,0.49,0.51,0.62,0.38,0.37,0.63,0.52,0.48,4.0,4.38,1.24,1.65,0.43,0.75,30.75,22.36,78.58,0.49,0.62,0.0,3.85,1.48,2.54,0.66,0.03,1974.29,0.8,263.55,53.49,71.63,812.19,8.08,43.97,59.58,14.42,140.55,39.17,52.6,172.24,CON
6,0,3.0,1,0.63,0.47,0.17,841.93,2009.6,454.8,612.8,493.47,328.53,685.8,1014.33,510.33,638.53,290.33,464.27,109.53,841.4,1973.87,626.4,156.53,443.73,337.33,1075.47,546.53,637.27,254.4,505.27,105.13,33.2,111792.4,0.51,0.49,0.61,0.39,0.4,0.6,0.58,0.42,4.0,4.21,1.11,1.87,0.42,0.76,31.49,23.18,78.36,0.44,1.98,0.02,14.29,4.41,7.21,0.65,0.0,1977.53,0.6,249.27,58.3,64.19,824.23,8.0,38.93,56.19,24.75,150.4,39.94,66.76,182.04,CON
7,0,2.43,1,0.74,0.62,0.4,863.1,2014.0,471.14,634.29,459.05,326.67,715.0,1041.67,528.24,634.38,274.81,460.76,115.38,839.57,2009.9,618.57,146.67,431.24,340.95,1076.19,531.81,648.05,255.43,487.19,97.67,33.43,114692.86,0.58,0.42,0.67,0.33,0.49,0.51,0.6,0.4,4.0,4.46,1.13,1.92,0.43,0.73,31.32,25.89,77.69,0.47,3.17,0.01,20.28,6.45,10.71,0.68,0.05,1977.1,0.43,285.97,71.26,63.41,879.29,8.02,40.95,54.45,24.67,167.26,42.53,72.1,181.77,CON
8,0,2.07,1,0.8,0.59,0.3,892.82,2064.5,489.61,644.46,471.79,330.5,767.75,1098.25,553.68,608.29,269.11,474.07,124.79,866.68,2096.68,588.93,150.75,450.43,348.21,1095.39,530.86,647.54,259.82,486.89,99.0,33.57,117543.64,0.63,0.37,0.71,0.29,0.54,0.46,0.64,0.36,4.0,3.93,0.96,1.69,0.42,0.76,31.17,21.76,67.11,0.43,2.44,0.01,14.0,4.62,10.67,0.61,0.05,1978.72,0.19,247.37,60.34,63.53,777.65,7.53,33.43,55.87,20.61,142.3,34.91,62.52,178.42,CON
9,0,2.28,1,0.74,0.46,0.24,916.86,2122.83,487.03,637.92,494.06,335.72,790.03,1125.75,568.19,615.56,269.75,488.72,131.72,890.97,2145.64,597.17,154.14,458.11,345.72,1113.97,542.0,644.31,256.75,495.14,95.89,33.67,121531.72,0.6,0.4,0.65,0.35,0.55,0.45,0.61,0.39,4.0,3.56,0.94,1.84,0.42,0.76,31.88,18.96,67.83,0.37,0.98,0.04,10.77,2.91,7.27,0.58,0.0,1980.91,0.37,241.17,64.29,71.13,748.39,6.83,33.7,49.05,8.69,127.47,32.78,66.59,170.48,CON
10,0,2.11,0,0.71,0.38,0.19,935.53,2173.61,502.14,659.89,534.72,343.86,819.72,1163.58,584.06,617.47,255.56,489.28,125.11,910.36,2194.0,606.58,155.19,467.69,349.19,1139.28,545.36,658.19,254.94,494.72,96.83,33.83,124006.92,0.62,0.38,0.68,0.32,0.55,0.45,0.62,0.38,4.0,3.59,0.81,1.7,0.41,0.75,31.77,18.64,68.59,0.35,0.68,0.02,7.54,3.27,5.97,0.55,0.0,1982.08,0.37,244.83,59.47,71.37,718.48,5.44,35.38,56.84,11.08,127.76,28.37,60.98,170.05,CON
11,0,2.86,0,0.57,0.29,0.15,950.75,2235.08,508.42,670.06,561.92,347.92,832.56,1180.47,596.42,628.78,251.25,482.25,126.75,926.42,2222.81,636.03,155.64,474.22,345.44,1175.94,541.78,666.03,252.58,505.44,102.56,33.94,122932.64,0.59,0.41,0.69,0.31,0.49,0.51,0.59,0.41,9.42,3.1,0.75,1.81,0.42,0.79,30.25,12.76,59.81,0.32,0.77,0.04,4.55,3.1,3.73,0.57,0.04,1981.59,0.47,253.12,49.38,70.66,697.18,5.79,30.11,70.84,10.77,101.93,24.73,58.89,165.72,CON
2,0,5.0,0,0.0,0.0,0.0,868.0,1980.0,519.0,699.0,273.0,341.0,644.0,985.0,503.0,701.0,260.0,530.0,88.0,905.0,1967.0,652.0,136.0,372.0,331.0,971.0,513.0,672.0,284.0,543.0,148.0,32.0,107289.0,0.44,0.56,0.5,0.5,0.38,0.62,0.48,0.52,5.0,3.95,0.94,1.97,0.44,0.75,30.6,25.2,75.13,0.35,0.0,0.0,0.0,0.0,0.0,0.63,0.0,1973.38,0.38,251.46,65.67,71.78,780.75,6.51,42.95,25.12,9.82,123.2,28.47,60.77,163.53,DET
3,0,6.33,0,0.0,0.0,0.0,805.33,1936.0,447.67,594.33,361.0,329.67,628.67,958.33,480.33,635.0,236.67,508.67,84.0,867.0,1880.33,606.0,130.0,350.67,296.33,977.67,463.0,618.0,269.33,503.0,122.0,32.0,108661.67,0.35,0.65,0.42,0.58,0.29,0.71,0.38,0.62,5.0,3.26,0.75,1.69,0.4,0.72,28.92,15.15,65.06,0.44,0.0,0.0,0.0,0.0,0.01,0.54,0.0,1976.52,0.41,207.11,46.96,71.3,651.17,8.35,36.71,23.59,9.77,98.64,22.52,51.05,169.91,DET
4,0,7.17,1,0.0,0.0,0.0,785.67,1927.5,459.83,622.67,362.5,344.83,673.83,1018.67,479.17,622.0,218.83,524.83,108.0,847.5,1932.17,605.5,138.0,398.83,305.17,980.33,464.0,627.5,273.17,473.0,130.5,32.0,101416.33,0.32,0.68,0.43,0.57,0.21,0.79,0.33,0.67,5.0,4.03,0.9,2.06,0.42,0.72,30.65,22.1,69.73,0.43,0.24,0.0,1.5,0.35,1.58,0.63,0.0,1976.65,0.43,241.54,64.99,72.15,785.66,8.17,42.75,54.43,19.59,127.1,28.38,64.45,161.38,DET
5,0,4.7,1,0.4,0.4,0.4,832.2,1958.1,525.5,726.4,346.7,358.5,744.7,1103.2,505.5,615.2,236.5,558.1,128.0,872.9,2073.7,585.7,147.2,455.7,339.1,1013.8,480.0,686.1,287.5,482.6,129.9,32.8,114308.6,0.48,0.52,0.56,0.44,0.41,0.59,0.5,0.5,5.0,4.88,0.95,2.04,0.42,0.71,31.69,23.05,74.58,0.47,3.05,0.0,13.35,8.54,4.91,0.64,0.2,1977.7,0.45,246.96,71.9,72.17,821.34,7.73,47.25,32.09,22.76,181.36,33.93,72.42,167.28,DET
6,0,4.13,1,0.43,0.27,0.27,846.13,2004.4,535.67,748.27,300.8,371.33,754.13,1125.47,525.0,626.13,250.0,543.07,134.67,868.6,2081.8,593.47,161.8,481.47,334.4,1027.53,491.67,700.07,288.0,487.07,130.27,33.2,129825.73,0.49,0.51,0.53,0.47,0.45,0.55,0.52,0.48,5.0,4.82,1.05,2.06,0.43,0.71,31.2,25.93,76.03,0.47,2.6,0.0,11.75,5.52,4.34,0.67,0.08,1977.02,0.71,262.39,75.88,72.05,851.98,7.78,47.98,34.16,22.32,171.25,36.88,71.94,166.98,DET
7,0,4.1,1,0.45,0.19,0.19,841.81,2020.29,528.05,755.62,282.86,382.95,768.1,1151.05,510.43,664.67,247.43,551.05,140.48,844.43,2042.71,639.33,159.57,474.19,316.86,1024.81,486.33,712.62,283.43,496.48,131.9,33.43,138262.95,0.48,0.52,0.58,0.42,0.39,0.61,0.53,0.47,5.0,4.39,1.02,2.11,0.41,0.71,31.0,24.54,82.36,0.48,1.71,0.1,7.82,3.74,4.54,0.68,0.04,1978.17,1.29,277.06,76.25,72.25,854.67,7.98,44.6,57.22,20.02,150.25,34.51,70.68,170.01,DET
8,0,3.57,1,0.59,0.39,0.39,861.11,2070.21,534.29,753.21,315.64,388.71,796.07,1184.79,525.82,676.25,238.82,547.54,139.61,843.32,2073.29,655.0,163.43,495.89,318.64,1039.61,483.25,717.71,281.32,498.86,125.93,33.57,143560.46,0.53,0.47,0.64,0.36,0.42,0.58,0.57,0.43,5.0,4.42,1.02,2.13,0.41,0.72,31.29,24.52,78.75,0.48,1.75,0.04,13.63,6.13,5.68,0.68,0.09,1977.75,0.83,275.85,84.69,71.54,858.18,8.37,44.68,58.76,14.41,160.79,36.21,75.47,169.19,DET
9,0,3.0,1,0.68,0.53,0.42,885.75,2112.61,547.78,760.28,343.72,386.78,826.06,1212.83,534.08,681.97,236.19,551.19,134.58,854.81,2115.22,669.0,172.22,521.25,316.5,1050.58,497.19,728.67,280.14,505.56,123.94,33.67,148488.81,0.57,0.43,0.66,0.34,0.49,0.51,0.6,0.4,5.0,4.48,0.99,1.93,0.42,0.73,31.29,21.08,76.6,0.49,2.3,0.14,14.8,8.41,9.73,0.65,0.15,1977.39,0.81,273.88,70.44,72.6,818.31,8.43,41.41,60.75,14.95,164.27,35.35,70.09,172.05,DET
10,0,2.36,1,0.79,0.67,0.57,910.36,2165.53,553.56,762.53,375.39,393.47,840.56,1234.03,552.53,694.56,245.0,540.25,132.56,857.72,2133.67,689.58,184.08,550.92,317.81,1062.67,503.64,741.17,268.69,521.08,122.14,33.83,154363.53,0.6,0.4,0.71,0.29,0.49,0.51,0.66,0.34,5.0,4.42,1.07,1.84,0.42,0.76,31.2,21.35,74.53,0.47,2.58,0.08,14.2,7.56,11.08,0.64,0.13,1978.26,0.64,259.86,65.32,72.5,813.38,7.77,40.96,66.24,15.81,162.41,38.21,66.97,167.38,DET
11,1,2.28,0,0.88,0.67,0.47,933.36,2205.69,554.53,758.42,392.53,391.28,851.75,1243.03,561.72,715.83,249.53,541.36,125.03,868.22,2158.11,723.94,192.19,572.69,318.42,1075.14,510.78,740.94,269.89,526.69,119.14,33.94,152788.81,0.6,0.4,0.71,0.29,0.49,0.51,0.64,0.36,9.42,3.41,0.95,1.67,0.4,0.77,28.2,15.92,54.48,0.26,0.24,0.04,5.42,1.55,5.98,0.54,0.12,1979.42,0.12,229.03,54.71,70.81,622.64,5.95,24.73,59.78,6.83,103.46,29.16,50.8,156.42,DET
2,1,2.0,1,1.0,1.0,1.0,891.0,1894.0,521.0,634.0,491.0,273.0,724.0,997.0,494.0,554.0,284.0,440.0,104.0,786.0,1938.0,508.0,124.0,418.0,290.0,902.0,473.0,648.0,233.0,480.0,85.0,32.0,196077.0,0.84,0.16,0.88,0.12,0.81,0.19,0.81,0.19,6.0,4.64,0.97,1.52,0.47,0.79,29.97,24.3,69.64,0.42,2.37,0.0,8.22,10.3,9.43,0.63,0.31,1971.65,0.47,217.67,52.58,73.08,790.25,6.83,44.72,54.43,14.88,174.87,35.89,57.04,178.51,HOU
3,1,3.33,1,0.67,0.33,0.33,795.0,1903.33,450.33,570.67,453.67,323.0,714.67,1037.67,448.67,524.0,262.0,437.33,98.0,755.33,1901.33,505.33,142.67,443.33,294.67,955.33,459.0,590.0,243.0,448.67,108.33,32.0,186102.33,0.68,0.32,0.75,0.25,0.6,0.4,0.68,0.32,6.0,4.75,1.31,1.92,0.44,0.77,30.06,23.62,63.38,0.38,0.84,0.0,9.6,5.42,7.46,0.68,0.41,1972.41,0.25,319.4,78.33,72.5,845.35,7.12,44.78,63.68,16.2,165.65,45.77,66.58,167.88,HOU
4,1,2.67,1,0.58,0.17,0.17,775.0,1840.67,451.67,577.83,392.83,311.0,708.33,1019.33,449.33,495.5,261.0,446.17,112.0,730.17,1890.67,478.67,146.83,466.17,301.83,964.17,452.5,598.0,252.5,456.33,89.67,32.0,187375.17,0.71,0.29,0.81,0.19,0.61,0.39,0.72,0.28,6.0,4.23,1.28,2.17,0.42,0.82,31.0,26.85,60.85,0.35,1.49,0.0,13.56,4.98,11.03,0.75,0.37,1972.5,0.09,315.39,89.76,71.89,929.61,7.03,37.38,70.92,14.66,146.8,44.92,74.53,162.09,HOU
5,1,2.4,0,0.55,0.1,0.1,796.2,1870.8,460.2,586.7,373.3,293.0,730.6,1023.6,455.6,493.3,249.0,447.7,118.8,767.7,1946.4,466.4,155.7,479.7,300.3,980.9,477.9,612.4,242.3,445.8,102.6,32.8,172506.3,0.66,0.34,0.82,0.18,0.51,0.49,0.67,0.33,6.0,3.97,1.05,1.81,0.41,0.75,29.38,20.13,57.66,0.31,1.58,0.0,6.98,3.91,6.01,0.63,0.26,1975.01,0.23,255.26,61.55,72.45,761.01,7.62,35.78,57.98,17.89,133.96,35.58,58.85,163.07,HOU
6,1,3.6,1,0.37,0.07,0.07,796.8,1891.53,459.47,596.13,368.2,299.0,728.4,1027.4,454.07,513.87,246.67,459.8,114.87,789.8,1966.93,487.93,154.47,464.47,311.87,1005.6,498.27,626.6,247.53,454.2,111.4,33.2,160822.53,0.57,0.43,0.72,0.28,0.42,0.58,0.55,0.45,6.0,4.73,1.23,2.16,0.42,0.77,30.71,26.15,70.22,0.38,0.87,0.02,6.37,3.14,3.88,0.75,0.15,1972.58,0.38,297.77,74.1,71.89,933.93,7.82,44.95,44.08,14.49,155.31,40.85,70.36,159.37,HOU
7,1,3.43,1,0.55,0.19,0.05,814.86,1899.67,478.76,622.95,321.57,292.43,715.71,1008.14,457.76,533.05,246.48,449.86,112.05,806.43,1960.38,508.24,152.62,452.62,301.05,992.86,510.48,643.29,233.1,461.86,111.29,33.43,149352.1,0.57,0.43,0.7,0.3,0.43,0.57,0.54,0.46,6.0,4.02,1.08,1.95,0.42,0.74,30.03,22.09,66.88,0.38,1.03,0.05,8.29,3.19,3.82,0.67,0.14,1974.79,0.46,254.27,63.55,71.66,821.56,8.32,35.0,35.56,14.17,133.77,36.51,64.31,160.61,HOU
8,1,3.32,0,0.54,0.14,0.04,843.14,1949.25,479.57,636.71,359.18,295.07,742.29,1037.36,476.32,554.04,247.86,478.89,105.04,836.82,2028.29,534.93,151.46,463.46,310.04,1025.64,514.36,658.71,249.32,476.14,105.71,33.57,144660.57,0.56,0.44,0.7,0.3,0.41,0.59,0.54,0.46,6.0,4.1,0.95,1.73,0.44,0.75,29.08,17.56,62.41,0.34,1.45,0.06,7.25,3.12,3.36,0.6,0.18,1976.9,0.6,237.97,58.01,72.65,708.88,7.67,34.9,37.93,14.72,132.49,31.25,55.47,165.06,HOU
9,1,3.69,0,0.42,0.11,0.03,859.11,1993.64,496.11,655.44,360.47,312.61,748.44,1061.06,494.47,576.47,257.0,513.14,105.92,856.19,2064.22,575.83,162.69,489.58,317.14,1033.94,530.72,662.78,262.81,496.56,117.78,33.67,143361.78,0.52,0.48,0.64,0.36,0.4,0.6,0.52,0.48,6.0,3.98,0.9,1.92,0.42,0.74,29.43,19.66,69.78,0.3,1.0,0.07,5.52,2.6,4.56,0.6,0.05,1977.4,0.63,236.5,60.77,72.0,716.7,8.27,36.15,47.49,12.66,128.59,29.16,61.28,164.08,HOU
2,0,7.0,0,0.0,0.0,0.0,796.0,1838.0,428.0,569.0,521.0,285.0,647.0,932.0,501.0,642.0,271.0,518.0,126.0,839.0,1868.0,669.0,109.0,358.0,321.0,954.0,528.0,612.0,267.0,476.0,75.0,32.0,180270.0,0.28,0.72,0.31,0.69,0.25,0.75,0.33,0.67,7.0,3.32,1.12,1.66,0.41,0.75,30.4,18.46,68.2,0.34,0.09,0.0,0.09,0.46,0.46,0.59,0.0,1974.64,0.93,209.66,45.03,70.86,729.05,4.7,29.48,75.62,8.87,103.52,35.03,50.96,163.72,IND
