year,confID,rank,playoff,firstRound,semis,finals,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,GP,min,attend,win_percentage,loss_percentage,home_win_percentage,home_loss_percentage,away_win_percentage,away_loss_percentage,conference_win_percentage,conference_loss_percentage,tmID,W_post,L_post,GS_weighted_mean,minutes_weighted_mean,points_weighted_mean,oRebounds_weighted_mean,dRebounds_weighted_mean,rebounds_weighted_mean,assists_weighted_mean,steals_weighted_mean,blocks_weighted_mean,turnovers_weighted_mean,PF_weighted_mean,fgAttempted_weighted_mean,fgMade_weighted_mean,ftAttempted_weighted_mean,ftMade_weighted_mean,threeAttempted_weighted_mean,total_points_weighted_mean,total_rebounds_weighted_mean,total_assists_weighted_mean,total_blocks_weighted_mean,total_steals_weighted_mean,total_turnovers_weighted_mean,FG%_weighted_mean,FT%_weighted_mean,award_weighted_mean,Avg_Points_Per_Game_weighted_mean,Avg_Rebounds_Per_Game_weighted_mean,Avg_Assists_Per_Game_weighted_mean,Avg_Blocks_Per_Game_weighted_mean,Avg_Steals_Per_Game_weighted_mean,Avg_Turnovers_Per_Game_weighted_mean,Usability_weighted_mean,POSITION_METRIC_weighted_mean,num_trophies,Avg_Assists_Per_Game,Avg_Blocks_Per_Game,Avg_Points_Per_Game,Avg_Rebounds_Per_Game,Avg_Steals_Per_Game,Avg_Turnovers_Per_Game,FG%,FT%,GP_6,GS,PF,POSITION_METRIC,Usability,assists,award,blocks,dRebounds,dq,fgAttempted,fgMade,ftAttempted,ftMade,minutes,oRebounds,points,rebounds,steals,threeAttempted,threeMade,total_assists,total_blocks,total_points,total_rebounds,total_steals,total_turnovers,turnovers
4,0,0.6,0,0.25,0.0,0.0,0.22,0.12,0.37,0.27,0.51,0.51,0.28,0.26,0.29,0.24,0.36,0.39,0.27,0.31,0.23,0.38,0.2,0.2,0.23,0.26,0.22,0.18,0.21,0.14,0.48,0.39,0.31,0.31,0.45,0.33,0.0,0.07,0.43,0.37,0.63,0.48,0.52,0.31,0.69,0.44,0.56,IND,0.5,1.0,17.15,633.85,219.58,30.13,64.82,94.95,47.71,28.24,10.44,45.65,57.24,183.22,76.34,60.61,48.09,53.03,230.28,100.12,50.31,10.62,28.88,48.23,0.4,0.77,0.07,8.19,3.57,1.92,0.37,1.06,1.76,0.58,0.3,0.5,2.21,0.46,9.4,4.65,1.34,1.87,0.4,0.74,27.96,19.23,66.49,0.42,0.63,57.27,0.16,13.29,82.91,1.19,209.69,88.2,82.48,64.16,727.6,42.54,262.88,125.45,36.45,62.12,22.32,61.14,14.08,283.65,136.5,38.01,54.04,50.15
5,0,0.59,0,0.15,0.0,0.0,0.29,0.22,0.36,0.26,0.57,0.57,0.34,0.28,0.32,0.35,0.46,0.48,0.27,0.34,0.3,0.39,0.22,0.3,0.3,0.29,0.23,0.2,0.24,0.17,0.53,0.39,0.26,0.37,0.56,0.37,0.4,0.34,0.42,0.41,0.59,0.54,0.46,0.31,0.69,0.46,0.54,IND,0.3,0.6,18.04,664.78,236.93,33.58,68.37,101.95,51.09,29.96,11.54,46.59,62.32,197.47,83.3,62.74,49.94,56.85,243.35,105.05,52.65,11.65,30.35,48.14,0.4,0.77,0.04,8.19,3.53,1.9,0.39,1.05,1.67,0.58,0.34,0.3,1.7,0.49,9.11,4.23,1.04,1.58,0.42,0.75,29.25,16.89,69.12,0.44,0.57,51.33,0.05,14.78,82.77,0.85,223.85,97.19,75.3,59.46,697.34,44.46,277.53,127.23,31.19,61.6,23.67,52.39,15.22,286.32,132.55,31.89,48.56,47.19
6,0,0.63,1,0.1,0.0,0.0,0.29,0.26,0.36,0.26,0.54,0.53,0.47,0.33,0.41,0.42,0.48,0.45,0.3,0.38,0.29,0.37,0.22,0.37,0.37,0.24,0.18,0.16,0.27,0.18,0.5,0.35,0.33,0.35,0.6,0.37,0.6,0.47,0.4,0.42,0.58,0.55,0.45,0.31,0.69,0.43,0.57,IND,0.2,0.4,18.51,683.98,240.76,36.46,71.26,107.72,54.09,29.65,12.46,47.28,63.48,205.68,84.93,64.25,50.98,56.01,245.04,109.79,55.13,12.54,29.9,48.31,0.39,0.77,0.08,8.02,3.58,1.91,0.41,1.01,1.63,0.58,0.36,0.53,1.85,0.53,9.27,4.61,1.08,1.68,0.41,0.77,31.26,19.96,78.49,0.41,0.59,58.18,0.08,16.69,92.15,1.49,245.11,103.17,82.01,64.7,749.2,51.15,291.79,143.3,34.1,57.18,20.75,59.09,17.03,298.37,147.24,34.72,53.35,52.32
7,0,0.49,1,0.36,0.14,0.0,0.29,0.27,0.36,0.27,0.5,0.51,0.47,0.33,0.42,0.4,0.52,0.55,0.3,0.33,0.28,0.34,0.19,0.37,0.38,0.22,0.16,0.14,0.3,0.19,0.4,0.38,0.31,0.43,0.52,0.34,0.71,0.58,0.41,0.49,0.51,0.62,0.38,0.36,0.64,0.52,0.48,IND,0.71,0.86,19.26,709.16,243.65,36.44,73.05,109.49,55.81,32.74,11.47,48.33,65.89,210.02,85.98,66.2,51.91,57.28,255.46,115.15,58.2,11.81,34.12,50.35,0.39,0.76,0.1,8.14,3.65,1.94,0.38,1.1,1.65,0.58,0.35,0.67,1.89,0.39,8.92,3.79,1.12,1.74,0.39,0.76,31.91,19.67,71.7,0.32,0.6,59.55,0.09,12.16,81.2,0.65,238.18,95.66,81.07,63.97,780.33,36.3,281.73,117.5,35.7,75.1,26.43,61.82,12.64,294.34,123.88,36.94,56.69,54.19
8,0,0.41,1,0.43,0.12,0.0,0.34,0.36,0.41,0.34,0.49,0.53,0.49,0.4,0.48,0.4,0.5,0.66,0.36,0.29,0.33,0.38,0.25,0.34,0.34,0.22,0.2,0.12,0.38,0.24,0.39,0.45,0.33,0.57,0.46,0.36,0.86,0.66,0.38,0.55,0.45,0.66,0.34,0.44,0.56,0.57,0.43,IND,0.57,1.24,20.4,741.45,260.72,37.78,78.41,116.19,57.88,36.47,11.49,50.99,66.94,225.04,91.97,72.35,56.73,59.94,275.04,122.81,60.46,11.97,37.91,53.49,0.39,0.76,0.12,8.58,3.83,1.95,0.37,1.19,1.7,0.59,0.36,0.81,1.95,0.51,10.1,4.36,1.31,1.91,0.41,0.73,31.87,23.79,77.05,0.39,0.64,61.58,0.1,16.05,93.44,0.75,271.57,111.43,97.24,74.18,843.32,43.46,319.0,136.91,41.78,67.12,21.96,64.4,16.55,333.49,143.78,43.26,63.01,59.7
9,0,0.31,1,0.62,0.24,0.0,0.41,0.44,0.42,0.35,0.51,0.54,0.5,0.5,0.55,0.41,0.52,0.69,0.49,0.34,0.39,0.42,0.35,0.34,0.35,0.25,0.25,0.24,0.46,0.34,0.35,0.48,0.4,0.68,0.4,0.39,0.95,0.73,0.37,0.6,0.4,0.68,0.32,0.51,0.49,0.6,0.4,IND,1.29,1.81,20.28,738.05,264.59,37.38,81.32,118.7,57.68,36.45,12.19,53.43,67.29,228.6,94.06,72.05,56.28,60.28,290.14,130.85,62.54,13.24,39.14,57.56,0.4,0.76,0.13,9.19,4.2,2.03,0.43,1.26,1.83,0.58,0.37,0.9,1.91,0.53,9.05,3.98,1.22,1.83,0.42,0.74,28.53,18.12,65.08,0.33,0.57,54.13,0.11,14.14,75.84,0.6,216.4,89.47,74.62,57.18,690.89,32.7,258.51,108.53,34.71,66.99,22.39,58.28,14.93,275.95,117.34,37.12,55.78,52.33
10,0,0.33,1,0.62,0.19,0.0,0.44,0.5,0.45,0.39,0.58,0.6,0.5,0.55,0.6,0.41,0.6,0.72,0.6,0.43,0.43,0.46,0.41,0.42,0.4,0.24,0.24,0.3,0.55,0.43,0.33,0.49,0.49,0.75,0.39,0.44,1.0,0.79,0.37,0.58,0.42,0.67,0.33,0.49,0.51,0.61,0.39,IND,1.29,1.95,20.26,730.55,264.59,36.8,81.6,118.4,56.18,36.01,13.2,54.33,67.55,229.2,94.08,71.36,55.27,62.52,291.07,130.6,61.27,14.38,38.78,58.8,0.4,0.74,0.13,9.31,4.25,2.01,0.47,1.26,1.92,0.58,0.37,0.95,2.09,0.58,10.15,4.78,1.38,2.01,0.41,0.73,29.3,22.28,73.73,0.43,0.6,56.49,0.16,16.03,86.83,0.61,225.94,96.5,88.73,67.38,732.52,42.06,277.55,128.89,38.15,50.08,17.18,62.29,17.48,307.24,143.77,41.69,60.37,55.29
11,0,0.22,1,0.76,0.43,0.14,0.47,0.55,0.57,0.48,0.61,0.64,0.49,0.59,0.62,0.42,0.63,0.81,0.61,0.42,0.48,0.5,0.45,0.45,0.43,0.26,0.29,0.31,0.62,0.49,0.33,0.55,0.51,0.84,0.36,0.49,1.0,0.81,0.37,0.62,0.38,0.71,0.29,0.52,0.48,0.68,0.32,IND,2.71,2.67,20.0,718.04,266.39,35.61,81.54,117.15,55.15,37.33,12.65,53.63,66.38,228.93,93.31,73.36,57.98,64.61,312.44,136.84,64.44,15.03,42.43,61.37,0.4,0.74,0.13,10.11,4.49,2.1,0.51,1.36,2.0,0.58,0.38,1.0,2.36,0.73,12.49,5.03,1.42,2.21,0.4,0.8,30.61,19.32,75.04,0.39,0.62,60.39,0.1,18.98,92.0,1.05,270.59,110.32,102.21,82.36,768.62,37.67,327.89,129.67,38.17,74.71,24.88,73.03,22.36,388.52,153.8,43.97,68.35,59.45
2,1,0.0,1,1.0,0.5,0.0,0.44,0.29,0.63,0.54,0.4,0.41,0.31,0.62,0.57,0.67,0.72,0.45,0.25,0.61,0.45,0.26,0.32,0.46,0.51,0.15,0.22,0.18,0.29,0.2,0.19,0.47,0.31,0.37,0.25,0.31,0.0,0.08,0.24,1.0,0.0,0.93,0.07,1.0,0.0,0.88,0.12,LAS,2.0,2.0,21.89,752.05,298.55,36.93,97.86,134.79,69.29,31.86,20.82,53.8,84.0,238.29,106.47,85.43,68.07,51.38,338.8,152.43,78.15,22.55,34.66,61.14,0.44,0.76,0.0,10.75,4.85,2.48,0.71,1.1,1.95,0.6,0.43,0.0,2.64,0.79,11.75,5.52,1.19,2.11,0.45,0.77,30.95,25.43,94.88,0.44,0.66,74.51,0.0,23.4,113.93,2.21,266.05,120.8,92.18,73.37,825.42,43.35,331.86,157.29,34.88,47.71,16.88,83.02,24.98,369.42,173.46,37.52,65.98,59.16
3,1,0.0,1,1.0,0.83,0.67,0.52,0.36,0.44,0.38,0.43,0.4,0.45,0.58,0.59,0.69,0.54,0.49,0.17,0.53,0.46,0.26,0.33,0.32,0.31,0.39,0.5,0.16,0.2,0.13,0.4,0.3,0.27,0.28,0.3,0.3,0.0,0.11,0.38,1.0,0.0,0.98,0.02,0.94,0.06,0.96,0.04,LAS,4.67,1.33,21.44,772.42,304.31,40.07,96.23,136.3,71.88,32.87,19.41,53.64,77.25,247.58,111.5,80.14,62.1,52.63,364.75,164.29,87.16,25.37,37.89,63.64,0.44,0.75,0.1,11.88,5.33,2.86,0.81,1.23,2.08,0.63,0.42,0.67,2.33,0.8,11.94,5.24,1.16,2.08,0.44,0.73,29.09,21.85,78.48,0.37,0.63,60.13,0.09,19.61,94.53,1.31,264.15,114.27,85.6,66.4,764.98,41.61,314.4,136.13,31.03,57.3,19.46,70.13,24.79,364.09,159.78,35.26,63.22,55.05
4,1,0.0,1,1.0,0.92,0.83,0.51,0.35,0.43,0.4,0.51,0.46,0.43,0.64,0.63,0.68,0.57,0.43,0.32,0.59,0.46,0.29,0.37,0.37,0.36,0.37,0.48,0.21,0.2,0.15,0.4,0.33,0.39,0.26,0.3,0.33,0.0,0.11,0.51,0.94,0.06,0.86,0.14,0.97,0.03,0.92,0.08,LAS,5.33,0.67,21.25,766.06,302.05,38.38,99.18,137.56,70.89,31.2,20.58,57.54,76.76,246.4,110.11,79.41,60.76,56.97,361.82,164.21,85.97,25.58,37.56,67.24,0.44,0.74,0.12,11.81,5.38,2.8,0.82,1.23,2.21,0.63,0.41,0.83,2.52,0.78,11.59,5.07,1.15,2.18,0.43,0.73,30.57,22.65,81.7,0.4,0.64,65.7,0.14,20.56,97.3,1.7,262.18,113.92,80.79,61.84,790.26,38.75,312.03,136.05,30.4,61.69,22.36,78.02,24.4,358.67,156.59,35.62,67.59,59.35
5,1,0.0,1,1.0,0.95,0.7,0.51,0.43,0.5,0.45,0.51,0.49,0.44,0.66,0.66,0.67,0.6,0.38,0.3,0.61,0.48,0.36,0.43,0.42,0.43,0.43,0.49,0.24,0.36,0.27,0.49,0.39,0.35,0.28,0.34,0.41,0.4,0.39,0.5,0.87,0.13,0.76,0.24,0.96,0.04,0.86,0.14,LAS,5.2,2.0,20.18,733.93,287.7,36.11,93.36,129.47,67.72,28.44,19.66,54.47,71.52,237.45,103.71,77.46,60.22,56.02,354.02,158.03,85.03,24.88,35.66,65.32,0.42,0.73,0.12,11.96,5.46,2.78,0.89,1.19,2.22,0.64,0.39,0.9,3.83,1.02,13.92,6.25,1.43,2.79,0.43,0.77,30.94,28.82,88.37,0.44,0.76,96.67,0.17,24.36,114.93,1.65,286.63,123.57,97.97,75.38,939.67,40.94,344.47,155.87,35.35,61.6,21.95,120.79,30.15,424.79,190.33,44.13,86.33,72.5
6,1,0.0,1,0.83,0.63,0.47,0.52,0.43,0.53,0.5,0.48,0.44,0.4,0.67,0.65,0.72,0.67,0.39,0.38,0.59,0.49,0.36,0.44,0.49,0.5,0.43,0.47,0.29,0.38,0.3,0.49,0.49,0.44,0.36,0.34,0.42,0.6,0.57,0.53,0.85,0.15,0.8,0.2,0.87,0.13,0.83,0.17,LAS,3.8,2.0,20.13,737.14,286.21,35.08,92.49,127.56,69.08,28.52,19.13,55.44,72.91,235.86,103.21,78.8,60.34,53.2,337.31,149.79,82.35,23.05,33.91,64.56,0.42,0.72,0.13,11.3,5.1,2.67,0.8,1.13,2.18,0.63,0.39,0.93,2.72,0.71,12.19,5.36,1.1,2.22,0.41,0.75,27.76,21.49,71.76,0.42,0.65,71.25,0.12,17.92,100.81,0.89,264.73,113.68,86.77,66.86,759.69,35.52,312.76,136.33,28.12,52.08,18.54,82.63,20.86,356.76,155.3,32.36,65.49,57.48
7,1,0.12,1,0.74,0.45,0.33,0.51,0.42,0.48,0.47,0.43,0.4,0.4,0.59,0.58,0.67,0.71,0.39,0.37,0.56,0.46,0.36,0.4,0.5,0.51,0.44,0.47,0.31,0.38,0.31,0.52,0.49,0.41,0.43,0.33,0.43,0.71,0.59,0.51,0.75,0.25,0.75,0.25,0.73,0.27,0.75,0.25,LAS,2.71,2.0,19.81,721.3,276.61,34.92,86.95,121.87,65.61,28.15,18.09,54.13,71.94,231.14,100.93,76.51,57.79,47.91,317.09,139.03,76.12,21.03,32.55,61.49,0.42,0.71,0.09,10.62,4.7,2.53,0.71,1.1,2.09,0.62,0.38,0.67,2.53,0.79,11.63,5.46,1.1,2.1,0.44,0.72,28.92,21.54,79.02,0.47,0.65,72.75,0.22,21.05,109.04,1.29,271.7,119.75,85.05,63.33,782.95,38.32,315.17,147.36,30.18,37.9,12.35,77.31,23.83,344.42,160.93,32.83,63.1,58.91
8,1,0.1,0,0.79,0.43,0.21,0.55,0.48,0.52,0.51,0.36,0.37,0.43,0.64,0.63,0.69,0.7,0.44,0.44,0.52,0.49,0.4,0.45,0.53,0.54,0.47,0.5,0.35,0.42,0.35,0.56,0.48,0.46,0.5,0.36,0.48,0.86,0.65,0.49,0.75,0.25,0.77,0.23,0.7,0.3,0.75,0.25,LAS,2.33,2.33,18.65,691.49,268.72,34.3,85.21,119.52,63.19,27.69,16.4,52.59,68.55,225.03,99.06,75.28,56.34,41.83,305.02,135.25,72.49,18.92,31.62,59.26,0.41,0.71,0.14,10.17,4.56,2.4,0.64,1.07,2.0,0.59,0.37,1.05,1.94,0.4,9.6,4.58,1.01,1.68,0.42,0.74,28.24,17.17,64.92,0.4,0.57,52.89,0.1,10.79,83.52,0.51,223.7,97.57,66.24,51.96,671.81,37.3,254.68,120.82,27.05,26.32,7.57,58.33,12.04,281.23,134.01,29.64,49.12,45.37
9,1,0.33,1,0.55,0.26,0.1,0.57,0.57,0.52,0.49,0.37,0.37,0.46,0.64,0.64,0.65,0.75,0.41,0.53,0.45,0.5,0.49,0.5,0.61,0.61,0.48,0.5,0.38,0.51,0.43,0.63,0.43,0.52,0.56,0.4,0.56,0.95,0.73,0.48,0.59,0.41,0.62,0.38,0.57,0.43,0.58,0.42,LAS,1.38,1.76,17.1,641.85,246.54,32.1,77.38,109.49,56.87,25.2,13.89,49.54,64.2,210.61,91.19,67.61,51.06,38.73,269.86,119.54,62.81,15.38,27.73,53.94,0.41,0.72,0.1,9.47,4.18,2.2,0.54,0.98,1.99,0.57,0.35,0.76,1.85,0.83,9.76,4.79,1.0,1.99,0.42,0.75,29.48,19.99,75.38,0.36,0.58,51.6,0.1,23.27,100.08,1.05,239.2,102.89,74.59,55.32,705.76,36.07,275.86,136.15,27.81,42.39,14.76,55.21,26.06,297.34,147.52,29.94,58.81,55.17
10,1,0.35,1,0.64,0.29,0.02,0.59,0.62,0.54,0.52,0.37,0.39,0.53,0.71,0.73,0.68,0.75,0.4,0.64,0.59,0.53,0.51,0.56,0.64,0.63,0.48,0.51,0.43,0.53,0.46,0.58,0.52,0.58,0.56,0.44,0.58,1.0,0.81,0.48,0.58,0.42,0.63,0.37,0.53,0.47,0.57,0.43,LAS,1.57,2.1,17.0,634.24,248.34,33.74,80.36,114.1,56.02,24.73,16.67,51.05,63.32,210.98,92.16,68.92,51.7,37.39,274.34,126.57,62.42,18.86,27.36,56.5,0.4,0.72,0.14,9.42,4.32,2.18,0.62,0.95,2.05,0.56,0.37,1.1,2.71,1.01,13.35,5.98,1.22,2.76,0.42,0.74,30.35,25.49,75.41,0.45,0.69,74.69,0.26,28.22,122.8,1.01,312.1,136.74,105.35,79.43,841.5,43.95,373.7,166.75,33.71,61.23,20.79,82.74,31.87,408.89,185.4,37.24,84.37,77.29
11,1,0.35,1,0.74,0.33,0.0,0.63,0.65,0.48,0.43,0.38,0.43,0.56,0.77,0.78,0.68,0.64,0.33,0.68,0.62,0.53,0.53,0.6,0.58,0.56,0.52,0.57,0.4,0.51,0.43,0.54,0.47,0.63,0.49,0.42,0.59,1.0,0.82,0.51,0.55,0.45,0.62,0.38,0.49,0.51,0.55,0.45,LAS,1.9,2.29,17.7,666.18,257.45,35.65,86.34,121.98,57.5,24.19,17.41,52.69,62.07,221.56,96.63,66.38,50.53,42.67,291.57,139.25,65.01,19.98,27.39,59.4,0.41,0.74,0.1,10.02,4.78,2.24,0.68,0.94,2.11,0.58,0.39,0.81,2.78,0.85,11.85,5.96,1.14,2.48,0.42,0.8,29.93,23.53,67.42,0.51,0.68,76.83,0.13,21.45,114.62,0.72,266.57,114.48,78.88,63.2,825.08,41.12,313.46,155.73,31.23,60.57,21.3,85.43,24.52,353.02,177.52,35.25,75.27,68.12
2,0,0.71,1,0.0,0.0,0.0,0.0,0.05,0.35,0.47,0.1,0.18,0.59,0.15,0.32,0.08,0.73,0.46,0.51,0.16,0.01,0.12,0.0,0.35,0.38,0.13,0.0,0.04,0.21,0.1,0.1,0.51,0.33,0.53,0.35,0.17,0.0,0.12,0.35,0.38,0.62,0.54,0.46,0.25,0.75,0.41,0.59,MIA,1.53,1.51,16.95,601.0,174.43,33.48,57.18,90.66,39.03,24.56,8.01,45.12,62.46,168.77,62.7,60.03,41.06,29.13,174.43,90.66,39.03,8.01,24.56,45.12,0.36,0.67,0.0,5.96,3.11,1.34,0.28,0.86,1.62,0.52,0.29,0.0,1.57,0.23,7.0,3.52,0.96,1.67,0.38,0.64,29.56,22.98,68.07,0.29,0.59,47.73,0.0,6.98,68.15,0.31,205.78,80.5,71.4,47.93,723.94,38.24,217.17,106.39,28.34,31.12,8.23,47.73,6.98,217.17,106.39,28.34,50.48,50.48
3,0,0.43,0,0.33,0.0,0.0,0.15,0.09,0.16,0.16,0.13,0.16,0.35,0.24,0.3,0.2,0.52,0.56,0.29,0.45,0.07,0.06,0.04,0.29,0.32,0.14,0.12,0.14,0.25,0.15,0.03,0.17,0.39,0.49,0.2,0.12,0.0,0.23,0.39,0.57,0.43,0.58,0.42,0.59,0.41,0.61,0.39,MIA,0.67,1.33,19.08,687.68,214.83,31.61,66.97,98.57,49.38,30.96,14.03,46.32,62.51,200.62,81.41,55.15,41.18,35.34,228.27,105.19,52.31,14.6,32.44,49.16,0.39,0.73,0.09,7.54,3.48,1.72,0.47,1.07,1.67,0.57,0.31,0.67,1.81,0.34,8.34,3.4,1.12,1.69,0.4,0.73,27.46,19.63,60.4,0.28,0.58,49.68,0.12,9.21,59.88,0.53,206.26,85.0,51.99,39.52,667.53,29.2,225.08,89.09,30.84,47.22,15.56,52.37,9.86,236.97,95.1,32.29,47.3,45.23
2,1,0.71,0,0.0,0.0,0.0,0.26,0.12,0.35,0.3,0.64,0.61,0.08,0.19,0.15,0.36,0.68,0.27,0.39,0.0,0.28,0.21,0.09,0.51,0.53,0.36,0.37,0.18,0.29,0.2,0.28,0.7,0.52,0.61,0.44,0.32,0.0,0.04,0.29,0.46,0.54,0.47,0.53,0.5,0.5,0.17,0.83,MIN,1.53,1.51,18.08,695.13,263.59,27.2,66.1,93.3,53.67,26.48,6.6,52.23,69.17,216.44,91.2,70.71,55.31,71.04,263.59,93.3,53.67,6.6,26.48,52.23,0.41,0.71,0.13,8.75,3.2,1.83,0.22,0.9,1.79,0.6,0.28,1.0,1.88,0.25,11.58,2.97,1.0,1.9,0.41,0.75,30.57,20.34,74.24,0.3,0.61,59.25,0.25,7.85,64.77,1.22,298.69,125.59,90.13,73.66,771.28,28.52,367.22,93.29,31.47,112.04,42.38,59.25,7.85,367.22,93.29,31.47,59.5,59.5
3,1,0.71,0,0.0,0.0,0.0,0.12,0.1,0.57,0.52,0.56,0.59,0.23,0.33,0.32,0.23,0.69,0.17,0.42,0.28,0.22,0.21,0.21,0.49,0.42,0.33,0.36,0.29,0.31,0.25,0.37,0.74,0.45,0.41,0.42,0.3,0.0,0.09,0.31,0.38,0.62,0.38,0.62,0.45,0.55,0.33,0.67,MIN,1.53,1.51,16.03,629.9,241.65,26.17,63.99,90.16,43.61,21.41,7.43,47.84,60.94,197.16,77.97,77.84,62.58,67.72,241.65,90.16,43.61,7.43,21.41,47.84,0.38,0.75,0.04,8.79,3.39,1.67,0.28,0.81,1.78,0.59,0.34,0.33,1.66,0.28,9.62,3.29,0.89,1.9,0.37,0.8,22.87,13.87,53.72,0.39,0.58,36.77,0.02,7.16,58.92,0.73,206.21,79.43,83.88,68.17,580.19,24.86,251.28,83.78,20.38,72.7,24.26,36.77,7.16,251.28,83.78,20.38,46.15,46.15
4,1,0.86,1,0.0,0.0,0.0,0.14,0.08,0.36,0.39,0.51,0.54,0.28,0.31,0.32,0.24,0.57,0.19,0.47,0.27,0.18,0.2,0.18,0.44,0.38,0.29,0.26,0.24,0.21,0.17,0.37,0.54,0.48,0.35,0.38,0.28,0.0,0.11,0.36,0.32,0.68,0.39,0.61,0.31,0.69,0.28,0.72,MIN,1.53,1.51,15.38,603.02,218.82,23.26,58.16,81.43,44.38,20.63,7.64,47.25,58.14,186.73,73.13,67.2,51.06,63.82,218.82,81.43,44.38,7.64,20.63,47.25,0.38,0.7,0.02,8.16,3.18,1.81,0.28,0.81,1.94,0.58,0.34,0.17,1.81,0.26,10.01,3.43,1.0,1.92,0.4,0.69,27.44,18.72,60.27,0.37,0.63,51.09,0.0,7.19,66.29,0.56,254.14,102.68,83.67,61.7,725.65,29.18,293.52,95.47,28.29,80.13,26.46,51.36,7.22,295.5,96.34,28.65,54.74,54.17
5,1,0.69,1,0.2,0.0,0.0,0.28,0.17,0.35,0.38,0.52,0.54,0.39,0.37,0.41,0.4,0.55,0.23,0.55,0.26,0.27,0.32,0.28,0.42,0.39,0.27,0.27,0.3,0.22,0.19,0.41,0.53,0.48,0.33,0.39,0.35,0.4,0.35,0.34,0.41,0.59,0.48,0.52,0.37,0.63,0.41,0.59,MIN,0.4,0.8,16.93,647.75,242.26,26.42,63.8,90.22,54.07,22.61,8.33,51.06,61.46,205.66,83.08,68.85,52.77,67.92,251.03,93.44,56.73,8.61,23.7,53.3,0.39,0.71,0.01,8.62,3.34,2.01,0.3,0.84,1.96,0.58,0.35,0.1,2.65,0.34,9.51,3.49,1.06,2.32,0.37,0.74,29.77,24.07,71.18,0.35,0.64,77.43,0.0,9.54,71.41,0.79,236.49,93.84,81.61,63.26,782.53,29.2,282.07,100.61,30.11,91.85,31.13,84.08,10.02,295.37,106.15,32.46,71.41,67.21
6,1,0.55,0,0.3,0.0,0.0,0.27,0.19,0.36,0.39,0.52,0.55,0.4,0.4,0.44,0.42,0.56,0.28,0.66,0.34,0.27,0.32,0.3,0.43,0.41,0.18,0.19,0.31,0.27,0.23,0.41,0.55,0.62,0.37,0.41,0.34,0.6,0.47,0.34,0.45,0.55,0.53,0.47,0.4,0.6,0.46,0.54,MIN,0.27,1.2,16.87,638.25,234.39,26.49,63.11,89.6,53.13,22.39,10.08,51.79,60.97,199.21,80.18,68.0,51.74,64.63,243.32,93.04,55.7,10.49,23.47,54.51,0.39,0.72,0.04,8.48,3.28,1.95,0.36,0.83,1.95,0.56,0.35,0.4,1.69,0.46,8.39,3.13,0.71,1.72,0.39,0.7,26.76,13.71,56.85,0.39,0.54,43.75,0.0,13.47,57.48,0.42,189.06,76.91,69.87,51.63,596.22,28.22,224.26,85.7,18.35,53.52,18.82,46.33,13.85,235.42,89.54,19.02,48.74,46.15
7,1,0.6,0,0.21,0.0,0.0,0.28,0.21,0.34,0.37,0.51,0.53,0.38,0.42,0.45,0.44,0.54,0.31,0.63,0.36,0.28,0.36,0.32,0.39,0.38,0.18,0.18,0.34,0.3,0.27,0.43,0.54,0.59,0.37,0.45,0.36,0.71,0.54,0.32,0.44,0.56,0.56,0.44,0.33,0.67,0.44,0.56,MIN,0.19,0.86,17.13,625.62,224.97,25.43,62.12,87.55,51.82,22.27,10.37,50.49,58.75,192.62,77.49,65.03,49.39,59.41,231.35,90.0,53.66,10.66,23.04,52.43,0.38,0.71,0.03,8.2,3.19,1.92,0.36,0.83,1.88,0.56,0.36,0.29,1.59,0.54,7.46,3.56,0.8,1.82,0.41,0.69,26.34,15.57,59.27,0.44,0.52,41.66,0.0,15.93,68.57,0.42,179.16,74.51,65.33,46.48,570.09,31.29,204.13,99.86,20.47,24.81,8.63,42.71,16.12,208.44,101.31,20.72,50.72,49.62
8,1,0.66,0,0.17,0.0,0.0,0.39,0.34,0.37,0.41,0.47,0.48,0.42,0.5,0.53,0.43,0.54,0.24,0.62,0.37,0.35,0.5,0.44,0.45,0.43,0.24,0.26,0.42,0.42,0.38,0.55,0.49,0.65,0.31,0.44,0.48,0.86,0.62,0.3,0.38,0.62,0.54,0.46,0.25,0.75,0.4,0.6,MIN,0.14,0.67,17.86,651.3,244.67,26.04,67.24,93.28,52.97,21.44,10.96,51.54,60.09,210.01,86.83,67.72,51.26,56.19,249.57,95.16,54.37,11.18,22.02,53.04,0.39,0.72,0.07,8.4,3.21,1.86,0.37,0.76,1.81,0.56,0.37,0.48,1.79,0.36,10.25,3.29,0.67,1.81,0.42,0.73,30.3,21.61,59.3,0.36,0.58,56.32,0.22,10.88,77.94,0.11,281.04,122.43,87.41,69.18,748.29,26.11,333.01,104.06,20.41,53.01,18.98,56.86,11.0,335.2,104.81,20.56,57.79,57.25
