year,confID,rank,playoff,firstRound,semis,finals,o_fgm,o_fga,o_ftm,o_fta,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,d_fgm,d_fga,d_fta,d_3pm,d_3pa,d_oreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,GP,attend,win_percentage,loss_percentage,home_win_percentage,home_loss_percentage,away_win_percentage,away_loss_percentage,conference_win_percentage,conference_loss_percentage,tmID_encoded,Avg_Rebounds_Per_Game,Avg_Steals_Per_Game,Avg_Turnovers_Per_Game,FG%,FT%,GP_9,GS,PF,POSITION_METRIC,PostBlocks,PostDQ,PostGP,PostftAttempted,PostthreeAttempted,Usability,award,birthYear,dq,fgAttempted,ftMade,height,minutes,num_seasons,oRebounds,threeAttempted,total_blocks,total_rebounds,total_steals,total_turnovers,weight,tmID
4,1,5.83,0,0.08,0.0,0.0,786.0,1875.83,431.0,574.83,334.0,291.83,630.17,922.0,462.33,624.83,278.33,495.0,108.17,815.5,1870.33,594.33,145.67,393.67,321.17,1005.67,521.67,617.5,265.67,506.33,121.0,32.0,142404.5,0.41,0.59,0.64,0.36,0.19,0.81,0.38,0.62,12.0,2.64,0.91,1.51,0.39,0.72,29.18,11.73,57.48,0.32,0.03,0.0,0.26,0.17,0.21,0.47,0.0,1976.84,0.11,139.25,29.17,71.11,563.3,6.23,25.97,29.65,6.22,79.55,27.2,44.97,155.28,PHO
5,1,6.3,0,0.05,0.0,0.0,792.0,1963.5,410.2,567.3,340.0,317.9,635.3,953.2,461.8,640.5,291.0,488.6,109.3,822.9,1869.0,607.0,141.8,384.6,313.9,1049.0,516.6,637.3,269.4,547.8,131.0,32.8,143247.1,0.34,0.66,0.52,0.48,0.16,0.84,0.31,0.69,12.0,2.84,0.95,1.59,0.41,0.74,30.69,18.3,62.65,0.3,0.11,0.0,0.52,1.37,1.57,0.56,0.0,1977.36,0.73,208.83,49.74,71.83,698.54,7.33,30.69,61.22,9.42,89.04,30.52,49.96,166.28,PHO
6,1,5.87,0,0.03,0.0,0.0,803.33,1949.67,425.47,577.53,399.67,299.93,640.87,940.8,474.87,676.33,288.0,480.4,118.53,809.93,1861.0,646.0,138.87,372.4,312.27,1039.33,496.4,644.87,254.93,543.87,133.0,33.2,140929.73,0.39,0.61,0.54,0.46,0.24,0.76,0.37,0.63,12.0,3.74,0.96,1.58,0.43,0.74,31.0,22.76,75.57,0.4,0.26,0.0,0.48,1.25,0.56,0.62,0.14,1978.09,1.53,254.39,56.45,73.23,786.34,6.64,37.02,64.04,14.85,120.81,31.43,51.18,171.85,PHO
7,1,5.62,0,0.02,0.0,0.0,809.81,1962.33,455.62,610.52,439.48,311.95,663.48,975.43,496.05,682.24,275.14,490.86,135.81,822.81,1898.71,667.14,133.76,360.86,314.19,1034.95,488.86,652.62,257.81,526.48,127.0,33.43,136134.38,0.42,0.58,0.57,0.43,0.26,0.74,0.42,0.58,12.0,3.26,0.89,1.7,0.41,0.75,29.37,18.66,69.45,0.36,0.25,0.0,1.09,1.9,1.52,0.57,0.1,1978.62,1.22,225.69,55.38,72.2,704.73,7.24,29.64,69.66,11.73,101.67,28.08,54.39,162.76,PHO
8,1,5.46,1,0.02,0.0,0.0,877.11,2080.25,475.96,628.89,510.11,317.46,700.36,1017.82,532.04,696.93,275.11,478.64,133.61,872.86,2014.04,713.36,151.07,425.14,337.64,1096.96,511.14,656.71,251.11,529.11,126.75,33.57,133801.04,0.44,0.56,0.58,0.42,0.31,0.69,0.42,0.58,12.0,3.4,0.92,1.69,0.43,0.78,30.5,19.1,74.29,0.36,0.48,0.0,0.85,1.59,1.15,0.61,0.11,1980.14,1.17,292.98,66.7,72.16,758.3,6.99,31.04,85.43,14.23,106.96,29.35,53.2,163.44,PHO
9,1,4.47,0,0.24,0.22,0.22,918.42,2155.53,507.08,656.69,574.97,308.92,738.72,1047.64,565.58,688.28,277.31,480.28,139.25,906.0,2127.81,713.94,181.94,500.0,361.5,1162.08,537.11,662.78,249.53,543.75,122.81,33.67,133295.03,0.5,0.5,0.61,0.39,0.39,0.61,0.5,0.5,12.0,3.53,0.93,1.76,0.42,0.78,31.18,22.41,73.03,0.39,1.74,0.07,3.76,13.01,15.16,0.63,0.21,1979.82,0.9,316.49,68.7,72.13,810.19,7.26,28.36,96.45,16.87,129.01,33.76,61.98,163.57,PHO
10,1,4.78,1,0.19,0.18,0.18,948.53,2221.42,534.07,679.96,600.18,322.13,761.18,1083.31,564.47,709.42,268.24,482.02,142.6,932.0,2194.24,757.56,194.16,539.0,377.2,1189.27,559.69,673.62,246.42,535.0,124.04,33.73,135609.42,0.49,0.51,0.6,0.4,0.38,0.62,0.48,0.52,12.0,4.05,0.98,1.91,0.42,0.8,30.24,24.41,78.55,0.43,1.44,0.04,2.24,8.39,8.69,0.64,0.1,1981.48,1.1,327.41,85.67,72.07,794.58,6.3,33.54,90.87,18.76,136.38,33.07,62.89,166.7,PHO
11,1,3.98,1,0.36,0.36,0.36,995.76,2291.51,562.49,700.49,629.47,316.31,799.33,1115.64,582.8,720.09,258.33,485.89,152.31,973.87,2296.4,786.96,200.64,564.58,390.29,1221.16,573.69,675.13,248.42,520.33,128.11,33.87,136897.42,0.53,0.47,0.62,0.38,0.44,0.56,0.52,0.48,9.42,4.48,0.9,1.87,0.43,0.76,30.2,19.08,73.04,0.39,2.14,0.14,4.11,11.81,9.18,0.59,0.18,1920.74,0.65,285.96,85.41,70.09,750.88,5.1,41.2,59.72,21.62,159.63,30.69,64.24,151.09,PHO
2,1,7.0,0,0.0,0.0,0.0,761.0,1828.0,488.0,697.0,433.0,309.0,627.0,936.0,480.0,761.0,265.0,593.0,93.0,788.0,1847.0,766.0,150.0,447.0,307.0,953.0,487.0,729.0,277.0,531.0,130.0,32.0,133076.0,0.31,0.69,0.38,0.62,0.25,0.75,0.19,0.81,13.0,3.86,1.0,2.02,0.42,0.73,30.55,25.06,82.01,0.32,0.0,0.0,0.0,0.0,0.0,0.65,0.0,1973.79,1.19,227.65,63.92,71.94,812.24,5.34,37.27,53.61,12.15,119.5,30.88,62.36,165.13,POR
3,1,7.0,0,0.0,0.0,0.0,742.33,1870.0,462.67,640.33,490.33,303.0,673.0,976.0,460.67,675.67,251.0,531.0,101.67,790.0,1911.67,692.67,156.0,422.33,331.0,1055.0,496.33,671.67,287.67,493.0,139.33,32.0,136129.33,0.33,0.67,0.38,0.62,0.29,0.71,0.22,0.78,13.0,3.55,0.9,1.69,0.41,0.72,30.21,22.55,65.67,0.35,0.37,0.0,0.83,1.76,3.85,0.61,0.16,1975.28,0.52,194.46,54.15,70.89,750.75,4.85,30.67,48.66,11.55,112.05,28.25,52.99,161.53,POR
2,1,3.0,1,0.5,0.0,0.0,876.0,1993.0,449.0,650.0,459.0,388.0,650.0,1038.0,567.0,571.0,332.0,458.0,157.0,811.0,1918.0,544.0,144.0,418.0,320.0,951.0,503.0,600.0,226.0,524.0,116.0,32.0,126841.0,0.66,0.34,0.81,0.19,0.5,0.5,0.62,0.38,14.0,4.31,1.32,2.0,0.44,0.72,29.31,25.62,72.15,0.4,0.28,0.13,1.62,4.05,3.78,0.68,0.0,1972.6,0.77,261.38,62.19,72.05,799.34,7.06,48.17,48.67,25.51,139.88,41.44,61.38,162.94,SAC
3,1,2.33,0,0.83,0.33,0.0,850.0,1980.33,454.33,628.67,435.0,378.67,698.67,1077.33,561.0,582.33,294.67,482.0,157.67,806.33,1974.67,566.67,125.33,406.0,335.33,987.0,498.33,610.67,249.33,495.33,134.0,32.0,131349.0,0.64,0.36,0.77,0.23,0.5,0.5,0.62,0.38,14.0,4.22,1.15,1.86,0.42,0.73,29.32,21.33,67.57,0.37,1.81,0.04,3.66,10.93,6.93,0.63,0.0,1972.1,0.62,229.98,55.08,72.0,744.44,7.08,45.79,44.99,22.09,143.48,37.79,59.58,162.04,SAC
4,1,4.17,1,0.42,0.17,0.0,815.0,1962.67,474.17,640.83,415.0,339.83,673.33,1013.17,530.5,628.67,270.83,469.0,133.33,810.67,1959.33,623.83,137.17,429.5,343.67,1031.0,495.67,621.83,241.17,495.67,131.0,32.0,137764.0,0.54,0.46,0.7,0.3,0.38,0.62,0.5,0.5,14.0,4.42,1.11,1.8,0.42,0.72,27.52,18.36,70.77,0.37,0.85,0.02,1.72,5.12,2.53,0.64,0.0,1972.73,0.75,226.28,59.41,72.71,714.66,8.1,42.34,29.77,19.51,130.94,31.53,52.04,161.75,SAC
5,1,3.7,1,0.65,0.3,0.0,833.8,2020.4,454.5,634.9,438.2,343.5,691.2,1034.7,545.5,633.6,281.3,465.8,128.8,812.8,1972.0,613.1,141.9,444.5,344.2,1057.0,503.8,629.1,234.3,527.8,135.0,32.8,144889.6,0.55,0.45,0.7,0.3,0.39,0.61,0.52,0.48,14.0,4.14,1.08,1.69,0.41,0.7,29.87,18.2,69.74,0.37,1.61,0.01,3.76,8.43,6.6,0.62,0.03,1973.8,0.74,233.51,55.31,72.22,748.2,8.15,41.16,46.92,17.78,140.21,34.07,55.86,162.33,SAC
6,1,3.8,1,0.77,0.37,0.0,847.2,2037.6,448.0,624.6,413.8,358.67,672.47,1031.13,536.67,636.07,292.2,472.2,125.2,809.53,1938.67,619.07,148.27,449.0,332.8,1033.33,506.87,634.73,236.53,549.53,129.0,33.2,145774.4,0.54,0.46,0.66,0.34,0.42,0.58,0.53,0.47,14.0,4.17,1.1,1.77,0.42,0.71,31.41,16.79,71.22,0.36,2.25,0.01,3.93,9.76,5.46,0.59,0.0,1976.51,0.56,200.89,57.1,73.04,734.38,8.63,45.09,36.3,16.07,146.06,38.47,61.68,168.5,SAC
7,1,3.0,1,0.83,0.55,0.29,848.86,2022.86,461.14,652.14,398.43,361.62,672.9,1034.52,533.9,649.76,295.57,480.14,120.29,792.81,1905.62,628.76,138.19,428.14,315.71,1014.38,494.33,659.95,236.1,570.24,129.86,33.43,145614.0,0.6,0.4,0.73,0.27,0.47,0.53,0.6,0.4,14.0,4.04,1.14,1.69,0.41,0.71,31.07,18.38,66.91,0.4,2.15,0.03,5.82,12.93,8.74,0.6,0.05,1977.49,0.34,216.14,58.18,72.83,740.14,8.06,42.97,43.27,15.33,149.11,41.43,60.55,166.78,SAC
8,1,2.75,1,0.88,0.66,0.34,866.39,2064.64,481.36,674.36,414.07,375.71,684.68,1060.39,527.68,654.82,304.18,495.61,112.21,812.61,1934.46,636.82,142.64,447.86,310.29,1015.54,497.5,666.71,238.07,585.93,133.14,33.57,146145.25,0.6,0.4,0.75,0.25,0.45,0.55,0.57,0.43,14.0,3.71,1.03,1.52,0.41,0.71,31.17,17.22,63.14,0.4,1.76,0.0,5.47,12.44,9.19,0.55,0.09,1978.73,0.24,198.75,51.22,72.94,684.79,7.3,37.9,42.13,12.66,138.32,37.59,54.94,166.47,SAC
9,1,2.81,1,0.79,0.51,0.26,874.08,2097.83,501.5,690.06,417.39,392.67,693.19,1085.86,529.75,651.97,308.81,521.25,109.72,830.03,1967.03,642.86,152.28,469.89,309.78,1017.86,507.39,671.67,246.06,599.94,134.89,33.67,145351.86,0.59,0.41,0.74,0.26,0.44,0.56,0.57,0.43,14.0,3.71,1.03,1.57,0.39,0.73,30.85,19.09,61.29,0.38,1.55,0.0,4.41,8.85,8.96,0.56,0.03,1979.69,0.31,211.03,50.26,72.9,704.63,7.19,37.55,52.93,11.21,132.02,36.93,54.77,164.44,SAC
10,1,3.04,0,0.73,0.41,0.21,875.87,2110.07,523.4,715.24,421.51,391.73,698.76,1090.49,518.4,659.58,310.84,534.2,103.18,855.62,1999.22,638.69,159.02,484.31,309.42,1029.29,522.11,689.13,250.24,604.76,149.11,33.73,144094.69,0.58,0.42,0.75,0.25,0.41,0.59,0.54,0.46,14.0,3.39,1.0,1.57,0.41,0.75,31.37,15.89,62.75,0.36,1.08,0.05,4.05,7.28,6.81,0.53,0.02,1981.01,0.27,202.94,54.9,72.63,668.94,6.13,36.99,49.29,9.65,120.17,34.94,55.14,166.74,SAC
2,1,5.0,1,0.0,0.0,0.0,858.0,1896.0,609.0,790.0,262.0,348.0,732.0,1080.0,522.0,698.0,214.0,544.0,157.0,860.0,1964.0,721.0,156.0,448.0,313.0,911.0,503.0,702.0,301.0,437.0,112.0,32.0,103442.0,0.56,0.44,0.75,0.25,0.38,0.62,0.62,0.38,15.0,5.1,0.96,2.22,0.45,0.76,28.55,23.2,84.46,0.47,0.0,0.0,0.0,0.0,0.0,0.68,0.0,1972.52,1.35,239.83,75.64,63.8,767.12,4.95,47.76,21.85,18.6,148.4,27.75,64.34,175.34,SAS
3,1,3.67,1,0.33,0.0,0.0,826.67,1864.67,541.0,713.33,250.0,312.67,760.67,1073.33,523.33,647.33,206.0,510.0,156.33,812.67,1972.0,680.33,135.33,435.33,333.67,953.0,486.33,664.0,283.67,405.67,136.0,32.0,108152.0,0.58,0.42,0.62,0.38,0.54,0.46,0.56,0.44,15.0,4.84,0.89,2.13,0.43,0.75,29.68,23.83,76.13,0.44,1.09,0.2,1.21,5.13,1.44,0.71,0.0,1972.88,0.97,258.53,73.66,62.66,843.17,5.95,42.64,23.95,21.35,151.8,27.76,66.12,175.32,SAS
4,1,3.33,0,0.67,0.0,0.0,834.83,1887.83,592.0,778.67,248.5,329.83,740.83,1070.67,500.67,656.17,217.0,516.0,167.17,831.83,2019.5,684.17,130.67,406.17,347.33,979.5,487.67,694.0,271.83,424.83,142.5,32.0,113436.0,0.6,0.4,0.69,0.31,0.52,0.48,0.56,0.44,15.0,4.22,0.91,2.25,0.42,0.74,29.59,25.47,77.42,0.44,2.18,0.05,2.69,9.43,4.1,0.71,0.0,1972.86,0.54,262.62,76.9,62.16,859.84,5.97,37.19,30.25,26.24,140.27,30.17,75.26,171.39,SAS
5,1,4.4,0,0.4,0.0,0.0,817.7,1959.9,570.4,761.6,275.1,337.9,762.5,1100.4,471.6,684.9,205.0,514.8,167.1,845.9,2082.1,708.5,138.0,436.5,364.0,1056.5,504.6,684.0,273.1,424.5,141.5,32.8,138672.0,0.5,0.5,0.62,0.38,0.38,0.62,0.5,0.5,15.0,4.75,0.97,2.06,0.42,0.72,31.49,24.39,75.69,0.44,1.34,0.02,1.49,6.58,1.71,0.67,0.0,1975.87,0.59,280.96,81.34,64.76,851.3,6.79,49.47,27.34,21.39,160.25,32.41,69.59,171.53,SAS
6,1,5.27,0,0.27,0.0,0.0,815.8,1953.27,542.93,717.07,265.73,325.93,742.0,1067.93,478.73,665.93,227.33,514.2,146.73,859.93,2055.73,660.33,149.33,447.33,350.67,1049.0,528.07,664.0,275.4,447.0,137.33,33.2,140020.33,0.42,0.58,0.53,0.47,0.31,0.69,0.43,0.57,15.0,3.22,0.98,1.83,0.42,0.69,28.49,23.34,63.52,0.27,0.49,0.0,1.71,4.12,2.78,0.63,0.07,1975.57,0.5,235.53,69.39,70.77,747.45,7.54,28.27,43.38,5.75,102.29,29.64,57.67,158.13,SAS
7,1,5.76,0,0.19,0.0,0.0,801.0,1918.9,531.52,698.48,286.67,305.95,727.14,1033.1,465.67,661.38,218.1,520.14,130.52,870.81,2056.67,646.24,147.24,436.1,350.76,1050.71,538.05,670.0,277.57,441.86,140.38,33.43,138601.38,0.36,0.64,0.47,0.53,0.26,0.74,0.34,0.66,15.0,2.67,0.76,1.75,0.41,0.77,28.84,20.42,57.28,0.3,0.28,0.0,1.2,3.26,2.75,0.61,0.0,1977.23,0.52,205.46,55.88,71.14,732.1,7.28,22.65,50.87,5.91,85.38,24.37,54.87,160.19,SAS
8,1,5.82,1,0.14,0.0,0.0,829.5,2002.93,524.64,691.86,354.0,317.96,748.86,1066.82,484.25,648.54,225.07,512.11,118.64,896.61,2108.0,644.68,151.68,441.82,356.07,1097.29,543.54,662.75,271.68,451.39,137.54,33.57,135388.29,0.37,0.63,0.44,0.56,0.3,0.7,0.38,0.62,15.0,4.0,1.1,1.85,0.41,0.77,30.33,25.92,70.48,0.35,1.26,0.06,1.9,3.87,3.45,0.67,0.02,1978.37,0.53,257.93,67.52,71.04,834.37,7.91,37.31,45.19,13.23,134.62,35.05,60.21,163.98,SAS
9,1,4.97,1,0.33,0.11,0.0,850.28,2041.39,511.17,666.33,401.11,319.08,752.22,1071.31,502.64,649.53,237.94,522.31,121.17,898.25,2114.89,654.31,150.64,444.53,357.17,1106.11,537.42,653.03,268.42,480.64,137.42,33.67,133897.56,0.42,0.58,0.46,0.54,0.37,0.63,0.43,0.57,15.0,4.16,1.01,1.97,0.43,0.8,30.01,25.57,74.06,0.38,1.99,0.09,3.11,7.96,6.11,0.68,0.02,1978.27,0.43,260.49,65.64,71.1,838.2,8.33,37.83,44.22,16.56,144.23,34.2,65.0,165.46,SAS
10,1,4.18,1,0.47,0.29,0.1,860.42,2049.11,521.13,671.87,428.69,304.47,771.18,1075.64,522.31,640.02,244.76,522.84,126.93,899.4,2146.11,650.24,148.31,452.22,363.53,1126.09,529.93,655.62,270.33,490.11,131.73,33.73,134262.44,0.47,0.53,0.54,0.46,0.41,0.59,0.44,0.56,15.0,4.07,1.01,1.92,0.43,0.8,30.47,24.12,70.79,0.36,2.28,0.07,4.62,13.87,8.35,0.66,0.05,1978.36,0.46,260.87,68.98,70.86,819.92,8.26,33.72,50.33,16.92,146.74,35.89,67.15,164.9,SAS
11,1,4.09,1,0.49,0.26,0.09,878.31,2086.93,511.49,657.78,502.82,297.98,772.8,1070.78,540.0,629.09,249.51,520.4,123.09,923.07,2181.53,642.0,153.56,462.93,365.13,1147.42,530.98,651.44,269.2,497.02,129.04,33.87,133695.69,0.47,0.53,0.55,0.45,0.39,0.61,0.45,0.55,9.42,3.72,1.27,1.85,0.42,0.81,31.02,25.24,70.4,0.36,1.85,0.09,3.51,11.75,8.11,0.68,0.03,1979.23,0.6,296.45,74.72,70.29,857.89,7.3,31.19,78.16,16.25,132.39,44.35,64.21,159.78,SAS
2,1,8.0,0,0.0,0.0,0.0,667.0,1740.0,379.0,561.0,364.0,256.0,537.0,793.0,390.0,648.0,255.0,525.0,93.0,778.0,1721.0,654.0,117.0,334.0,288.0,1009.0,506.0,618.0,284.0,529.0,123.0,32.0,142594.0,0.19,0.81,0.25,0.75,0.12,0.88,0.19,0.81,16.0,2.49,0.87,1.67,0.38,0.61,28.69,13.49,62.7,0.27,0.0,0.0,0.11,0.0,0.11,0.52,0.0,1971.96,0.64,147.74,32.77,72.45,602.85,4.22,20.79,33.91,9.26,70.91,25.96,47.74,162.44,SEA
3,1,8.0,1,0.0,0.0,0.0,681.67,1794.0,403.0,591.0,396.0,289.33,569.0,858.33,404.67,619.33,267.0,462.33,115.67,761.33,1740.33,590.67,122.33,328.0,293.33,1037.67,496.67,598.0,246.67,522.33,125.67,32.0,111036.0,0.27,0.73,0.29,0.71,0.25,0.75,0.25,0.75,16.0,3.45,1.03,1.43,0.38,0.67,29.63,18.19,67.99,0.37,0.33,0.0,0.22,0.22,1.0,0.58,0.0,1974.96,0.89,188.54,42.95,72.68,702.44,5.35,31.04,57.0,19.08,103.75,31.18,42.85,164.61,SEA
4,1,6.0,0,0.25,0.0,0.0,737.83,1871.0,410.5,567.0,451.0,325.67,601.0,926.67,459.33,621.17,274.5,469.67,133.33,772.17,1779.17,588.83,112.17,335.0,300.17,1003.33,492.33,580.5,250.33,526.67,125.33,32.0,111405.0,0.4,0.6,0.46,0.54,0.34,0.66,0.37,0.63,16.0,3.32,1.11,1.81,0.41,0.76,29.17,21.49,61.33,0.31,0.67,0.0,1.2,2.7,4.39,0.63,0.0,1975.59,0.37,241.54,57.24,71.57,755.1,6.38,29.87,68.73,17.51,101.79,35.24,56.84,162.52,SEA
5,1,5.6,1,0.15,0.0,0.0,798.7,1940.6,423.1,567.0,470.6,332.2,653.4,985.6,494.8,630.3,257.5,467.8,135.2,800.9,1883.1,589.7,125.3,375.8,320.9,1018.4,477.8,576.3,248.2,499.6,116.8,32.8,115185.8,0.45,0.55,0.58,0.42,0.32,0.68,0.4,0.6,16.0,4.21,1.03,1.9,0.42,0.75,29.75,21.25,67.19,0.37,0.36,0.03,0.88,2.27,1.75,0.64,0.09,1976.37,0.64,283.45,59.95,72.64,781.22,8.11,39.07,73.38,17.44,130.49,33.14,60.0,166.88,SEA
6,1,4.4,1,0.43,0.33,0.33,823.47,1968.73,456.73,603.33,460.07,338.13,671.93,1010.07,513.87,641.87,272.33,478.2,133.8,817.6,1918.4,590.47,129.87,380.87,314.93,1006.27,487.53,610.2,249.47,508.73,123.53,33.2,121554.2,0.5,0.5,0.64,0.36,0.35,0.65,0.47,0.53,16.0,4.02,0.92,1.86,0.42,0.77,29.68,19.25,62.47,0.35,1.63,0.0,3.36,8.53,6.65,0.62,0.13,1978.63,0.47,277.43,62.54,72.94,766.04,7.97,35.22,81.18,22.13,135.38,32.18,63.47,166.07,SEA
7,1,3.71,1,0.45,0.24,0.24,847.05,1996.52,481.67,627.52,451.19,333.81,701.67,1035.48,515.62,646.19,251.95,489.0,140.71,838.86,1988.29,606.33,130.76,391.76,320.38,1010.19,510.52,633.29,254.48,488.52,132.24,33.43,130010.14,0.52,0.48,0.69,0.31,0.35,0.65,0.5,0.5,16.0,4.01,0.77,1.71,0.42,0.75,29.89,20.4,68.81,0.34,1.29,0.0,2.72,6.33,5.47,0.6,0.09,1979.01,0.78,240.26,57.29,72.99,743.59,7.81,37.06,61.09,20.27,135.85,26.58,57.3,171.94,SEA
8,1,3.79,1,0.46,0.18,0.18,875.54,2028.39,501.75,648.64,457.14,332.11,731.5,1063.61,515.21,655.14,246.96,509.25,137.29,864.14,2045.71,631.5,139.07,414.82,320.79,1015.39,512.89,645.71,265.11,487.64,127.93,33.57,133923.61,0.53,0.47,0.65,0.35,0.4,0.6,0.5,0.5,16.0,3.77,0.74,1.71,0.41,0.74,29.25,18.29,62.04,0.36,1.23,0.02,2.5,6.36,5.96,0.56,0.15,1979.78,0.62,226.89,54.34,72.75,678.98,7.45,32.46,59.94,17.18,120.2,24.8,55.59,167.96,SEA
9,1,3.83,1,0.47,0.14,0.14,895.19,2068.75,519.58,663.39,497.56,334.75,751.17,1085.92,519.17,647.33,245.86,514.53,140.33,891.44,2106.89,621.39,151.5,439.97,323.5,1032.86,530.25,644.89,266.64,489.28,124.39,33.67,134285.69,0.52,0.48,0.66,0.34,0.37,0.63,0.5,0.5,16.0,4.62,1.06,1.87,0.42,0.75,30.26,20.94,63.16,0.45,2.32,0.0,3.48,11.92,4.72,0.65,0.23,1978.86,0.37,259.77,73.7,73.32,790.09,7.27,45.3,51.09,21.8,157.23,35.5,62.05,170.58,SEA
10,1,3.47,1,0.48,0.11,0.11,895.96,2077.4,526.07,676.31,488.64,335.8,765.33,1101.13,521.33,654.67,250.49,516.82,140.27,885.36,2118.31,633.11,155.6,459.78,325.2,1044.69,523.8,650.71,265.91,494.42,122.51,33.73,135529.16,0.54,0.46,0.72,0.28,0.37,0.63,0.53,0.47,16.0,3.86,0.89,1.85,0.42,0.74,31.1,18.75,69.06,0.38,1.45,0.02,3.04,7.75,4.77,0.6,0.08,1980.56,0.59,235.07,65.08,72.37,746.89,6.8,36.32,54.05,18.84,129.66,30.01,62.85,171.75,SEA
11,1,3.0,1,0.5,0.09,0.09,907.91,2098.58,538.89,688.91,492.13,333.44,779.93,1113.38,528.24,667.16,254.84,526.89,143.24,890.89,2144.24,642.82,167.29,492.36,327.89,1053.84,524.4,658.29,268.42,505.47,124.0,33.87,136130.91,0.56,0.44,0.75,0.25,0.38,0.62,0.57,0.43,9.42,4.13,0.95,1.94,0.42,0.78,31.01,23.86,74.33,0.43,1.31,0.02,3.53,9.86,9.23,0.68,0.15,1980.3,0.74,278.28,74.68,72.32,854.29,7.03,38.57,76.72,16.07,142.36,32.51,67.46,171.82,SEA
2,0,4.0,0,0.5,0.0,0.0,832.0,1813.0,403.0,578.0,335.0,300.0,646.0,946.0,521.0,597.0,245.0,506.0,126.0,845.0,1875.0,555.0,149.0,397.0,299.0,911.0,513.0,595.0,261.0,456.0,102.0,32.0,244134.0,0.44,0.56,0.44,0.56,0.44,0.56,0.62,0.38,17.0,4.68,1.18,2.09,0.48,0.69,31.32,26.98,79.57,0.43,1.23,0.0,1.83,3.68,3.14,0.73,0.0,1972.79,0.52,296.79,63.31,73.61,927.44,6.66,48.12,45.38,22.6,155.7,39.99,71.0,172.28,WAS
3,0,6.67,1,0.17,0.0,0.0,770.0,1881.0,356.33,528.67,390.33,337.33,681.33,1018.67,456.33,557.0,253.0,498.67,126.67,809.0,1921.67,496.33,147.0,404.33,320.33,1015.67,495.67,560.33,261.0,454.67,102.67,32.0,245822.67,0.35,0.65,0.48,0.52,0.23,0.77,0.33,0.67,17.0,4.72,1.08,1.85,0.4,0.65,30.0,21.59,61.89,0.42,0.38,0.0,0.42,1.02,0.51,0.64,0.0,1973.08,0.38,233.99,37.39,72.23,789.29,5.76,46.74,37.28,21.37,147.26,33.74,57.1,167.09,WAS
4,0,4.83,0,0.58,0.0,0.0,788.0,1895.5,357.67,503.33,416.67,333.67,694.67,1028.33,486.17,570.0,237.0,476.83,110.33,797.5,1912.33,517.17,147.0,425.17,314.67,1002.33,468.83,565.17,249.0,447.83,101.83,32.0,252529.83,0.44,0.56,0.52,0.48,0.36,0.64,0.45,0.55,17.0,3.77,0.83,1.67,0.4,0.68,29.43,19.15,61.5,0.41,0.61,0.0,3.2,5.49,5.38,0.6,0.07,1975.08,0.59,200.8,39.1,70.83,709.62,6.6,34.36,43.42,9.62,117.13,26.19,53.09,156.38,WAS
5,0,5.7,1,0.35,0.0,0.0,831.2,2013.7,367.0,504.8,452.0,353.0,698.0,1051.0,518.9,612.4,227.4,470.9,105.8,842.1,1960.6,586.7,156.6,447.9,322.4,1047.4,517.7,565.1,249.8,455.9,108.7,32.8,247001.9,0.37,0.63,0.38,0.62,0.36,0.64,0.39,0.61,17.0,4.45,0.86,1.77,0.42,0.71,30.18,22.5,73.14,0.47,0.67,0.0,1.35,5.41,1.98,0.64,0.05,1977.45,0.56,263.69,52.8,72.0,785.66,7.91,46.17,50.61,11.76,138.25,27.45,56.32,158.05,WAS
6,0,5.13,0,0.4,0.0,0.0,845.13,2038.47,402.67,556.87,395.67,347.67,707.33,1055.0,501.6,625.6,236.6,455.27,113.2,849.4,1978.07,619.8,153.07,440.27,326.93,1066.93,523.13,585.73,245.53,467.93,109.47,33.2,236150.6,0.41,0.59,0.47,0.53,0.36,0.64,0.41,0.59,17.0,3.95,0.99,1.69,0.43,0.71,30.3,22.76,80.62,0.43,2.86,0.04,2.51,7.99,2.73,0.63,0.02,1977.05,0.6,233.65,54.7,71.78,782.51,8.1,41.63,33.85,19.62,135.38,33.88,56.57,161.03,WAS
7,0,5.1,1,0.29,0.0,0.0,845.67,2018.33,398.48,553.76,428.33,324.33,698.67,1023.0,506.0,646.0,243.29,449.48,102.57,844.71,1947.76,627.86,152.19,438.19,309.81,1054.67,529.38,600.67,233.95,478.24,109.05,33.43,217679.29,0.43,0.57,0.5,0.5,0.36,0.64,0.42,0.58,17.0,3.92,1.05,1.75,0.43,0.75,29.79,23.62,80.72,0.45,1.76,0.08,2.48,7.01,6.97,0.69,0.04,1977.02,0.77,252.8,56.54,72.01,832.5,8.23,36.69,70.68,14.34,129.13,35.33,57.96,170.25,WAS
