year,confID,rank,playoff,firstRound,semis,finals,o_fgm,o_fga,o_ftm,o_fta,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,d_fgm,d_fga,d_fta,d_3pm,d_3pa,d_oreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,GP,attend,win_percentage,loss_percentage,home_win_percentage,home_loss_percentage,away_win_percentage,away_loss_percentage,conference_win_percentage,conference_loss_percentage,tmID,Avg_Rebounds_Per_Game,Avg_Steals_Per_Game,Avg_Turnovers_Per_Game,FG%,FT%,GP_1,GS,PF,POSITION_METRIC,PostAssists,PostBlocks,PostDQ,PostGP,PostGS,PostPF,PostRebounds,PostSteals,PostTurnovers,PostftAttempted,PostoRebounds,PostthreeAttempted,Usability,award,birthYear,dq,fgAttempted,ftMade,height,minutes,num_seasons,oRebounds,threeAttempted,total_blocks,total_rebounds,total_steals,total_turnovers,weight
7,0,3.0,0,0.5,0.0,0.0,828.0,1860.0,452.0,552.0,605.0,242.0,732.0,974.0,498.0,613.0,214.0,462.0,112.0,859.0,2012.0,608.0,125.0,398.0,345.0,1030.0,473.0,590.0,275.0,411.0,86.0,34.0,172381.0,0.53,0.47,0.59,0.41,0.47,0.53,0.45,0.55,NYL,2.41,0.88,1.73,0.41,0.81,31.46,14.35,62.74,0.3,1.78,0.74,0.31,2.28,0.82,5.31,4.81,0.27,3.65,1.93,1.04,3.03,0.53,0.0,1978.96,0.21,198.54,57.44,71.7,701.71,7.91,20.44,78.78,9.67,84.04,29.38,60.4,163.34
8,0,5.0,1,0.0,0.0,0.0,822.0,2069.0,512.0,650.0,645.0,285.0,736.0,1021.0,475.0,674.0,252.0,576.0,112.0,966.0,2153.0,722.0,171.0,461.0,341.0,1173.0,508.0,668.0,270.0,485.0,134.0,34.0,155048.0,0.32,0.68,0.41,0.59,0.24,0.76,0.35,0.65,NYL,3.53,0.87,1.67,0.4,0.77,32.66,19.65,74.87,0.33,0.37,0.0,0.0,0.27,0.0,0.21,0.7,0.05,0.16,0.11,0.32,0.64,0.58,0.0,1981.1,0.39,218.65,53.17,72.32,768.93,5.93,32.81,69.4,13.5,118.06,28.87,55.96,172.03
9,0,4.0,1,0.5,0.0,0.0,870.0,2087.0,430.0,580.0,653.0,287.0,788.0,1075.0,500.0,618.0,289.0,612.0,109.0,920.0,2223.0,619.0,190.0,589.0,378.0,1215.0,509.0,608.0,321.0,562.0,115.0,34.0,147866.0,0.47,0.53,0.59,0.41,0.35,0.65,0.5,0.5,NYL,3.83,1.13,2.13,0.41,0.73,32.35,23.14,72.0,0.3,6.43,0.91,0.0,2.89,2.15,6.24,13.59,3.0,4.3,5.39,2.25,8.04,0.65,0.1,1982.37,0.28,253.82,49.97,72.58,851.22,5.12,32.43,90.43,12.69,139.12,40.03,74.09,174.89
10,0,3.0,0,1.0,0.5,0.0,912.0,2168.0,490.0,653.0,706.0,327.0,778.0,1105.0,551.0,655.0,290.0,547.0,117.0,924.0,2163.0,674.0,174.0,485.0,352.0,1175.0,496.0,625.0,285.0,559.0,109.0,34.0,153772.0,0.56,0.44,0.65,0.35,0.47,0.53,0.55,0.45,NYL,3.76,0.96,1.67,0.41,0.74,31.37,21.17,67.41,0.33,9.04,2.3,0.0,5.46,3.97,11.88,21.4,3.66,8.89,8.0,5.04,13.79,0.57,0.0,1983.29,0.58,231.56,50.64,72.56,712.72,4.14,35.19,77.22,15.08,138.16,33.51,60.46,175.84
11,0,7.0,1,0.0,0.0,0.0,900.0,2168.0,458.0,582.0,710.0,280.0,802.0,1082.0,526.0,637.0,276.0,543.0,121.0,906.0,2157.0,673.0,192.0,554.0,333.0,1202.0,482.0,590.0,269.0,548.0,124.0,34.0,166604.0,0.38,0.62,0.47,0.53,0.29,0.71,0.41,0.59,NYL,3.7,0.82,1.73,0.43,0.85,33.31,20.39,69.77,0.39,8.94,0.69,0.0,2.82,2.33,6.49,11.83,3.15,4.57,10.69,3.52,7.61,0.57,0.0,1984.35,0.17,315.77,66.56,72.71,761.14,3.44,35.64,94.19,9.49,134.02,30.48,62.26,175.08
2,1,4.0,0,0.5,0.0,0.0,803.0,1800.0,513.0,661.0,394.0,275.0,619.0,894.0,465.0,630.0,285.0,429.0,91.0,773.0,1828.0,574.0,135.0,416.0,334.0,969.0,486.0,699.0,224.0,531.0,91.0,32.0,161075.0,0.62,0.38,0.69,0.31,0.56,0.44,0.52,0.48,PHO,3.31,1.15,1.65,0.42,0.77,29.01,19.86,60.53,0.43,4.69,1.06,0.0,1.62,1.28,5.35,5.18,1.31,2.67,3.85,1.4,5.07,0.62,0.0,1971.37,0.61,235.54,62.07,71.78,733.68,4.27,29.61,50.8,12.64,104.13,35.13,51.48,161.92
3,1,5.0,0,0.0,0.0,0.0,767.0,1894.0,429.0,587.0,313.0,300.0,642.0,942.0,514.0,625.0,292.0,519.0,138.0,785.0,1892.0,584.0,137.0,391.0,333.0,1031.0,524.0,603.0,283.0,517.0,127.0,32.0,136979.0,0.41,0.59,0.62,0.38,0.19,0.81,0.38,0.62,PHO,2.81,0.77,1.58,0.38,0.74,27.34,15.01,51.27,0.31,0.06,0.0,0.0,0.17,0.0,0.06,0.28,0.06,0.11,0.23,0.06,0.0,0.49,0.0,1973.69,0.17,163.91,35.96,73.41,565.5,4.52,23.03,27.24,7.22,80.42,22.25,44.74,167.05
4,1,7.0,0,0.0,0.0,0.0,793.0,1889.0,405.0,538.0,328.0,292.0,626.0,918.0,427.0,623.0,267.0,501.0,94.0,850.0,1870.0,608.0,155.0,388.0,309.0,1001.0,532.0,600.0,268.0,491.0,127.0,32.0,139798.0,0.34,0.66,0.62,0.38,0.06,0.94,0.33,0.67,PHO,2.96,1.0,1.57,0.39,0.72,29.64,13.77,60.46,0.34,0.05,0.0,0.0,0.14,0.0,0.0,0.38,0.0,0.13,0.05,0.16,0.16,0.5,0.0,1976.82,0.05,152.91,29.33,71.26,606.21,6.32,29.5,31.07,7.67,90.04,30.46,47.11,155.03
5,1,7.0,0,0.0,0.0,0.0,801.0,2095.0,379.0,556.0,349.0,357.0,643.0,1000.0,461.0,664.0,310.0,479.0,111.0,834.0,1867.0,626.0,136.0,371.0,303.0,1114.0,509.0,667.0,275.0,610.0,146.0,34.0,144511.0,0.24,0.76,0.35,0.65,0.12,0.88,0.21,0.79,PHO,3.03,1.02,1.51,0.41,0.74,31.27,21.7,65.11,0.31,0.53,0.18,0.0,0.53,0.53,1.75,2.28,1.05,1.05,2.1,0.18,1.75,0.59,0.0,1977.47,0.92,222.08,47.23,71.87,747.64,7.48,33.99,64.26,10.54,96.37,33.86,48.13,166.44
6,1,5.0,0,0.0,0.0,0.0,826.0,1922.0,456.0,598.0,519.0,264.0,652.0,916.0,501.0,748.0,282.0,464.0,137.0,784.0,1845.0,724.0,133.0,348.0,309.0,1020.0,456.0,660.0,226.0,536.0,137.0,34.0,136295.0,0.5,0.5,0.59,0.41,0.41,0.59,0.5,0.5,PHO,4.03,1.07,1.73,0.43,0.74,32.14,27.01,84.88,0.41,0.65,0.76,0.0,0.87,0.87,1.73,3.24,0.76,1.41,1.95,1.41,0.0,0.66,0.14,1978.04,2.04,276.23,65.57,73.54,865.99,6.88,40.25,67.23,18.16,135.73,36.07,58.61,172.86
7,1,5.0,0,0.0,0.0,0.0,826.0,1994.0,531.0,693.0,539.0,342.0,720.0,1062.0,549.0,697.0,243.0,517.0,179.0,855.0,1993.0,720.0,121.0,332.0,319.0,1024.0,470.0,672.0,265.0,483.0,112.0,34.0,124146.0,0.47,0.53,0.65,0.35,0.29,0.71,0.55,0.45,PHO,3.61,0.94,1.9,0.43,0.75,29.19,23.5,76.61,0.37,2.86,0.0,0.0,1.3,0.84,2.78,1.62,1.3,1.36,2.2,0.07,3.36,0.64,0.0,1978.73,1.23,235.84,64.37,72.5,778.12,7.36,29.39,78.44,13.06,107.62,29.67,59.51,164.86
8,1,5.0,1,0.0,0.0,0.0,1079.0,2434.0,537.0,684.0,722.0,334.0,811.0,1145.0,640.0,741.0,275.0,442.0,127.0,1023.0,2360.0,852.0,203.0,618.0,408.0,1283.0,578.0,669.0,231.0,537.0,126.0,34.0,126801.0,0.53,0.47,0.59,0.41,0.47,0.53,0.4,0.6,PHO,3.7,0.98,1.73,0.43,0.78,30.37,18.32,73.16,0.39,0.0,0.0,0.0,0.04,0.0,0.1,0.1,0.02,0.06,0.0,0.06,0.02,0.63,0.14,1980.26,0.99,314.74,67.74,71.98,765.43,6.79,30.95,105.16,13.45,109.75,30.27,52.8,162.82
9,1,1.0,0,1.0,1.0,1.0,1063.0,2419.0,616.0,754.0,802.0,279.0,873.0,1152.0,683.0,658.0,285.0,486.0,159.0,1022.0,2526.0,716.0,290.0,762.0,445.0,1390.0,628.0,684.0,244.0,595.0,109.0,34.0,131524.0,0.68,0.32,0.71,0.29,0.65,0.35,0.77,0.23,PHO,4.12,1.02,1.87,0.43,0.82,31.9,25.58,76.36,0.4,24.32,4.95,0.19,8.03,6.86,19.52,40.61,8.93,12.91,26.99,10.91,37.52,0.66,0.18,1980.05,0.58,317.27,71.23,71.94,864.74,7.17,29.47,105.37,25.62,175.18,42.14,73.48,161.45
10,1,6.0,1,0.0,0.0,0.0,1069.0,2485.0,642.0,773.0,701.0,375.0,851.0,1226.0,560.0,794.0,232.0,489.0,156.0,1036.0,2460.0,932.0,243.0,695.0,440.0,1298.0,650.0,717.0,234.0,500.0,129.0,34.0,144867.0,0.47,0.53,0.59,0.41,0.35,0.65,0.4,0.6,PHO,4.51,1.01,1.83,0.44,0.82,31.0,25.13,90.52,0.46,6.35,1.56,0.0,1.71,1.35,5.55,11.51,2.76,4.53,10.65,3.79,3.42,0.63,0.0,1981.57,1.43,338.55,104.82,71.88,800.86,6.25,41.4,99.22,19.29,153.35,34.43,62.55,168.35
11,1,1.0,1,1.0,1.0,1.0,1128.0,2454.0,643.0,752.0,665.0,284.0,906.0,1190.0,625.0,740.0,225.0,500.0,181.0,1094.0,2582.0,851.0,205.0,608.0,421.0,1285.0,607.0,671.0,260.0,460.0,143.0,34.0,144884.0,0.68,0.32,0.71,0.29,0.65,0.35,0.65,0.35,PHO,4.78,0.86,1.96,0.45,0.8,31.93,19.53,70.29,0.42,15.86,3.81,0.45,6.62,3.59,16.04,23.54,3.63,10.43,18.63,5.37,21.14,0.61,0.3,1982.54,0.33,293.68,82.17,71.61,793.52,4.77,38.55,65.65,25.6,179.86,30.71,73.05,150.27
2,1,7.0,0,0.0,0.0,0.0,761.0,1828.0,488.0,697.0,433.0,309.0,627.0,936.0,480.0,761.0,265.0,593.0,93.0,788.0,1847.0,766.0,150.0,447.0,307.0,953.0,487.0,729.0,277.0,531.0,130.0,32.0,133076.0,0.31,0.69,0.38,0.62,0.25,0.75,0.19,0.81,POR,3.86,1.0,2.02,0.42,0.73,30.55,25.06,82.01,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,1973.79,1.19,227.65,63.92,71.94,812.24,5.34,37.27,53.61,12.15,119.5,30.88,62.36,165.13
3,1,7.0,0,0.0,0.0,0.0,733.0,1891.0,450.0,612.0,519.0,300.0,696.0,996.0,451.0,633.0,244.0,500.0,106.0,791.0,1944.0,656.0,159.0,410.0,343.0,1106.0,501.0,643.0,293.0,474.0,144.0,32.0,137656.0,0.34,0.66,0.38,0.62,0.31,0.69,0.24,0.76,POR,3.72,0.91,1.62,0.4,0.72,30.48,22.39,62.31,0.35,6.02,0.59,0.0,1.03,1.03,2.06,2.2,0.59,0.88,2.35,0.44,5.29,0.6,0.16,1975.26,0.44,194.53,51.04,70.83,755.1,4.84,30.68,51.95,12.2,117.94,28.93,50.85,160.94
2,1,3.0,1,0.5,0.0,0.0,876.0,1993.0,449.0,650.0,459.0,388.0,650.0,1038.0,567.0,571.0,332.0,458.0,157.0,811.0,1918.0,544.0,144.0,418.0,320.0,951.0,503.0,600.0,226.0,524.0,116.0,32.0,126841.0,0.66,0.34,0.81,0.19,0.5,0.5,0.62,0.38,SAC,4.31,1.32,2.0,0.44,0.72,29.31,25.62,72.15,0.4,3.97,0.28,0.13,1.62,1.34,3.98,7.81,1.84,2.46,4.05,2.16,3.78,0.68,0.0,1972.6,0.77,261.38,62.19,72.05,799.34,7.06,48.17,48.67,25.51,139.88,41.44,61.38,162.94
3,1,2.0,0,1.0,0.5,0.0,837.0,1974.0,457.0,618.0,423.0,374.0,723.0,1097.0,558.0,588.0,276.0,494.0,158.0,804.0,2003.0,578.0,116.0,400.0,343.0,1005.0,496.0,616.0,261.0,481.0,143.0,32.0,133603.0,0.62,0.38,0.75,0.25,0.5,0.5,0.62,0.38,SAC,4.36,1.11,1.83,0.41,0.75,30.09,20.74,67.32,0.36,9.29,2.63,0.0,4.83,3.34,10.49,18.95,4.45,6.2,15.12,6.23,8.8,0.62,0.0,1972.05,0.58,229.58,55.07,71.94,752.89,7.28,47.29,46.54,21.57,153.62,38.02,61.26,161.19
4,1,6.0,1,0.0,0.0,0.0,780.0,1945.0,494.0,653.0,395.0,301.0,648.0,949.0,500.0,675.0,247.0,456.0,109.0,815.0,1944.0,681.0,149.0,453.0,352.0,1075.0,493.0,633.0,233.0,496.0,128.0,32.0,144179.0,0.44,0.56,0.62,0.38,0.25,0.75,0.38,0.62,SAC,4.52,1.08,1.93,0.43,0.76,28.81,21.1,80.25,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,1973.35,0.96,252.91,65.29,73.01,801.06,8.1,39.47,32.84,18.39,125.35,29.7,53.72,161.58
5,1,3.0,1,1.0,0.5,0.0,862.0,2107.0,425.0,626.0,473.0,349.0,718.0,1067.0,568.0,641.0,297.0,461.0,122.0,816.0,1991.0,597.0,149.0,467.0,345.0,1096.0,516.0,640.0,224.0,576.0,141.0,34.0,155578.0,0.56,0.44,0.71,0.29,0.41,0.59,0.54,0.46,SAC,3.87,1.08,1.6,0.4,0.7,33.38,22.39,74.47,0.39,10.51,2.46,0.0,5.92,4.09,12.19,24.51,3.34,8.95,12.98,6.6,8.84,0.6,0.11,1973.79,0.94,250.6,54.44,72.24,810.36,8.29,42.57,54.31,17.64,155.05,39.5,62.95,162.39
6,1,4.0,1,1.0,0.5,0.0,874.0,2072.0,435.0,604.0,365.0,389.0,635.0,1024.0,519.0,641.0,314.0,485.0,118.0,803.0,1872.0,631.0,161.0,458.0,310.0,986.0,513.0,646.0,241.0,593.0,117.0,34.0,147544.0,0.53,0.47,0.59,0.41,0.47,0.53,0.55,0.45,SAC,3.74,1.17,1.69,0.42,0.71,33.61,19.19,71.99,0.36,11.73,3.29,0.0,5.14,3.17,10.71,20.35,7.9,10.18,12.46,7.7,6.38,0.58,0.0,1976.48,0.54,213.7,57.22,73.06,777.17,8.66,48.55,38.28,17.62,146.57,47.1,67.09,168.17
7,1,1.0,1,1.0,1.0,1.0,853.0,1986.0,494.0,721.0,360.0,369.0,674.0,1043.0,527.0,684.0,304.0,500.0,108.0,751.0,1823.0,653.0,113.0,376.0,273.0,967.0,463.0,723.0,235.0,622.0,132.0,34.0,145213.0,0.74,0.26,0.88,0.12,0.59,0.41,0.77,0.23,SAC,3.99,1.09,1.67,0.42,0.71,31.48,21.52,68.38,0.4,15.89,1.87,0.07,7.45,5.04,16.01,31.39,6.68,11.12,17.38,8.68,10.88,0.61,0.17,1977.61,0.11,236.71,63.17,72.99,766.66,7.95,41.36,45.2,15.25,158.12,41.14,62.7,167.28
8,1,2.0,1,1.0,1.0,0.5,919.0,2190.0,542.0,741.0,461.0,418.0,720.0,1138.0,509.0,670.0,330.0,542.0,88.0,872.0,2021.0,661.0,156.0,507.0,294.0,1019.0,507.0,687.0,244.0,633.0,143.0,34.0,147739.0,0.62,0.38,0.82,0.18,0.41,0.59,0.5,0.5,SAC,3.53,0.98,1.39,0.4,0.72,31.96,16.25,57.92,0.39,12.82,1.82,0.0,6.69,4.93,13.52,26.61,6.63,8.46,16.19,9.02,12.68,0.51,0.25,1978.96,0.13,198.05,52.24,72.8,657.51,7.14,34.99,47.2,9.83,140.47,38.24,53.06,166.41
9,1,3.0,1,0.5,0.0,0.0,901.0,2214.0,572.0,745.0,429.0,452.0,723.0,1175.0,537.0,642.0,325.0,611.0,101.0,891.0,2081.0,664.0,186.0,547.0,308.0,1026.0,542.0,689.0,274.0,649.0,141.0,34.0,142575.0,0.56,0.44,0.71,0.29,0.41,0.59,0.55,0.45,SAC,4.43,1.11,1.67,0.4,0.81,32.62,21.64,64.5,0.45,5.4,1.67,0.0,2.89,1.99,6.38,11.75,3.67,4.69,7.38,3.49,4.5,0.59,0.0,1980.0,0.54,261.22,67.18,72.86,772.02,6.96,54.77,59.2,12.86,156.38,40.09,58.41,165.25
10,1,4.0,0,0.5,0.0,0.0,883.0,2159.0,611.0,816.0,438.0,388.0,721.0,1109.0,473.0,690.0,319.0,586.0,77.0,958.0,2128.0,622.0,186.0,542.0,308.0,1075.0,581.0,759.0,267.0,624.0,206.0,34.0,139066.0,0.53,0.47,0.76,0.24,0.29,0.71,0.45,0.55,SAC,3.47,1.1,1.67,0.43,0.79,31.55,19.61,64.51,0.4,6.1,0.5,0.06,2.36,1.47,5.47,8.18,2.15,4.19,4.01,2.06,4.14,0.54,0.0,1981.26,0.42,231.07,61.16,72.5,690.42,5.91,36.0,58.73,8.14,118.22,36.63,56.98,167.2
2,1,5.0,1,0.0,0.0,0.0,858.0,1896.0,609.0,790.0,262.0,348.0,732.0,1080.0,522.0,698.0,214.0,544.0,157.0,860.0,1964.0,721.0,156.0,448.0,313.0,911.0,503.0,702.0,301.0,437.0,112.0,32.0,103442.0,0.56,0.44,0.75,0.25,0.38,0.62,0.62,0.38,SAS,5.1,0.96,2.22,0.45,0.76,28.55,23.2,84.46,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,1972.52,1.35,239.83,75.64,63.8,767.12,4.95,47.76,21.85,18.6,148.4,27.75,64.34,175.34
3,1,3.0,1,0.5,0.0,0.0,811.0,1849.0,507.0,675.0,244.0,295.0,775.0,1070.0,524.0,622.0,202.0,493.0,156.0,789.0,1976.0,660.0,125.0,429.0,344.0,974.0,478.0,645.0,275.0,390.0,148.0,32.0,110507.0,0.59,0.41,0.56,0.44,0.62,0.38,0.52,0.48,SAS,4.86,0.87,2.13,0.43,0.76,30.73,25.21,79.01,0.45,3.52,1.68,0.3,1.7,1.45,5.99,8.19,1.54,3.15,6.43,2.3,2.13,0.72,0.0,1972.75,1.07,258.88,71.71,62.23,898.06,5.92,40.73,27.57,23.08,158.82,28.52,69.24,175.25
4,1,3.0,0,1.0,0.0,0.0,843.0,1911.0,643.0,844.0,247.0,347.0,721.0,1068.0,478.0,665.0,228.0,522.0,178.0,851.0,2067.0,688.0,126.0,377.0,361.0,1006.0,489.0,724.0,260.0,444.0,149.0,32.0,118720.0,0.62,0.38,0.75,0.25,0.5,0.5,0.57,0.43,SAS,4.22,0.99,2.39,0.43,0.77,30.48,26.85,83.93,0.43,12.27,3.34,0.0,4.09,3.39,11.81,18.6,3.96,11.28,13.08,3.47,6.75,0.73,0.0,1972.64,0.33,283.07,88.38,62.14,909.15,5.94,40.98,35.81,28.91,148.33,34.72,85.28,168.99
5,1,6.0,0,0.0,0.0,0.0,792.0,2068.0,538.0,736.0,315.0,350.0,795.0,1145.0,428.0,728.0,187.0,513.0,167.0,867.0,2176.0,745.0,149.0,482.0,389.0,1172.0,530.0,669.0,275.0,424.0,140.0,34.0,176526.0,0.35,0.65,0.53,0.47,0.18,0.82,0.42,0.58,SAS,5.01,0.97,2.07,0.41,0.72,32.8,27.16,80.76,0.44,3.08,0.6,0.0,1.0,0.87,2.85,4.29,1.07,2.22,4.29,1.15,1.59,0.68,0.0,1975.9,0.71,300.73,85.87,64.76,899.32,6.98,51.47,27.2,20.32,171.2,33.64,71.12,171.31
6,1,7.0,0,0.0,0.0,0.0,812.0,1940.0,488.0,628.0,247.0,302.0,701.0,1003.0,493.0,628.0,272.0,513.0,106.0,888.0,2003.0,564.0,172.0,469.0,324.0,1034.0,575.0,624.0,280.0,492.0,129.0,34.0,142717.0,0.26,0.74,0.35,0.65,0.18,0.82,0.27,0.73,SAS,3.16,0.91,1.73,0.42,0.68,28.02,23.37,62.42,0.28,0.61,0.54,0.0,2.0,1.88,2.48,7.2,0.76,1.64,1.44,1.79,3.2,0.61,0.18,1976.02,0.65,208.78,58.88,71.15,695.96,7.47,25.96,33.42,5.47,100.37,25.78,51.22,159.87
7,1,7.0,0,0.0,0.0,0.0,764.0,1833.0,503.0,652.0,339.0,256.0,690.0,946.0,433.0,650.0,195.0,535.0,90.0,898.0,2059.0,611.0,142.0,408.0,351.0,1055.0,563.0,685.0,283.0,429.0,148.0,34.0,135054.0,0.21,0.79,0.29,0.71,0.12,0.88,0.14,0.86,SAS,2.5,0.71,1.82,0.41,0.79,30.47,21.5,60.62,0.29,1.43,0.0,0.0,0.41,0.41,1.43,1.22,0.2,0.81,1.63,0.0,0.61,0.61,0.0,1977.22,0.89,184.26,53.49,71.34,759.49,7.29,19.14,53.98,5.43,79.3,22.57,58.01,160.63
8,1,6.0,1,0.0,0.0,0.0,915.0,2255.0,504.0,672.0,556.0,354.0,814.0,1168.0,540.0,610.0,246.0,488.0,83.0,974.0,2262.0,640.0,165.0,459.0,372.0,1237.0,560.0,641.0,254.0,480.0,129.0,34.0,125749.0,0.38,0.62,0.35,0.65,0.41,0.59,0.5,0.5,SAS,4.35,1.04,1.82,0.4,0.81,30.85,28.26,70.0,0.34,0.7,1.82,0.0,1.4,1.4,3.78,4.48,0.7,2.1,0.56,1.68,0.0,0.67,0.0,1978.51,0.28,274.04,63.76,71.19,835.5,7.76,40.48,44.85,13.77,142.81,32.75,56.97,164.49
9,1,2.0,1,1.0,0.5,0.0,923.0,2176.0,464.0,577.0,566.0,323.0,764.0,1087.0,567.0,653.0,283.0,558.0,130.0,904.0,2139.0,688.0,147.0,454.0,361.0,1137.0,516.0,619.0,257.0,583.0,137.0,34.0,128680.0,0.59,0.41,0.53,0.47,0.65,0.35,0.59,0.41,SAS,4.4,1.02,2.19,0.44,0.8,29.94,26.25,77.04,0.39,13.17,2.54,0.17,4.08,3.9,10.63,21.26,3.87,8.36,9.74,7.38,13.22,0.7,0.0,1978.5,0.3,277.01,65.24,71.17,845.99,8.33,36.54,49.0,19.17,154.07,35.35,73.25,165.91
10,1,1.0,1,1.0,1.0,0.5,901.0,2080.0,561.0,694.0,539.0,246.0,847.0,1093.0,601.0,602.0,272.0,525.0,150.0,904.0,2271.0,634.0,139.0,483.0,389.0,1206.0,500.0,666.0,278.0,528.0,109.0,34.0,135722.0,0.71,0.29,0.88,0.12,0.53,0.47,0.5,0.5,SAS,4.35,1.06,1.91,0.42,0.79,31.86,24.25,66.07,0.35,19.5,3.95,0.0,8.45,6.34,16.28,32.52,7.54,17.46,28.64,8.31,16.22,0.66,0.15,1978.46,0.38,290.55,81.88,70.69,851.64,8.28,29.65,69.16,20.17,172.04,41.82,78.79,163.73
11,1,4.0,1,0.5,0.0,0.0,936.0,2190.0,487.0,626.0,739.0,281.0,768.0,1049.0,598.0,596.0,257.0,509.0,116.0,1000.0,2279.0,620.0,173.0,499.0,364.0,1188.0,529.0,643.0,268.0,502.0,120.0,34.0,127957.0,0.44,0.56,0.59,0.41,0.29,0.71,0.5,0.5,SAS,3.91,1.38,1.87,0.43,0.82,32.71,29.76,68.38,0.38,5.6,1.03,0.0,3.1,2.74,7.32,9.18,4.16,4.18,8.02,2.47,9.41,0.72,0.0,1979.33,0.67,337.55,84.54,70.03,941.4,7.17,32.73,110.42,16.59,136.98,49.52,64.7,158.55
2,1,8.0,0,0.0,0.0,0.0,667.0,1740.0,379.0,561.0,364.0,256.0,537.0,793.0,390.0,648.0,255.0,525.0,93.0,778.0,1721.0,654.0,117.0,334.0,288.0,1009.0,506.0,618.0,284.0,529.0,123.0,32.0,142594.0,0.19,0.81,0.25,0.75,0.12,0.88,0.19,0.81,SEA,2.49,0.87,1.67,0.38,0.61,28.69,13.49,62.7,0.27,0.06,0.0,0.0,0.11,0.0,0.0,0.06,0.0,0.11,0.0,0.06,0.11,0.52,0.0,1971.96,0.64,147.74,32.77,72.45,602.85,4.22,20.79,33.91,9.26,70.91,25.96,47.74,162.44
3,1,8.0,1,0.0,0.0,0.0,689.0,1821.0,415.0,606.0,412.0,306.0,585.0,891.0,412.0,605.0,273.0,431.0,127.0,753.0,1750.0,559.0,125.0,325.0,296.0,1052.0,492.0,588.0,228.0,519.0,127.0,32.0,95257.0,0.31,0.69,0.31,0.69,0.31,0.69,0.29,0.71,SEA,3.51,1.03,1.37,0.38,0.67,30.48,19.06,69.22,0.38,0.0,0.33,0.0,0.22,0.0,0.44,1.0,0.0,0.22,0.22,0.11,1.0,0.59,0.0,1975.02,0.87,191.89,42.09,72.63,729.63,5.33,32.81,57.97,19.21,107.9,31.36,42.03,164.1
4,1,4.0,0,0.5,0.0,0.0,794.0,1948.0,418.0,543.0,506.0,362.0,633.0,995.0,514.0,623.0,282.0,477.0,151.0,783.0,1818.0,587.0,102.0,342.0,307.0,969.0,488.0,563.0,254.0,531.0,125.0,32.0,111774.0,0.53,0.47,0.62,0.38,0.44,0.56,0.48,0.52,SEA,3.57,1.03,1.75,0.42,0.77,29.97,21.52,63.12,0.31,3.75,0.84,0.0,1.55,1.11,3.85,4.35,2.11,2.72,3.66,1.51,4.91,0.62,0.0,1975.63,0.4,242.42,52.17,71.99,749.03,6.3,34.47,61.33,18.56,111.89,33.22,56.31,165.84
5,1,5.0,1,0.0,0.0,0.0,890.0,2045.0,442.0,567.0,500.0,342.0,732.0,1074.0,548.0,644.0,232.0,465.0,138.0,844.0,2039.0,591.0,145.0,437.0,352.0,1041.0,456.0,570.0,245.0,459.0,104.0,34.0,120857.0,0.53,0.47,0.76,0.24,0.29,0.71,0.46,0.54,SEA,4.59,0.86,1.82,0.43,0.76,30.82,21.44,69.47,0.4,1.58,0.14,0.0,0.96,0.2,1.7,3.59,1.42,1.73,1.76,0.96,1.03,0.63,0.17,1976.67,0.81,290.45,67.72,72.91,789.66,8.07,42.58,70.42,18.15,147.12,28.8,59.37,168.41
6,1,2.0,1,1.0,1.0,1.0,873.0,2025.0,524.0,676.0,439.0,350.0,709.0,1059.0,552.0,665.0,302.0,499.0,131.0,851.0,1989.0,592.0,139.0,391.0,303.0,982.0,507.0,678.0,252.0,527.0,137.0,34.0,134291.0,0.59,0.41,0.76,0.24,0.41,0.59,0.59,0.41,SEA,4.03,0.98,1.9,0.44,0.78,30.25,22.67,65.86,0.39,17.86,3.57,0.0,7.17,5.54,15.46,30.11,7.65,13.81,19.99,8.59,14.39,0.66,0.2,1978.94,0.23,282.45,69.59,72.62,829.04,8.28,34.82,82.65,24.67,155.78,38.64,73.97,165.45
7,1,2.0,1,0.5,0.0,0.0,906.0,2066.0,544.0,688.0,429.0,323.0,776.0,1099.0,520.0,657.0,201.0,516.0,158.0,892.0,2163.0,646.0,133.0,419.0,334.0,1020.0,568.0,691.0,267.0,438.0,154.0,34.0,151150.0,0.59,0.41,0.82,0.18,0.35,0.65,0.59,0.41,SEA,4.58,0.73,1.81,0.44,0.77,32.13,25.5,82.19,0.37,4.14,0.72,0.0,2.08,1.85,6.44,8.06,2.1,3.66,5.05,1.81,5.92,0.66,0.0,1979.1,1.39,252.6,66.73,73.28,849.71,7.91,45.6,54.99,22.66,158.84,25.37,61.32,172.29
